Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Pavlos Rassias,2000237428.0,2.0,11.33,7.0,14.5,15.5,14.0,13.17,12.0,14.5,16.5,15.75,12.25,12.8,11.83,15.25,12.0,12.0,16.0,13.5,12.67,9.5
Christian,2000632607.0,9.0,9.5,12.0,11.25,14.5,11.17,12.33,12.5,11.25,13.25,11.0,13.12,10.7,8.33,14.0,11.17,10.5,13.5,11.25,12.17,4.0
Pier Giorgio Taddei,2000571737.0,9.0,14.67,9.0,10.0,15.0,10.0,11.33,13.0,10.0,12.0,9.0,12.75,11.6,8.83,13.5,14.0,8.0,12.5,14.5,11.0,9.0
Luca Volpi,2000569300.0,13.0,7.17,8.0,10.25,7.5,8.17,9.0,10.5,10.25,6.75,9.0,14.0,7.5,10.5,9.75,9.83,4.5,9.0,12.75,8.17,13.0
Simone Barcellona,2000508897.0,13.0,12.17,13.0,9.0,13.5,12.5,9.0,12.0,9.0,12.25,10.0,12.62,12.3,8.0,13.88,12.17,12.5,10.75,15.5,10.67,8.0
Giancarlo Spozio,2000508197.0,7.5,13.5,9.5,7.5,13.0,11.33,11.0,14.25,7.5,11.0,8.5,11.25,12.9,7.17,12.75,12.83,11.0,13.5,11.75,9.83,6.0
Riccardo Leonardi,2000442509.0,13.0,11.0,7.0,7.25,10.5,12.17,10.0,10.25,7.25,12.0,6.75,10.5,11.9,6.0,12.38,10.17,12.0,11.75,9.75,8.83,4.5
Fabio Romani,2000439764.0,12.0,10.5,12.0,12.0,7.75,11.0,6.83,10.5,12.0,7.5,13.0,13.25,10.0,12.0,11.12,11.83,11.5,8.5,12.0,7.33,17.0
Simone Scotta,2000437494.0,12.0,16.33,7.0,10.0,14.5,14.5,12.0,15.75,10.0,15.0,11.5,9.75,15.7,9.5,10.88,15.17,13.0,15.5,10.75,11.83,8.5
Giovanni Piva,2000325053.0,3.0,9.67,5.0,4.5,12.5,8.0,11.33,9.0,4.5,11.5,5.75,8.75,8.8,3.0,12.5,9.0,8.0,12.5,7.5,7.0,3.0
Martin De Gasperi,2000325005.0,11.0,11.5,10.0,8.5,15.0,14.67,11.67,14.5,8.5,11.75,11.5,12.25,13.2,7.17,11.5,13.83,14.5,13.0,14.25,13.0,3.0
Eligio Genchi,2000323481.0,12.0,12.67,4.0,10.5,15.5,14.0,13.83,15.0,10.5,14.5,9.75,12.25,13.8,8.83,10.25,13.67,11.0,16.5,9.0,10.67,4.5
Ludovico Serretti,2000199979.0,8.0,9.67,9.0,8.75,14.5,11.17,9.67,10.75,8.75,13.5,9.25,13.25,10.3,6.17,6.12,10.83,13.0,11.25,5.75,11.83,3.5
Pablo Torre,2000040347.0,8.0,13.33,7.0,10.25,14.5,12.83,14.17,12.25,10.25,13.5,11.75,12.0,13.3,8.33,13.12,12.17,13.0,15.0,9.75,11.33,8.5
Yoane Wissa,85140175.0,7.0,12.5,7.0,9.0,12.0,13.33,11.17,12.0,9.0,12.75,12.5,11.0,12.6,8.33,12.88,12.83,14.5,12.5,11.5,11.33,3.5
Michael Cortesão,2000708279.0,5.0,11.33,8.0,12.5,11.5,11.67,11.0,14.0,12.5,10.0,12.5,13.75,11.2,13.0,13.75,13.67,10.0,12.5,11.5,10.0,13.0
Matteo Grasso,2000573680.0,11.0,13.33,11.0,8.0,11.25,14.5,11.17,13.0,8.0,11.75,9.0,12.75,13.9,6.67,13.12,13.33,10.0,13.75,12.0,10.67,3.5
Tor Andreas Norheim,2000560760.0,12.0,4.67,4.0,5.75,11.0,7.33,11.0,7.0,5.75,11.25,5.0,10.12,6.6,4.67,13.75,5.67,8.5,11.5,14.25,8.17,2.0
Francesco Vrenna,2000439770.0,5.0,12.17,7.0,10.5,14.75,8.0,12.17,13.75,10.5,9.5,9.25,10.62,10.6,9.0,11.25,11.67,10.5,15.25,11.5,8.5,7.0
Luca Faraoni,2000439465.0,13.0,9.5,13.0,12.25,6.75,9.67,7.67,12.0,12.25,7.25,14.0,8.88,9.4,12.17,11.75,11.5,7.5,8.5,13.5,6.5,14.0
Francisco Borja Cruz,2000437496.0,14.0,8.17,15.0,9.5,11.75,12.67,8.83,10.5,9.5,13.5,10.5,10.75,10.2,8.67,14.38,10.83,15.5,9.5,14.0,11.67,3.5
Alfio Cattani,2000326553.0,19.0,12.5,9.0,10.25,7.5,7.67,5.33,11.75,10.25,5.5,10.75,12.62,9.8,9.83,10.0,11.67,5.5,7.0,11.25,4.67,14.0
Francesco Matta,2000325901.0,7.0,10.17,6.0,6.0,13.0,13.67,9.67,12.0,6.0,10.75,6.0,8.0,11.8,5.5,11.75,12.17,9.5,12.0,8.0,10.17,3.0
