Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Pavlos Rassias,2000237428,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Christian,2000632607,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Pier Giorgio Taddei,2000571737,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Luca Volpi,2000569300,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Simone Barcellona,2000508897,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Giancarlo Spozio,2000508197,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Riccardo Leonardi,2000442509,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Fabio Romani,2000439764,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Simone Scotta,2000437494,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Giovanni Piva,2000325053,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Martin De Gasperi,2000325005,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Eligio Genchi,2000323481,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Ludovico Serretti,2000199979,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pablo Torre,2000040347,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Yoane Wissa,85140175,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Michael Cortesão,2000708279,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Matteo Grasso,2000573680,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Tor Andreas Norheim,2000560760,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Francesco Vrenna,2000439770,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Luca Faraoni,2000439465,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Francisco Borja Cruz,2000437496,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alfio Cattani,2000326553,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Francesco Matta,2000325901,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Domenico Barbato,2000325091,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Alessandro Longoni,2000191664,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Łukasz Poręba,96131652,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Abdou Diallo,85120721,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Filippo Sgarbi,43161673,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mauro Coppolaro,43159454,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Tomas Suslov,37076659,0,0,0,0,0,0,0,1,1,0,1,1,1,1
Justin Hoogma,37059335,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Jonas Larsen,2000325619,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Antonino Fradella,43393070,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Bartłomiej Maliszewski,96160054,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Vaccaro,2000324883,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Filippo Rinaldi,43425797,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Abner Medrado,2000410747,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Jesús Castillejo,2000569085,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Nuno Garcia,2000567861,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Gennaro Caiazzo,2000434797,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Andrea Signori,2000569091,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Dejan Petrovič,62176071,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Janis Antiste,49048340,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Andreaw Gravillon,43207127,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amir Murillo,80028885,0,1,1,0,1,0,0,0,0,0,0,0,0,0
