Player,UID,DM,AM,BWM,HB,SV,RGA
Pavlos Rassias,2000237428.0,11.65,10.95,10.95,11.7,12.95,14.0
Christian,2000632607.0,9.95,9.25,9.25,10.25,10.85,11.65
Pier Giorgio Taddei,2000571737.0,11.65,12.25,12.25,12.3,11.15,10.5
Luca Volpi,2000569300.0,11.8,11.3,11.3,13.0,10.9,7.95
Simone Barcellona,2000508897.0,10.85,10.85,10.85,11.6,10.6,11.55
Giancarlo Spozio,2000508197.0,9.9,10.35,10.35,10.3,10.1,11.4
Riccardo Leonardi,2000442509.0,7.35,7.0,7.0,7.2,7.55,10.25
Fabio Romani,2000439764.0,12.95,12.55,12.55,13.55,12.4,10.8
Simone Scotta,2000437494.0,11.45,11.6,11.6,10.25,11.25,13.3
Giovanni Piva,2000325053.0,5.05,6.05,6.05,6.35,5.75,7.65
Martin De Gasperi,2000325005.0,10.2,9.9,9.9,10.7,9.75,12.55
Eligio Genchi,2000323481.0,9.75,9.45,9.45,9.7,10.35,12.8
Ludovico Serretti,2000199979.0,7.2,7.35,7.35,8.8,8.2,9.95
Pablo Torre,2000040347.0,8.85,8.7,8.7,9.8,10.1,12.6
Yoane Wissa,85140175.0,10.6,10.5,10.5,10.4,10.6,12.1
Michael Cortesão,2000708279.0,13.1,12.7,12.7,13.2,12.6,11.5
Matteo Grasso,2000573680.0,9.35,9.05,9.05,10.55,8.85,11.65
Tor Andreas Norheim,2000560760.0,7.3,7.7,7.7,8.4,7.3,7.2
Francesco Vrenna,2000439770.0,9.2,9.65,9.65,9.3,10.25,10.95
Luca Faraoni,2000439465.0,12.05,11.85,11.85,11.2,11.2,9.55
Francisco Borja Cruz,2000437496.0,9.4,8.6,8.6,8.9,9.05,10.6
Alfio Cattani,2000326553.0,11.15,12.2,12.2,12.05,9.7,8.1
Francesco Matta,2000325901.0,7.55,6.75,6.75,7.45,7.85,10.65
Domenico Barbato,2000325091.0,10.95,10.3,10.3,10.7,11.2,12.45
Alessandro Longoni,2000191664.0,13.1,12.7,12.7,12.45,12.75,11.9
Łukasz Poręba,96131652.0,12.05,12.0,12.0,12.35,12.25,12.05
Abdou Diallo,85120721.0,12.6,12.65,12.65,12.9,12.4,10.9
Filippo Sgarbi,43161673.0,12.85,12.45,12.45,12.55,12.65,11.15
Mauro Coppolaro,43159454.0,13.1,13.0,13.0,13.3,12.4,11.1
Tomas Suslov,37076659.0,10.8,10.4,10.4,9.3,11.2,13.1
Justin Hoogma,37059335.0,12.3,12.65,12.65,11.5,12.5,11.3
Jonas Larsen,2000325619.0,10.35,9.95,9.95,10.35,10.9,11.0
Antonino Fradella,43393070.0,13.15,12.75,12.75,13.15,12.75,10.45
Bartłomiej Maliszewski,96160054.0,8.0,7.4,7.4,8.9,6.95,7.65
Antonio Vaccaro,2000324883.0,10.3,10.65,10.65,11.25,8.7,8.0
Filippo Rinaldi,43425797.0,9.1,8.3,8.3,8.8,7.45,8.15
Abner Medrado,2000410747.0,10.25,9.8,9.8,10.0,11.05,12.65
Jesús Castillejo,2000569085.0,10.35,10.75,10.75,10.45,10.55,11.35
Nuno Garcia,2000567861.0,10.4,10.0,10.0,10.3,10.9,12.8
Gennaro Caiazzo,2000434797.0,12.0,12.0,12.0,12.5,12.0,12.8
Andrea Signori,2000569091.0,13.65,13.65,13.65,13.6,12.5,11.65
Dejan Petrovič,62176071.0,13.0,12.95,12.95,12.6,13.55,13.6
Janis Antiste,49048340.0,10.05,10.0,10.0,10.6,11.0,12.3
Andreaw Gravillon,43207127.0,13.8,13.75,13.75,13.15,13.0,11.35
Amir Murillo,80028885.0,11.0,10.6,10.6,9.2,10.2,7.4
