Player,UID,CD,BPD,NNCB,Lib
Pavlos Rassias,2000237428.0,9.3,10.15,9.5,12.6
Christian,2000632607.0,8.5,9.35,8.5,9.8
Pier Giorgio Taddei,2000571737.0,10.75,10.15,10.15,10.65
Luca Volpi,2000569300.0,11.35,10.5,12.4,8.75
Simone Barcellona,2000508897.0,10.95,11.1,11.0,10.45
Giancarlo Spozio,2000508197.0,8.95,9.35,8.5,10.25
Riccardo Leonardi,2000442509.0,6.6,7.05,6.6,8.4
Fabio Romani,2000439764.0,13.5,12.7,14.0,11.85
Simone Scotta,2000437494.0,9.9,10.5,8.85,12.05
Giovanni Piva,2000325053.0,4.85,5.05,4.55,6.45
Martin De Gasperi,2000325005.0,9.25,9.7,9.65,10.15
Eligio Genchi,2000323481.0,7.9,8.85,8.0,10.7
Ludovico Serretti,2000199979.0,6.85,7.4,7.55,8.15
Pablo Torre,2000040347.0,8.6,9.0,8.8,11.25
Yoane Wissa,85140175.0,9.25,9.2,8.65,10.6
Michael Cortesão,2000708279.0,11.5,11.2,12.1,12.0
Matteo Grasso,2000573680.0,9.55,8.45,9.6,9.45
Tor Andreas Norheim,2000560760.0,6.15,6.2,6.15,5.75
Francesco Vrenna,2000439770.0,8.2,9.15,7.5,10.6
Luca Faraoni,2000439465.0,12.2,11.7,11.9,10.3
Francisco Borja Cruz,2000437496.0,9.85,9.65,9.55,9.0
Alfio Cattani,2000326553.0,12.8,11.0,12.25,9.25
Francesco Matta,2000325901.0,6.4,7.05,6.6,8.55
Domenico Barbato,2000325091.0,10.2,10.5,10.05,11.65
Alessandro Longoni,2000191664.0,12.15,12.9,12.55,12.15
Łukasz Poręba,96131652.0,11.45,11.6,11.45,12.0
Abdou Diallo,85120721.0,13.6,12.95,13.6,11.65
Filippo Sgarbi,43161673.0,12.7,12.75,12.8,11.1
Mauro Coppolaro,43159454.0,13.1,12.6,13.4,11.4
Tomas Suslov,37076659.0,9.75,10.7,9.15,11.9
Justin Hoogma,37059335.0,13.05,12.85,12.1,11.95
Jonas Larsen,2000325619.0,9.9,9.8,10.1,10.75
Antonino Fradella,43393070.0,12.9,12.45,13.2,10.95
Bartłomiej Maliszewski,96160054.0,8.4,7.6,8.7,6.45
Antonio Vaccaro,2000324883.0,9.8,8.7,9.5,7.1
Filippo Rinaldi,43425797.0,9.1,8.1,8.7,6.9
Abner Medrado,2000410747.0,9.8,10.85,9.7,11.3
Jesús Castillejo,2000569085.0,9.65,9.85,9.05,9.95
Nuno Garcia,2000567861.0,9.5,10.5,9.5,11.2
Gennaro Caiazzo,2000434797.0,11.9,11.5,11.5,12.2
Andrea Signori,2000569091.0,13.25,11.8,12.7,11.75
Dejan Petrovič,62176071.0,12.8,13.2,12.65,13.65
Janis Antiste,49048340.0,10.5,11.4,10.5,10.85
Andreaw Gravillon,43207127.0,13.55,13.35,13.4,12.0
Amir Murillo,80028885.0,9.4,10.7,9.5,8.6
