Player,UID,WM,W,DW,IW,IF,WG
Pavlos Rassias,2000237428.0,12.7,13.35,11.45,14.4,14.15,11.88
Christian,2000632607.0,12.5,12.55,9.85,13.45,13.4,12.21
Pier Giorgio Taddei,2000571737.0,11.3,11.7,11.15,12.3,11.8,11.25
Luca Volpi,2000569300.0,10.0,8.95,11.0,9.15,9.4,9.21
Simone Barcellona,2000508897.0,11.6,12.25,9.65,12.6,12.3,12.38
Giancarlo Spozio,2000508197.0,11.85,11.85,9.9,12.5,12.05,11.29
Riccardo Leonardi,2000442509.0,9.4,11.0,7.25,11.2,10.2,10.83
Fabio Romani,2000439764.0,10.1,9.2,11.8,10.25,10.0,9.67
Simone Scotta,2000437494.0,12.5,11.65,10.65,14.35,13.25,11.29
Giovanni Piva,2000325053.0,8.1,9.8,6.05,8.4,8.2,8.83
Martin De Gasperi,2000325005.0,11.3,11.9,9.3,12.45,12.95,11.67
Eligio Genchi,2000323481.0,12.1,11.35,9.85,13.6,13.05,10.79
Ludovico Serretti,2000199979.0,10.3,9.5,7.0,11.2,12.3,9.33
Pablo Torre,2000040347.0,11.75,11.7,9.6,12.85,12.0,11.0
Yoane Wissa,85140175.0,11.3,12.5,10.3,12.85,12.9,11.58
Michael Cortesão,2000708279.0,11.4,11.1,12.4,11.6,11.5,10.33
Matteo Grasso,2000573680.0,9.65,11.4,8.9,11.95,11.2,11.33
Tor Andreas Norheim,2000560760.0,9.5,12.45,7.6,9.2,9.45,11.71
Francesco Vrenna,2000439770.0,11.25,9.95,9.5,11.65,11.1,9.29
Luca Faraoni,2000439465.0,9.25,9.5,11.2,8.7,8.55,10.08
Francisco Borja Cruz,2000437496.0,10.25,12.1,8.15,11.55,12.5,12.5
Alfio Cattani,2000326553.0,7.75,7.95,10.0,7.35,6.75,8.96
Francesco Matta,2000325901.0,9.2,9.5,7.1,11.15,10.8,9.0
Domenico Barbato,2000325091.0,11.5,10.95,10.55,13.4,12.6,10.79
Alessandro Longoni,2000191664.0,10.9,10.6,12.1,10.85,10.2,10.75
Łukasz Poręba,96131652.0,11.85,11.45,12.1,12.25,11.8,11.29
Abdou Diallo,85120721.0,10.95,11.15,12.25,10.75,10.2,11.62
Filippo Sgarbi,43161673.0,10.35,10.65,12.05,10.8,10.45,11.12
Mauro Coppolaro,43159454.0,11.3,11.5,12.2,11.1,10.8,11.75
Tomas Suslov,37076659.0,11.9,12.4,10.7,13.35,13.2,11.92
Justin Hoogma,37059335.0,10.4,9.65,12.0,10.45,9.45,10.21
Jonas Larsen,2000325619.0,11.4,11.7,10.1,11.85,11.0,11.33
Antonino Fradella,43393070.0,10.55,10.5,12.15,10.65,10.3,10.92
Bartłomiej Maliszewski,96160054.0,6.1,6.55,7.0,6.8,6.4,6.92
Antonio Vaccaro,2000324883.0,7.1,8.15,9.15,7.5,6.85,8.21
Filippo Rinaldi,43425797.0,5.8,6.2,7.8,7.15,6.6,6.79
Abner Medrado,2000410747.0,12.6,13.0,10.95,13.3,13.0,12.83
Jesús Castillejo,2000569085.0,13.0,13.6,10.45,13.0,12.7,13.67
Nuno Garcia,2000567861.0,12.7,13.6,10.6,13.8,13.7,13.08
Gennaro Caiazzo,2000434797.0,12.1,12.6,11.5,13.8,13.0,12.42
Andrea Signori,2000569091.0,11.9,12.0,13.15,11.9,11.0,12.0
Dejan Petrovič,62176071.0,12.7,12.15,13.0,13.55,13.15,12.17
Janis Antiste,49048340.0,12.85,12.9,10.5,13.15,13.5,13.25
Andreaw Gravillon,43207127.0,10.85,11.1,12.6,11.25,10.75,11.58
Amir Murillo,80028885.0,8.7,5.9,10.2,9.05,9.05,7.17
