Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Beñat Unzueta,2000629411.0,12.5,6.83,4.5,4.75,11.0,10.5,9.5,5.5,4.75,12.5,5.0,6.62,8.3,3.17,13.12,7.17,11.5,11.0,7.75,7.17,3.0,abilbaoc
José Antón Garrido,2000510692.0,9.5,7.67,7.5,4.75,10.0,5.0,11.17,10.0,4.75,9.75,4.75,8.75,7.6,3.17,11.12,6.67,11.0,11.5,7.5,6.83,0.0,abilbaoc
Mikel Castelo,2000510693.0,13.5,7.67,3.5,6.75,7.5,6.67,6.83,11.0,6.75,6.5,8.75,12.38,6.5,8.0,9.62,10.83,0.0,10.25,7.5,4.67,10.5,abilbaoc
Alfredo Núñez,2000570280.0,15.5,10.83,6.5,11.75,8.75,11.17,6.33,16.0,11.75,7.25,11.25,15.5,11.1,11.67,10.0,14.17,6.5,9.5,12.25,6.0,9.5,abilbaoc
Juan Manuel Díez,2000629228.0,7.5,12.17,12.0,11.0,14.5,10.5,13.5,12.25,11.0,12.0,9.0,12.12,11.9,8.67,13.75,11.0,9.5,14.5,12.75,10.5,5.0,abilbaoc
Aritz Imaz,2000629407.0,16.0,15.5,7.5,12.0,13.5,13.33,9.83,15.0,12.0,10.5,13.25,11.0,14.8,11.0,14.0,14.17,14.5,11.0,14.5,8.17,8.5,abilbaoc
Iker Jiménez,2000629408.0,12.5,8.83,8.5,12.25,12.75,10.5,11.17,13.5,12.25,11.0,11.75,14.0,9.5,11.0,12.5,12.5,6.5,13.0,13.75,11.83,10.5,abilbaoc
Josu Jauregi,2000629409.0,9.5,13.5,11.5,10.0,11.75,11.33,8.0,14.25,10.0,9.75,10.5,10.38,12.2,10.17,13.75,14.0,6.5,9.75,13.0,6.5,16.5,abilbaoc
Didier Oyarzun,2000632730.0,11.5,12.0,5.5,9.0,12.5,10.33,12.83,13.5,9.0,10.25,9.0,14.88,11.4,6.0,12.62,12.33,10.0,13.5,12.0,8.5,8.5,abilbaoc
Hugo Bueno,28127371.0,13.0,9.0,10.0,13.0,11.5,11.67,12.67,11.5,13.0,11.5,11.0,8.75,10.6,12.33,12.5,10.67,7.0,13.0,10.5,7.33,11.0,andorra
Jesús Díaz,2000437762.0,6.0,13.5,9.0,12.5,16.25,15.33,11.83,15.5,12.5,15.5,12.5,11.5,14.6,11.33,14.38,14.83,14.5,15.0,14.0,12.0,8.5,andorra
Amador,2000440900.0,11.0,13.0,7.0,8.0,7.5,11.33,8.33,14.5,8.0,7.0,10.5,13.75,12.0,9.33,13.5,14.0,9.0,11.0,13.5,7.0,10.0,andorra
Francisco Javier Sáiz,2000679747.0,7.0,3.0,10.0,5.5,12.0,6.67,11.0,6.0,5.5,10.0,5.5,9.5,5.8,3.67,6.75,4.0,11.0,11.0,6.0,7.0,0.0,andorra
Miguel Gómez,2000055060.0,16.0,12.0,14.0,12.0,11.0,8.5,12.0,14.0,12.0,7.5,10.0,12.0,10.5,11.67,9.5,12.33,9.0,11.0,8.5,9.0,11.0,andorra
Èric Montes,95036004.0,7.0,12.67,13.0,8.0,9.5,10.33,6.0,14.0,8.0,9.0,8.5,14.0,11.2,9.67,11.25,13.67,9.0,9.0,9.5,6.33,16.0,andorra
Jon Ander Garai,2000684546.0,7.0,12.0,8.0,6.0,16.0,8.0,11.33,14.5,6.0,14.0,6.0,11.5,12.0,4.0,10.75,9.67,12.0,14.0,6.0,12.0,0.0,andorra
Atakan Karazor,92074021.0,15.0,14.83,12.0,15.25,12.0,10.67,10.67,14.75,15.25,9.0,15.25,10.75,12.5,13.83,9.0,14.5,7.0,12.0,10.0,7.0,12.0,apamplonab
Mikel Bengoetxea,2000510871.0,14.0,14.33,13.0,11.5,8.5,9.33,5.67,15.0,11.5,8.0,13.0,14.5,11.8,12.0,13.75,14.0,8.0,8.5,14.0,4.67,16.0,apamplonab
Álex Lillo,2000438804.0,14.0,13.33,5.0,10.5,14.5,10.33,11.67,13.5,10.5,8.5,8.5,12.25,12.0,9.0,11.0,12.67,9.0,14.5,12.5,10.67,8.0,apamplonab
Peio Arana,2000438809.0,13.0,11.0,5.0,9.5,15.5,11.0,12.67,13.0,9.5,13.5,11.5,11.5,11.4,10.0,12.75,11.67,9.0,13.5,10.5,12.0,6.0,apamplonab
Lander Goñi,2000510872.0,9.5,11.5,7.0,4.25,15.0,11.83,10.5,11.25,4.25,10.5,7.0,12.75,11.9,2.83,11.12,11.0,10.5,13.0,11.0,11.17,12.0,apamplonab
Iosu Pérez,2000510877.0,10.5,10.17,4.5,10.25,7.25,10.5,5.67,12.5,10.25,5.75,8.75,13.12,10.1,9.67,12.38,12.17,3.5,8.5,14.5,6.0,8.5,apamplonab
Marcos Goñi,2000629740.0,13.0,8.33,4.0,5.0,8.5,9.67,8.0,13.0,5.0,12.0,5.0,14.38,10.8,3.33,12.5,8.67,13.0,10.5,9.75,10.0,0.0,apamplonab
