Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Gorka Alonso,2000629412.0,2.83,12.5,17.0,11.0,7.83,10.0,7.0,7.08,abilbaoc
Xabier Núñez,2000629413.0,1.33,12.25,12.75,13.33,11.5,12.17,9.0,11.17,abilbaoc
Didier Oyarzun,2000632730.0,4.33,12.62,12.5,12.17,11.0,11.67,8.5,11.42,abilbaoc
Jofre,67277677.0,7.83,10.88,12.5,10.0,10.67,12.0,5.5,10.5,andorra
Héctor Badía,2000569609.0,2.5,11.12,15.0,13.33,8.83,12.0,8.5,9.92,andorra
Víctor Campuzano,67214684.0,6.83,10.75,11.75,13.0,12.67,12.5,6.75,11.5,andorra
Harvey Woods,2000031620.0,4.5,13.0,11.0,10.0,8.33,10.67,9.5,10.5,andorra
Bryan Zaragoza,2000054263.0,2.0,11.25,13.5,11.67,7.67,14.67,6.0,6.67,andorra
Iñaki Díez,2000438806.0,3.83,10.88,15.25,12.17,9.5,13.33,8.0,10.75,apamplonab
Javier Zubizarreta,2000570450.0,2.33,12.25,15.25,11.17,9.5,11.5,5.25,11.75,apamplonab
Víctor Sarriegi,2000570454.0,2.5,11.75,13.0,13.0,13.0,13.17,11.25,12.58,apamplonab
Peio Arana,2000438809.0,8.67,12.0,13.5,10.67,9.0,13.67,9.0,12.0,apamplonab
Asier Galán,2000510874.0,0.0,13.38,17.0,6.5,10.0,10.33,6.0,4.08,apamplonab
Adrián Iglesias,2000510876.0,0.0,5.25,14.0,8.33,6.67,13.5,8.75,2.0,apamplonab
Gorka Santamaría,2000629739.0,5.67,10.25,13.5,9.33,11.33,13.0,12.0,10.17,apamplonab
Marcos Goñi,2000629740.0,0.0,11.88,9.5,12.33,10.67,9.67,8.5,9.58,apamplonab
Mati,2000556504.0,9.83,13.12,11.5,7.5,6.67,7.67,10.5,9.75,badalona
Ale Sánchez,2000512877.0,1.17,10.25,13.0,11.0,8.33,9.67,7.0,7.83,badalona
Josh Pérez,72046491.0,1.0,10.25,12.5,9.67,10.0,10.67,8.0,8.0,badalona
Gustavo Abizanda,67293305.0,1.33,9.75,12.5,11.0,7.33,11.67,6.5,8.67,badalona
Juan Ramón Acosta,2000680229.0,1.0,9.62,11.0,8.83,9.67,10.83,4.75,9.58,badalona
Nacho Méndez,67248345.0,9.0,11.75,10.0,14.0,11.33,14.0,7.5,10.83,eibar
Julio Nsi,2000629231.0,7.17,13.88,15.5,14.33,14.0,13.5,10.0,11.83,eibar
Bernardo,2000440739.0,1.17,11.25,14.0,12.0,9.33,11.33,12.0,10.17,eibar
Jorge Álvarez,2000202563.0,1.33,11.75,15.0,11.0,8.67,12.0,13.0,12.5,eibar
Babacar Faye,2000197156.0,7.33,13.0,12.5,13.33,12.33,14.0,9.0,11.33,eibar
Manuel Jesús Romero,2000194994.0,11.67,14.5,13.5,9.0,8.67,10.33,6.5,14.17,eibar
Elliot,67256517.0,5.0,11.25,13.5,12.67,10.67,12.33,9.5,11.0,eibar
Cristo,67211796.0,3.33,11.0,15.0,14.0,12.67,14.67,5.5,9.83,eibar
Manuel García,2000633004.0,0.0,10.25,12.5,9.33,8.67,12.67,13.25,6.5,girona
Miguel Rodríguez,2000192674.0,4.83,13.0,12.5,12.67,9.33,13.67,9.0,9.67,girona
Jordi Busquets,2000574550.0,5.67,13.38,12.5,3.33,2.33,9.33,3.5,9.42,girona
Morris Pietranera,2000568425.0,6.0,11.75,9.0,12.0,14.33,14.67,10.0,11.33,girona
Echu,67229627.0,2.33,9.0,11.0,10.33,11.0,11.0,6.5,10.5,hospitalet
Roberto Proietti,2000514073.0,3.0,14.0,14.5,8.0,8.0,11.0,9.0,8.0,hospitalet
Jaime Reques,2000077283.0,6.17,9.25,13.5,13.33,9.33,11.67,9.5,9.0,leonesa
Roberto Olabe,67183968.0,5.83,8.75,10.5,11.67,10.67,10.67,8.0,10.75,leonesa
Kim Tae-Young,2000194479.0,2.0,10.0,14.0,10.33,15.33,14.0,11.0,11.42,leonesa
Hugo Neves,83333462.0,1.0,12.5,15.0,10.0,10.33,12.67,4.25,9.25,leonesa
Alan Espeche,14197823.0,4.67,10.25,14.0,11.33,10.67,12.33,5.5,10.17,leonesa
Abderraman Rebbach,2000053956.0,3.67,8.75,13.5,11.0,6.33,11.67,9.5,9.33,lleida
Pierre Martínez,2000201715.0,1.67,13.25,13.0,12.67,10.67,13.0,7.0,9.67,lleida
Sergio,2000713016.0,3.0,3.5,14.5,6.17,1.83,4.67,4.5,4.5,lleida
Amadou Camara,2000201329.0,4.33,11.75,12.0,13.33,10.0,12.33,10.5,11.67,logrones
Lancho,2000052042.0,9.33,10.0,13.5,8.67,11.0,13.0,14.0,10.17,logrones
Daniel,2000632726.0,0.0,12.12,7.0,9.17,10.67,9.67,14.5,8.92,logrones
Christian Revuelta,2000632723.0,0.0,11.0,12.5,11.0,11.0,11.67,6.5,8.08,logrones
Javi Pereda,2000199802.0,5.17,13.25,14.5,9.67,8.83,10.83,7.5,9.83,mirandes
Echedey Carpintier,83212484.0,10.17,9.38,11.5,3.17,3.17,11.0,8.5,10.58,mirandes
Victor Cano,2000443364.0,0.0,9.25,10.75,15.0,6.5,11.33,8.0,5.17,mirandes
Fede Vico,67142992.0,7.33,5.0,9.5,14.67,11.67,12.0,3.75,10.5,mirandes
Antonio Díaz,2000569978.0,0.0,9.0,11.5,13.67,11.0,14.17,12.0,8.0,mirandes
Rubén Prieto,2000572704.0,0.0,8.75,13.5,7.0,15.0,10.67,12.0,9.67,mirandes
Diego Pampín,67247255.0,9.17,8.75,14.0,10.33,9.0,11.17,5.0,10.67,numantia
Salia Coulibaly,2000443795.0,5.33,12.0,15.0,11.67,10.0,10.0,5.5,10.83,numantia
Castri,67294959.0,3.33,10.25,13.0,10.67,10.0,11.5,10.0,9.17,numantia
