Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Mikel Castelo,2000510693,0,0,1,1,0,1,1,0,1,0,0,0,0,0,abilbaoc
Alfredo Núñez,2000570280,0,0,1,0,0,1,0,0,1,0,0,0,0,0,abilbaoc
Daniel Tena,2000629406,0,1,1,0,1,1,0,0,0,0,0,0,0,0,abilbaoc
Iker Jiménez,2000629408,0,0,1,0,0,1,0,0,1,0,0,0,0,0,abilbaoc
Josu Jauregi,2000629409,0,0,1,0,0,1,0,0,1,0,0,0,0,0,abilbaoc
Amador,2000440900,0,1,0,0,0,1,0,0,1,0,0,0,0,0,andorra
Miguel Gómez,2000055060,0,0,1,0,0,1,0,0,1,0,0,0,0,0,andorra
Èric Montes,95036004,0,1,1,0,0,1,0,0,1,0,0,0,0,0,andorra
Atakan Karazor,92074021,0,0,1,0,0,1,0,0,1,0,0,0,0,0,apamplonab
Mikel Bengoetxea,2000510871,0,1,1,0,0,1,0,0,1,0,0,0,0,0,apamplonab
Lander Goñi,2000510872,0,0,0,0,0,1,0,0,1,0,0,1,0,0,apamplonab
Iosu Pérez,2000510877,0,1,1,0,0,1,0,0,1,0,0,0,0,0,apamplonab
Iván,2000574699,0,0,0,0,0,1,0,0,1,0,0,0,0,0,badalona
Ale Sánchez,2000512877,0,0,1,0,0,1,0,0,1,1,1,1,1,0,badalona
Fran,2000666004,0,0,0,0,0,1,0,0,1,0,0,0,0,0,eibar
Antonio Sánchez,2000570832,0,0,1,0,0,1,0,0,1,0,0,0,0,0,eibar
Álex López,67257948,0,0,1,0,0,1,0,0,1,0,0,0,0,0,eibar
Diego Mercado,14160026,0,0,0,0,0,1,0,0,1,0,0,0,0,0,girona
Antonio Manuel Bazán,2000714138,0,0,0,0,0,1,0,0,1,0,0,1,0,0,girona
Sullivan Mayele,2000506525,0,0,0,0,0,1,0,0,1,0,0,1,0,0,girona
Ibrahima Kébé,2000024313,0,0,0,0,0,1,0,0,1,0,0,0,0,0,girona
Luis Iglesias,2000440882,0,1,1,0,0,1,0,0,0,0,0,0,0,0,hospitalet
Isma Aizpiri,29164025,0,0,1,0,0,1,0,0,1,0,0,0,0,0,hospitalet
Diego Muñoz,2000439850,0,0,1,0,0,1,0,0,1,0,0,0,0,0,hospitalet
José Antonio Zubillaga,2000443802,0,1,1,0,1,1,0,0,0,0,0,0,0,0,hospitalet
Juan Vizcarra,2000681579,0,0,0,0,0,1,0,0,1,0,0,0,0,0,hospitalet
Bilal Aceña,2000514725,0,1,1,0,0,1,0,0,0,0,0,0,0,0,hospitalet
Alejandro Ferre,2000569554,0,0,1,0,0,1,0,0,1,0,0,0,0,0,leonesa
Marcel Mehlem,92076601,0,0,0,0,0,1,0,0,1,0,0,0,0,0,leonesa
Unai Rementeria,67246387,0,0,1,0,0,1,0,0,1,0,0,0,0,0,leonesa
Roberto Olabe,67183968,0,0,0,0,0,1,0,0,1,1,0,1,1,0,leonesa
Juan Jesús Polo,2000194987,0,0,1,0,0,1,0,0,1,0,0,0,0,0,lleida
Amir Ibrahimovic,2000713014,0,0,0,0,0,1,0,0,1,0,0,0,0,0,lleida
Pablo Sanz,2000685487,0,1,1,0,0,1,0,0,0,0,0,0,0,0,logrones
Yeray Zabalo,2000438356,0,1,0,0,0,1,0,0,1,0,0,0,0,0,logrones
Ángel Alcalde,2000573845,0,0,0,0,0,1,0,0,1,0,0,0,0,0,logrones
Toni Moya,67223078,0,0,0,0,0,1,0,1,1,0,0,0,0,0,logrones
Diego Alende,67199156,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mirandes
Gideon Ikechukwu,2000683108,0,0,0,0,0,1,0,0,1,0,0,0,0,0,mirandes
Agapito Torres,2000201479,0,0,1,0,0,1,0,0,1,0,0,0,0,0,mirandes
Bakary Daou,2000515163,0,0,1,0,0,1,0,0,1,0,0,0,0,0,numantia
Joan Rojas,67276123,0,0,1,1,0,1,0,0,0,0,0,0,0,0,numantia
Antonio Cotán,67157612,0,0,0,0,0,1,0,0,1,0,0,1,0,0,numantia
Asier Pinillos,2000574064,0,0,0,0,0,1,0,1,1,0,0,0,0,0,numantia
Juan José,2000200474,0,0,1,0,0,1,0,0,1,0,0,0,0,0,numantia
Víctor Dieste,2000440740,0,1,1,0,0,1,0,0,0,0,0,0,0,0,olot
Rafa Gálvez,67172424,0,0,1,0,0,1,0,0,0,0,0,0,0,0,olot
Àlex Rico,67295759,0,0,0,0,0,1,0,0,1,0,0,0,0,0,olot
Fran Manzanara,67211715,0,0,0,0,0,1,0,0,1,0,0,0,0,0,olot
Alberto Cañizares,2000571806,0,0,0,0,0,1,0,0,1,0,1,1,0,0,olot
Francisco Tena,67211549,0,0,1,0,0,1,0,0,1,0,0,0,0,0,olot
Nico Montoro,2000513279,0,0,1,0,0,1,0,0,1,0,0,0,0,0,ponferrada
Ricki Alonso,2000444088,0,0,0,0,0,1,0,0,1,0,0,0,0,0,ponferrada
Víctor Manuel Miguélez,2000740958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,ponferrada
