Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Eduardo Garai,2000662654,0,1,1,1,0,0,0,0,0,0,0,0,0,0,abilbaoc
Mikel Castelo,2000510693,0,0,1,1,0,1,1,0,1,0,0,0,0,0,abilbaoc
Fran,2000629410,0,1,0,1,0,0,1,0,0,0,0,0,0,0,abilbaoc
Isaac,2000681907,0,1,1,1,0,0,0,0,0,0,0,0,0,0,andorra
Hugo Bueno,28127371,0,0,0,1,0,0,1,0,1,0,0,0,0,0,andorra
Antonio Poo,2000076428,0,0,0,1,0,0,1,0,0,0,0,0,0,0,andorra
Martí Vilà,67258410,0,0,0,1,0,0,1,0,0,0,0,0,0,0,andorra
Diego,2000574102,0,0,1,1,0,0,0,0,0,1,0,0,0,0,apamplonab
Javier Zubizarreta,2000570450,0,0,0,1,0,0,0,0,0,1,0,0,1,0,apamplonab
Eugenio,2000196447,0,1,0,1,1,0,0,0,0,0,0,1,0,0,badalona
Jeremy Socorro,67275291,0,0,0,1,0,0,1,0,0,0,0,0,0,0,badalona
Esteban Navarro,2000685451,0,0,0,1,0,0,1,0,0,0,0,0,0,0,badalona
Manuel Jesús Romero,2000194994,0,0,0,1,0,0,1,0,0,1,0,0,1,0,eibar
Iván Calero,67176056,0,1,0,1,1,0,1,1,0,1,1,0,0,0,eibar
Jordi Busquets,2000574550,0,0,0,1,0,0,1,0,0,0,0,1,1,0,girona
Mikel Santamaría,2000201716,0,0,0,1,0,0,1,0,0,0,0,0,0,0,girona
Chechu,2000629747,0,1,0,1,1,0,0,0,0,0,1,0,0,0,hospitalet
Vladimir Fati,2000680262,0,1,1,1,0,0,0,0,0,0,0,0,0,0,hospitalet
Felipe Medina,2000572053,0,0,0,1,0,0,1,0,0,0,0,0,0,0,leonesa
Rodri,67293708,0,0,1,1,0,0,0,0,0,0,0,0,0,0,leonesa
Alejandro Aleñá,2000202600,0,0,0,1,0,0,0,0,1,1,0,0,0,0,leonesa
Julio Lizárraga,2000631089,0,1,1,1,0,0,0,0,0,0,0,0,0,0,lleida
Abdel Soyinkou,2000713015,0,1,0,1,1,0,0,0,0,0,0,0,0,0,lleida
Juan Luis,2000664823,0,0,1,1,0,0,0,0,1,0,0,0,0,0,logrones
Gorka Iglesias,2000570645,0,1,0,1,0,0,1,0,0,0,0,0,0,0,logrones
Lancho,2000052042,0,0,0,1,0,0,1,0,0,0,0,0,1,1,logrones
Xabier Garitano,2000570830,0,0,1,1,0,0,0,0,0,0,0,0,0,0,logrones
Jean-Marie Durand,2000198617,0,0,0,1,0,0,1,0,0,0,0,0,0,0,mirandes
Echedey Carpintier,83212484,0,0,0,1,0,0,1,0,0,1,0,0,1,0,mirandes
Joan Rojas,67276123,0,0,1,1,0,1,0,0,0,0,0,0,0,0,numantia
Diego Pampín,67247255,0,0,0,1,0,0,1,0,0,1,1,0,1,0,numantia
Iván Bravo,67276128,0,0,1,1,0,0,1,0,0,0,0,0,0,0,olot
Mikel Kortazar,67260193,0,0,0,1,0,0,1,0,0,1,0,0,1,0,olot
Alberto Pereira,2000683136,0,0,1,1,0,0,0,0,0,0,0,0,0,0,olot
Rulo,67196228,0,0,0,1,0,0,0,0,0,0,0,0,1,0,ponferrada
Sadio Halidou,2000680220,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ponferrada
Borja Esnaola,2000438807,0,1,1,1,0,0,0,0,0,0,0,0,0,0,pontevedra
Álex Pérez,2000020028,0,0,0,1,0,0,1,0,0,0,0,0,0,0,pontevedra
Andrés Alcántara,2000440886,0,1,1,1,0,0,1,0,0,0,0,0,0,0,pontevedra
Pablo Jurado,2000681314,0,1,1,1,0,0,0,0,0,0,0,0,0,0,pontevedra
David Luna,67261047,0,0,1,1,0,0,1,0,0,0,0,0,0,0,pontevedra
Stefán Þór Jónsson,2000531873,0,1,1,1,0,0,0,0,0,0,0,0,0,0,rsanb
Antonio Navarro,2000571902,0,0,1,1,0,0,1,0,1,1,0,0,1,0,rsanb
Harald Klingmann,2000504134,0,0,1,1,0,1,0,0,0,0,0,0,0,0,rsanb
Ángel López,95078297,0,1,1,1,1,0,1,0,0,0,0,0,0,0,rsantander
Jeremi Rodríguez,2000056279,0,0,1,1,0,0,1,0,0,0,0,0,0,0,rsantander
Pedro José,2000710721,0,0,0,1,0,0,1,0,0,0,0,0,0,0,rsantander
Souleymane Kané,2000713453,0,0,0,1,0,0,0,0,0,0,0,0,1,1,rsantander
Carlos Isaac,67228752,0,1,1,1,0,0,0,0,0,0,0,0,0,0,sabadell
Josep María González,2000201491,0,0,1,1,0,1,0,0,0,0,0,0,0,0,sabadell
Luis,2000193720,0,1,0,1,1,1,0,1,0,0,0,0,0,0,sabadell
Joaquín,2000713470,0,0,1,1,0,0,0,0,0,0,0,0,0,0,sabadell
Arnau Solà,67296656,0,0,1,1,0,1,1,0,1,1,0,0,0,0,tarragona
Julio,2000197814,0,0,0,1,0,0,1,0,0,0,0,0,0,0,tarragona
Laurent Bour,2000570944,0,0,1,1,0,0,0,0,0,0,0,0,0,0,tarragona
Bruno Garba,2000663175,0,0,0,1,0,0,1,0,0,0,0,0,0,0,zaragozab
Adrián Carrero,2000629926,0,0,0,1,0,0,1,0,0,0,0,0,0,0,zaragozab
Ignacio Caballero,2000511080,0,0,1,1,0,1,1,0,0,0,0,0,0,0,zaragozab
Xavi Jiménez,2000194000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,zaragozab
