Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Aritz Núñez,2000570283.0,13.5,8.17,3.5,4.75,8.0,8.5,8.5,6.5,4.75,12.0,5.5,8.75,8.1,4.5,12.88,7.5,10.5,10.0,9.25,6.83,4.5,abilbaoc
Koldo Vélez,2000570278.0,14.5,9.17,5.5,7.0,12.5,12.5,12.83,11.0,7.0,15.5,9.0,11.88,11.5,7.17,15.62,9.83,12.5,15.25,12.0,12.17,4.0,abilbaoc
Jokin Aguirre,2000628756.0,11.0,10.67,6.0,7.75,10.5,9.0,5.67,9.75,7.75,7.0,8.5,9.38,9.8,7.83,14.0,9.83,6.0,7.0,11.75,4.83,12.0,abilbaoc
José María Navarro,2000571796.0,11.0,10.67,9.0,9.75,11.5,9.83,10.5,9.25,9.75,9.25,10.25,11.0,10.1,7.83,14.25,9.83,11.0,9.75,11.25,9.0,3.0,andorra
Bryan Zaragoza,2000054263.0,8.0,7.33,4.0,4.0,14.5,8.67,13.0,7.0,4.0,14.5,6.0,11.0,8.4,2.67,12.75,6.67,10.0,13.5,10.5,8.0,6.0,andorra
Iñaki Díez,2000438806.0,10.0,12.33,6.0,7.25,13.0,10.5,13.0,12.75,7.25,12.0,6.75,11.5,11.7,5.67,13.5,11.83,14.0,11.75,9.75,6.5,4.5,apamplonab
Víctor Sarriegi,2000570454.0,12.0,14.5,10.5,9.0,13.0,14.0,10.83,15.0,9.0,12.0,12.5,9.5,14.2,6.0,13.0,14.83,13.5,11.5,13.0,7.83,7.5,apamplonab
Gorka Santamaría,2000629739.0,15.0,9.33,9.0,9.5,11.5,9.67,11.0,11.5,9.5,13.0,10.0,9.75,9.6,8.0,12.5,10.67,12.0,11.0,7.5,8.67,5.0,apamplonab
Josh Pérez,72046491.0,8.0,8.33,8.0,4.0,10.5,10.0,9.0,9.0,4.0,11.0,7.5,8.25,9.4,2.67,12.75,8.67,12.0,9.5,8.0,9.0,3.0,badalona
Babacar Faye,2000197156.0,10.0,12.67,8.0,12.5,15.0,12.0,12.0,13.0,12.5,13.0,12.0,12.0,12.8,10.0,13.75,12.0,12.0,13.0,13.5,11.33,6.0,eibar
Iván Calero,67176056.0,7.0,13.33,11.0,13.0,13.5,11.0,12.67,10.5,13.0,10.5,13.5,11.0,11.8,12.67,9.5,11.67,12.0,12.5,10.0,8.33,14.0,eibar
Lubomir Toth,2000626733.0,5.0,10.67,11.0,9.5,15.0,9.0,11.67,12.0,9.5,15.0,10.0,12.75,9.6,9.67,13.75,11.67,11.0,12.0,12.5,11.33,6.0,eibar
Eduardo Bautista,2000207175.0,7.0,9.33,7.0,7.0,10.5,9.33,11.67,9.0,7.0,9.5,7.0,11.5,9.2,5.33,16.0,9.33,12.0,10.5,11.0,7.33,4.0,girona
Diogo Fonseca,2000197949.0,6.5,9.83,6.5,12.0,7.5,8.83,5.33,14.0,12.0,2.75,11.0,8.75,8.4,10.17,5.5,14.0,0.0,8.0,5.25,1.83,9.5,hospitalet
Echu,67229627.0,7.0,10.0,6.0,6.0,11.0,10.33,9.67,8.0,6.0,11.5,10.0,10.25,10.0,4.0,10.0,9.0,13.0,10.0,5.5,9.67,7.0,hospitalet
Sandro,2000515229.0,14.5,1.83,3.5,1.75,6.0,5.33,8.83,3.75,1.75,8.0,1.75,7.25,4.3,1.17,6.62,2.5,6.5,8.75,3.25,8.17,0.0,hospitalet
Juan Pablo Castellano,2000513639.0,9.5,10.33,7.5,6.75,11.0,6.0,11.83,13.5,6.75,10.75,6.75,7.5,9.8,4.5,14.12,9.0,17.0,11.5,11.5,8.5,0.0,leonesa
Jaime Reques,2000077283.0,11.0,10.67,8.0,7.75,12.5,9.67,11.33,9.5,7.75,11.0,9.5,11.0,10.6,6.83,12.25,9.0,10.0,13.0,8.5,8.67,10.0,leonesa
Ander Martín,2000058172.0,5.0,10.33,4.0,4.0,14.5,11.33,11.0,10.5,4.0,14.5,8.0,6.25,11.2,2.67,12.25,10.0,12.0,12.5,7.5,9.0,4.0,leonesa
Hugo Neves,83333462.0,2.5,8.33,6.0,6.0,12.0,9.0,12.33,10.0,6.0,12.5,7.25,12.5,9.0,4.0,14.75,9.0,13.0,11.5,11.0,7.33,3.0,leonesa
Alan Espeche,14197823.0,6.0,9.67,5.0,9.0,12.5,9.67,11.67,11.5,9.0,13.0,10.0,10.75,10.4,7.0,12.75,9.67,11.0,12.5,8.0,10.33,4.0,leonesa
Eneko Aguilar,67297733.0,5.0,12.0,9.0,12.0,11.0,9.67,11.33,12.0,12.0,9.0,10.0,9.5,11.0,8.0,12.25,11.33,10.0,11.5,13.0,10.33,8.0,lleida
David Mallor,2000202555.0,3.0,8.67,6.0,6.0,13.5,9.33,11.67,7.5,6.0,14.0,7.25,7.5,9.0,4.0,13.25,8.0,12.0,13.5,8.5,8.33,2.5,lleida
Rayan Arkine,2000512092.0,6.5,5.0,11.5,5.25,7.5,5.0,10.83,6.0,5.25,8.25,5.25,9.5,6.0,3.5,13.38,4.0,12.0,10.0,8.5,6.83,0.0,lleida
Abderraman Rebbach,2000053956.0,12.0,6.67,7.0,5.5,11.5,11.0,11.0,10.0,5.5,11.0,7.5,8.75,9.4,3.67,12.5,8.67,8.0,11.0,6.0,7.67,4.0,lleida
Erik Aguado,2000025945.0,4.0,5.33,6.0,4.5,12.5,8.0,10.0,9.0,4.5,11.5,8.0,11.25,7.2,3.0,12.25,7.33,11.0,10.0,6.5,10.0,2.5,lleida
David Carmona,67188934.0,11.0,11.0,5.0,11.5,11.0,13.0,12.33,12.0,11.5,12.0,12.5,10.5,12.0,12.0,11.0,12.0,13.0,12.5,8.5,8.67,11.0,logrones
Marcos Trabanco,2000016812.0,5.0,9.67,9.0,5.0,13.0,12.67,10.33,13.5,5.0,15.5,9.5,12.25,11.2,3.33,10.5,12.67,15.0,12.0,7.5,9.33,13.0,logrones
Toni Moya,67223078.0,7.5,15.0,9.5,13.75,13.0,11.83,12.33,14.75,13.75,10.0,13.75,14.25,13.3,11.67,12.38,14.5,11.0,13.75,12.75,9.17,12.0,logrones
Alex Aketxe,2000443798.0,15.0,12.17,7.0,7.75,12.0,11.33,12.67,13.0,7.75,13.75,9.0,14.88,12.0,7.83,13.0,12.17,9.5,13.0,11.75,9.5,9.0,mirandes
Álex,2000509919.0,10.0,14.0,7.0,7.0,10.75,12.17,9.33,16.75,7.0,13.0,9.5,11.75,13.5,6.5,14.62,14.83,11.0,9.5,10.0,8.5,4.5,mirandes
