Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Beñat Unzueta,2000629411.0,2.33,10.88,14.0,9.83,6.83,11.5,8.5,6.42,abilbaoc
José Antón Garrido,2000510692.0,0.0,8.62,12.5,10.5,9.0,10.0,8.5,6.33,abilbaoc
Mikel Castelo,2000510693.0,10.5,10.25,8.75,4.0,1.0,6.5,8.5,11.33,abilbaoc
Alfredo Núñez,2000570280.0,11.5,12.12,9.5,7.17,5.5,7.17,11.0,14.67,abilbaoc
Juan Manuel Díez,2000629228.0,6.17,11.88,13.25,14.33,11.5,13.5,9.75,10.75,abilbaoc
Aritz Imaz,2000629407.0,8.0,13.75,12.5,14.67,12.83,12.83,11.75,11.75,abilbaoc
Iker Jiménez,2000629408.0,10.83,13.38,12.0,7.17,9.0,11.0,10.5,13.33,abilbaoc
Josu Jauregi,2000629409.0,12.83,13.62,14.0,9.17,5.83,10.67,10.5,12.25,abilbaoc
Didier Oyarzun,2000632730.0,4.33,12.62,12.5,12.17,11.0,11.67,8.5,11.42,abilbaoc
Hugo Bueno,28127371.0,11.33,11.25,13.5,11.33,7.0,11.0,11.5,9.67,andorra
Jesús Díaz,2000437762.0,9.83,14.5,12.5,14.0,11.5,15.67,7.5,12.58,andorra
Amador,2000440900.0,10.33,14.25,11.5,10.67,6.67,7.0,9.0,13.83,andorra
Francisco Javier Sáiz,2000679747.0,0.0,5.75,13.5,9.33,9.0,11.0,8.5,4.83,andorra
Miguel Gómez,2000055060.0,12.0,8.25,11.5,9.5,8.67,9.33,15.0,12.17,andorra
Èric Montes,95036004.0,13.0,10.0,12.5,8.0,5.0,9.33,10.0,13.33,andorra
Jon Ander Garai,2000684546.0,0.0,9.0,11.5,14.33,11.0,14.67,7.5,8.17,andorra
Atakan Karazor,92074021.0,11.67,9.75,9.0,10.67,10.17,10.33,13.5,13.42,apamplonab
Mikel Bengoetxea,2000510871.0,13.33,14.25,13.0,9.0,6.67,8.67,13.5,14.5,apamplonab
Álex Lillo,2000438804.0,8.0,10.75,10.5,13.0,10.0,11.33,9.5,10.83,apamplonab
Peio Arana,2000438809.0,8.67,12.0,13.5,10.67,9.0,13.67,9.0,12.0,apamplonab
Lander Goñi,2000510872.0,4.0,10.5,11.75,13.0,9.83,12.5,8.25,10.92,apamplonab
Iosu Pérez,2000510877.0,10.5,14.5,10.5,7.83,3.17,6.17,7.5,11.75,apamplonab
Marcos Goñi,2000629740.0,0.0,11.88,9.5,12.33,10.67,9.67,8.5,9.58,apamplonab
Martín Alonso,2000681854.0,3.83,12.62,14.0,11.17,8.67,11.0,9.0,11.42,badalona
Iván,2000574699.0,6.67,5.75,12.5,9.17,2.33,6.0,8.5,3.67,badalona
Mati,2000556504.0,9.83,13.12,11.5,7.5,6.67,7.67,10.5,9.75,badalona
Ale Sánchez,2000512877.0,1.17,10.25,13.0,11.0,8.33,9.67,7.0,7.83,badalona
Christian Díaz,2000510073.0,10.0,12.25,11.0,8.33,3.67,5.33,11.5,13.33,badalona
Ramón López,2000679928.0,0.0,4.75,10.5,9.0,7.33,11.33,8.0,4.0,badalona
Roger Colomina,2000015276.0,0.0,9.12,11.0,13.0,8.67,12.17,8.0,6.58,badalona
Óscar Coll,67277671.0,0.0,8.88,14.5,14.5,9.0,11.0,3.5,5.67,badalona
Iván Gil,67277668.0,2.33,8.75,14.0,13.33,9.67,10.0,5.0,9.17,badalona
Nacho Méndez,67248345.0,9.0,11.75,10.0,14.0,11.33,14.0,7.5,10.83,eibar
Fran,2000666004.0,11.83,12.12,9.5,7.83,9.67,11.0,9.0,12.58,eibar
Jonay Prieto,2000197151.0,3.83,11.75,11.5,14.67,10.0,14.5,8.0,11.5,eibar
Antonio Sánchez,2000570832.0,13.83,12.75,14.0,8.0,8.17,8.83,15.75,13.17,eibar
Xisco Cardona,2000572821.0,8.17,12.88,11.0,12.17,9.0,14.0,8.5,10.25,eibar
Álex López,67257948.0,14.33,10.5,14.5,12.33,12.0,10.67,9.5,11.67,eibar
Lubomir Toth,2000626733.0,8.0,11.75,14.0,8.0,11.33,15.67,8.0,11.83,eibar
Vicente Jové,2000574547.0,6.67,11.25,11.5,12.33,5.33,10.67,5.75,5.17,girona
Diego Mercado,14160026.0,11.67,10.5,10.0,10.0,10.33,9.33,5.0,12.33,girona
