Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Gonzalo Galán,2000681437.0,4.0,12.25,15.0,9.0,10.5,14.17,8.0,9.5,abilbaoc
Íñigo Vélez,2000662660.0,3.83,11.25,15.25,11.0,13.33,12.67,8.5,8.92,abilbaoc
Álex Moreno,2000570281.0,0.0,11.0,12.0,11.33,8.67,11.67,14.0,5.25,abilbaoc
José Antón Garrido,2000510692.0,0.0,8.62,12.5,10.5,9.0,10.0,8.5,6.33,abilbaoc
Koldo Vélez,2000570278.0,5.33,14.38,15.0,14.0,10.5,13.17,10.0,9.5,abilbaoc
Xabier Núñez,2000629413.0,1.33,12.25,12.75,13.33,11.5,12.17,9.0,11.17,abilbaoc
José María Navarro,2000571796.0,3.67,11.5,16.0,10.67,12.83,11.0,10.0,9.83,andorra
Jesús Díaz,2000437762.0,9.83,14.5,12.5,14.0,11.5,15.67,7.5,12.58,andorra
Jofre,67277677.0,7.83,10.88,12.5,10.0,10.67,12.0,5.5,10.5,andorra
Héctor Badía,2000569609.0,2.5,11.12,15.0,13.33,8.83,12.0,8.5,9.92,andorra
Miguel Embid,2000570458.0,4.83,12.88,13.0,12.5,10.5,14.17,12.75,9.33,andorra
Víctor Campuzano,67214684.0,6.83,10.75,11.75,13.0,12.67,12.5,6.75,11.5,andorra
Adrián Tellado,67260179.0,4.67,9.25,11.5,10.33,10.0,11.33,7.0,11.67,andorra
Harvey Woods,2000031620.0,4.5,13.0,11.0,10.0,8.33,10.67,9.5,10.5,andorra
Antxón Arregi,2000570451.0,0.0,12.0,9.5,13.33,13.33,14.83,11.5,7.33,apamplonab
Víctor Sarriegi,2000570454.0,2.5,11.75,13.0,13.0,13.0,13.17,11.25,12.58,apamplonab
Noel López,2000053498.0,0.67,10.5,13.5,9.67,13.0,11.67,14.5,8.17,apamplonab
Asier Galán,2000510874.0,0.0,13.38,17.0,6.5,10.0,10.33,6.0,4.08,apamplonab
Ignacio Amorrortu,2000629736.0,0.0,11.0,12.5,7.67,14.33,12.0,11.5,7.0,apamplonab
Gorka Santamaría,2000629739.0,5.67,10.25,13.5,9.33,11.33,13.0,12.0,10.17,apamplonab
Pascual,2000632678.0,0.0,12.5,13.0,11.33,13.0,13.33,12.5,5.5,badalona
Mati,2000556504.0,9.83,13.12,11.5,7.5,6.67,7.67,10.5,9.75,badalona
Jesus,2000443702.0,0.0,6.62,9.0,9.83,9.67,13.33,10.0,3.42,badalona
Aitor Añibarro,2000035882.0,0.0,10.88,12.0,8.83,11.67,11.5,9.5,4.75,badalona
Javier Vidorreta,2000066246.0,0.67,11.75,11.0,7.0,12.67,10.33,13.0,7.83,badalona
Gustavo Abizanda,67293305.0,1.33,9.75,12.5,11.0,7.33,11.67,6.5,8.67,badalona
