Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Mikel Castelo,2000510693.0,10.5,10.25,8.75,4.0,1.0,6.5,8.5,11.33,abilbaoc
Alfredo Núñez,2000570280.0,11.5,12.12,9.5,7.17,5.5,7.17,11.0,14.67,abilbaoc
Daniel Tena,2000629406.0,14.83,11.75,11.25,6.33,3.67,6.83,11.5,11.83,abilbaoc
Iker Jiménez,2000629408.0,10.83,13.38,12.0,7.17,9.0,11.0,10.5,13.33,abilbaoc
Josu Jauregi,2000629409.0,12.83,13.62,14.0,9.17,5.83,10.67,10.5,12.25,abilbaoc
Amador,2000440900.0,10.33,14.25,11.5,10.67,6.67,7.0,9.0,13.83,andorra
Miguel Gómez,2000055060.0,12.0,8.25,11.5,9.5,8.67,9.33,15.0,12.17,andorra
Èric Montes,95036004.0,13.0,10.0,12.5,8.0,5.0,9.33,10.0,13.33,andorra
Atakan Karazor,92074021.0,11.67,9.75,9.0,10.67,10.17,10.33,13.5,13.42,apamplonab
Mikel Bengoetxea,2000510871.0,13.33,14.25,13.0,9.0,6.67,8.67,13.5,14.5,apamplonab
Lander Goñi,2000510872.0,4.0,10.5,11.75,13.0,9.83,12.5,8.25,10.92,apamplonab
Iosu Pérez,2000510877.0,10.5,14.5,10.5,7.83,3.17,6.17,7.5,11.75,apamplonab
Iván,2000574699.0,6.67,5.75,12.5,9.17,2.33,6.0,8.5,3.67,badalona
Ale Sánchez,2000512877.0,1.17,10.25,13.0,11.0,8.33,9.67,7.0,7.83,badalona
Fran,2000666004.0,11.83,12.12,9.5,7.83,9.67,11.0,9.0,12.58,eibar
Antonio Sánchez,2000570832.0,13.83,12.75,14.0,8.0,8.17,8.83,15.75,13.17,eibar
Álex López,67257948.0,14.33,10.5,14.5,12.33,12.0,10.67,9.5,11.67,eibar
Diego Mercado,14160026.0,11.67,10.5,10.0,10.0,10.33,9.33,5.0,12.33,girona
Antonio Manuel Bazán,2000714138.0,0.0,10.25,12.25,13.33,11.5,12.33,6.75,7.33,girona
Sullivan Mayele,2000506525.0,10.67,11.5,9.5,13.67,9.33,12.0,10.5,14.33,girona
Ibrahima Kébé,2000024313.0,12.0,12.5,14.0,10.33,8.0,9.67,11.5,12.83,girona
Luis Iglesias,2000440882.0,11.67,11.5,10.5,8.0,4.33,7.67,14.0,14.0,hospitalet
Isma Aizpiri,29164025.0,11.67,10.75,8.0,7.0,4.67,10.33,8.5,11.33,hospitalet
Diego Muñoz,2000439850.0,6.33,10.62,8.75,6.5,3.0,9.17,11.5,4.42,hospitalet
José Antonio Zubillaga,2000443802.0,10.0,6.5,12.25,3.17,2.5,4.33,8.25,9.58,hospitalet
Juan Vizcarra,2000681579.0,7.83,5.75,9.75,8.67,2.5,6.33,4.75,3.83,hospitalet
Bilal Aceña,2000514725.0,11.83,4.0,7.25,1.67,1.17,3.5,9.75,7.58,hospitalet
Alejandro Ferre,2000569554.0,12.67,12.25,12.25,9.33,8.17,10.33,12.25,12.17,leonesa
Marcel Mehlem,92076601.0,15.0,10.0,11.5,10.67,7.67,9.0,10.0,13.67,leonesa
Unai Rementeria,67246387.0,8.0,8.88,13.5,11.17,4.67,8.0,7.0,4.58,leonesa
Roberto Olabe,67183968.0,5.83,8.75,10.5,11.67,10.67,10.67,8.0,10.75,leonesa
Juan Jesús Polo,2000194987.0,10.67,12.0,11.0,9.33,5.33,6.67,11.0,11.83,lleida
Amir Ibrahimovic,2000713014.0,6.0,6.75,6.5,5.17,2.5,5.5,8.75,3.58,lleida
Pablo Sanz,2000685487.0,11.33,5.0,13.0,4.33,3.67,5.33,8.5,8.0,logrones
Yeray Zabalo,2000438356.0,10.67,14.25,13.0,7.17,6.67,6.33,11.0,12.42,logrones
Ángel Alcalde,2000573845.0,6.0,5.75,11.0,12.83,3.33,7.67,5.0,4.5,logrones
Toni Moya,67223078.0,10.67,11.88,13.5,12.83,10.5,11.33,8.5,14.42,logrones
Diego Alende,67199156.0,13.33,11.25,11.0,11.17,8.5,10.5,11.0,12.58,mirandes
Gideon Ikechukwu,2000683108.0,13.83,12.25,12.75,11.33,6.83,9.17,10.5,13.67,mirandes
Agapito Torres,2000201479.0,11.0,12.5,12.75,9.67,8.0,8.33,14.5,13.5,mirandes
Bakary Daou,2000515163.0,12.67,13.75,12.5,7.33,3.67,6.0,12.5,12.17,numantia
Joan Rojas,67276123.0,12.17,10.5,12.75,9.67,5.5,9.17,13.0,12.33,numantia
Antonio Cotán,67157612.0,8.33,7.12,8.5,15.17,10.17,12.0,4.5,13.5,numantia
Asier Pinillos,2000574064.0,12.0,10.12,11.5,9.0,7.83,11.17,5.5,12.67,numantia
Juan José,2000200474.0,12.0,12.25,11.75,2.5,3.83,6.17,10.75,12.42,numantia
Víctor Dieste,2000440740.0,12.0,10.25,9.5,8.0,5.33,7.33,10.0,13.5,olot
Rafa Gálvez,67172424.0,12.33,6.88,4.75,8.83,9.0,8.17,14.5,12.75,olot
Àlex Rico,67295759.0,10.5,10.5,9.0,11.67,7.5,11.0,5.75,12.75,olot
Fran Manzanara,67211715.0,10.67,9.62,8.75,10.83,8.33,10.0,10.5,13.08,olot
Alberto Cañizares,2000571806.0,6.83,11.12,8.5,11.5,9.67,11.67,9.0,10.58,olot
Francisco Tena,67211549.0,7.67,4.25,3.5,6.67,2.67,4.67,10.5,6.58,olot
Nico Montoro,2000513279.0,11.17,12.38,10.0,2.17,5.33,9.67,10.0,11.92,ponferrada
Ricki Alonso,2000444088.0,8.67,10.88,9.0,11.33,9.0,11.0,9.0,13.0,ponferrada
Víctor Manuel Miguélez,2000740958.0,10.0,4.12,7.75,2.33,2.33,5.83,7.75,8.08,ponferrada
Vojo Bešović,2000191918.0,5.67,11.12,9.0,11.17,8.33,12.83,12.0,7.17,ponferrada
Gorka Merino,2000441525.0,7.0,14.12,7.0,8.17,8.33,10.0,6.25,5.92,ponferrada
Francisco Javier García,2000442254.0,9.67,11.5,12.0,7.33,6.33,7.0,13.5,12.33,pontevedra
Mohamed Gallar,2000444071.0,13.67,11.38,4.75,8.0,6.67,9.0,11.0,9.92,pontevedra
Álvaro Fortes,2000443308.0,13.0,12.0,11.0,8.67,5.17,5.33,11.5,12.33,pontevedra
Pep,2000198640.0,9.67,10.0,8.0,9.33,6.67,10.0,13.0,11.75,pontevedra
Isaiah,2000194472.0,11.33,11.5,8.0,1.83,3.17,6.83,10.25,12.25,pontevedra
Francesco Zamuner,2000626880.0,10.67,11.75,12.0,10.0,10.0,12.67,9.5,13.33,rsanb
Gonzalo Cuadros,2000647507.0,6.33,12.0,14.0,13.0,10.0,13.33,7.5,10.83,rsanb
Harald Klingmann,2000504134.0,12.67,13.0,13.0,7.33,8.33,10.67,13.0,13.0,rsanb
Agustín Agirre,2000439259.0,13.33,13.25,12.5,10.67,8.67,11.33,10.0,13.17,rsanb
Scott Diaz,2000706461.0,9.33,11.0,13.5,11.67,11.0,12.0,11.0,14.0,rsanb
Marc Casadó,2000058198.0,7.67,12.5,13.5,13.0,9.67,11.33,11.0,11.83,rsantander
Juan De Dios Navarro,2000196452.0,6.0,11.75,14.5,12.0,7.33,12.67,7.5,7.5,rsantander
Dani Villahermosa,2000049421.0,9.33,10.0,14.0,12.33,8.0,10.67,12.0,10.67,rsantander
Josep María González,2000201491.0,11.33,11.5,9.5,8.0,5.67,7.33,9.5,12.0,sabadell
Luis,2000193720.0,12.33,12.25,12.0,7.67,6.0,7.0,6.0,12.17,sabadell
Álvaro Goikoetxea,2000198139.0,11.0,11.75,10.0,12.5,9.83,11.83,8.75,12.33,sabadell
Antonio Manau,2000514807.0,8.0,9.62,9.0,2.5,2.5,6.5,13.0,10.75,sabadell
Gerard,2000633086.0,6.33,5.5,8.5,6.67,1.17,6.67,10.5,3.67,sabadell
David González,2000633083.0,0.0,7.0,8.5,5.83,5.83,7.67,4.25,4.5,sabadell
Rodrigo Tarín,67183258.0,14.33,9.38,8.5,11.17,9.67,10.17,12.5,11.75,tarragona
Arnau Solà,67296656.0,11.33,13.5,12.5,10.83,7.83,10.83,11.5,11.92,tarragona
Enrique Pedraza,2000194016.0,12.0,13.0,10.0,7.33,6.5,9.5,14.25,12.33,tarragona
Eneko Pérez,2000441528.0,11.67,11.75,10.0,6.67,6.67,6.67,12.5,12.83,tarragona
Eugeni,67169241.0,7.67,6.5,7.0,15.67,12.33,12.0,7.0,11.5,tarragona
Biel Cárdenas,2000629927.0,7.33,13.5,11.5,9.0,4.17,10.67,8.0,6.42,zaragozab
Iván Romero,2000629923.0,12.83,12.88,13.0,7.17,7.17,7.33,11.5,12.42,zaragozab
Ignacio Caballero,2000511080.0,11.17,13.5,10.0,3.5,3.0,8.33,6.5,12.0,zaragozab
Juan Manuel Mejías,2000442677.0,13.33,12.25,10.0,8.67,8.67,8.67,5.75,13.83,zaragozab
Ismael Bermudo,2000439534.0,12.33,12.5,11.5,8.33,7.67,10.33,10.0,12.83,zaragozab
Xavi Jiménez,2000194000.0,12.33,12.25,9.0,6.0,6.5,8.0,11.5,11.0,zaragozab
