Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Asier Goñi,2000570279.0,11.33,11.75,11.5,7.0,5.33,6.67,11.75,12.25,abilbaoc
Eduardo Garai,2000662654.0,13.0,12.38,11.0,9.5,8.5,10.67,12.0,14.33,abilbaoc
Mikel Castelo,2000510693.0,10.5,10.25,8.75,4.0,1.0,6.5,8.5,11.33,abilbaoc
Alfredo Núñez,2000570280.0,11.5,12.12,9.5,7.17,5.5,7.17,11.0,14.67,abilbaoc
Daniel Tena,2000629406.0,14.83,11.75,11.25,6.33,3.67,6.83,11.5,11.83,abilbaoc
Iker Jiménez,2000629408.0,10.83,13.38,12.0,7.17,9.0,11.0,10.5,13.33,abilbaoc
Josu Jauregi,2000629409.0,12.83,13.62,14.0,9.17,5.83,10.67,10.5,12.25,abilbaoc
Iker Marco,2000632769.0,13.5,11.38,12.5,8.17,7.0,8.0,14.5,12.58,abilbaoc
Isaac,2000681907.0,13.83,10.88,10.5,9.5,6.67,10.67,13.5,12.75,andorra
Anthony Maillard,2000662437.0,13.0,14.12,9.5,10.5,8.5,10.17,10.5,13.75,andorra
Emiliano Amor,14080997.0,12.33,10.5,9.5,11.33,8.67,8.33,12.0,12.33,andorra
Miguel Gómez,2000055060.0,12.0,8.25,11.5,9.5,8.67,9.33,15.0,12.17,andorra
Èric Montes,95036004.0,13.0,10.0,12.5,8.0,5.0,9.33,10.0,13.33,andorra
Carlos Castro,2000444086.0,11.67,14.0,11.5,2.5,3.5,6.83,14.25,12.08,andorra
Atakan Karazor,92074021.0,11.67,9.75,9.0,10.67,10.17,10.33,13.5,13.42,apamplonab
Mikel Bengoetxea,2000510871.0,13.33,14.25,13.0,9.0,6.67,8.67,13.5,14.5,apamplonab
Diego,2000574102.0,11.5,10.88,8.0,6.17,4.17,6.83,11.0,12.58,apamplonab
Iosu Pérez,2000510877.0,10.5,14.5,10.5,7.83,3.17,6.17,7.5,11.75,apamplonab
Ale Sánchez,2000512877.0,1.17,10.25,13.0,11.0,8.33,9.67,7.0,7.83,badalona
Christian Díaz,2000510073.0,10.0,12.25,11.0,8.33,3.67,5.33,11.5,13.33,badalona
Jesús María Lope,2000680621.0,12.67,6.0,8.5,2.0,2.33,5.33,11.5,9.17,badalona
Jesús García,2000443709.0,9.5,6.38,5.5,2.17,2.67,5.83,9.0,7.83,badalona
Ángel Rueda,2000053923.0,14.33,11.0,14.25,2.5,2.83,2.83,10.75,8.92,badalona
Oriol Valentín,2000632214.0,13.33,12.75,12.5,10.33,7.67,9.83,13.25,12.75,eibar
Antonio Sánchez,2000570832.0,13.83,12.75,14.0,8.0,8.17,8.83,15.75,13.17,eibar
Stefan Bajčetić,2000082598.0,13.67,12.0,13.5,7.33,8.33,6.33,11.5,10.5,eibar
Álex López,67257948.0,14.33,10.5,14.5,12.33,12.0,10.67,9.5,11.67,eibar
