Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Aritz Núñez,2000570283,0,0,0,0,0,0,0,1,0,0,1,0,0,0,abilbaoc
Beñat Unzueta,2000629411,0,0,0,0,0,0,0,0,1,0,1,0,0,0,abilbaoc
Gonzalo Galán,2000681437,0,0,0,0,0,0,0,0,0,0,1,0,0,1,abilbaoc
Gorka Alonso,2000629412,0,0,0,0,0,0,0,0,0,0,1,0,1,0,abilbaoc
Álex Moreno,2000570281,0,0,0,0,0,0,0,0,0,0,1,0,0,1,abilbaoc
José Antón Garrido,2000510692,0,0,0,0,0,0,0,0,1,0,1,0,0,1,abilbaoc
Koldo Vélez,2000570278,0,0,0,0,0,0,0,1,0,0,1,0,0,1,abilbaoc
Xabier Núñez,2000629413,0,0,0,0,0,0,0,0,0,0,1,1,1,1,abilbaoc
José María Navarro,2000571796,0,0,0,0,0,0,0,1,0,0,1,0,0,1,andorra
Jofre,67277677,0,0,0,0,0,0,0,0,0,1,1,0,1,1,andorra
Héctor Badía,2000569609,0,0,0,0,0,0,0,0,0,0,1,0,1,1,andorra
Miguel Embid,2000570458,0,0,0,0,0,0,0,0,0,0,1,1,0,1,andorra
Francisco Javier Sáiz,2000679747,0,0,0,0,0,0,0,0,1,0,1,1,0,0,andorra
Víctor Campuzano,67214684,0,0,0,0,0,0,0,0,0,1,1,0,1,1,andorra
Harvey Woods,2000031620,0,0,0,0,0,0,0,0,0,0,1,1,1,1,andorra
Iñaki Díez,2000438806,0,0,0,0,0,0,0,1,0,0,1,0,1,0,apamplonab
Víctor Sarriegi,2000570454,0,0,0,0,0,0,0,1,0,0,1,1,1,1,apamplonab
Iñigo Llorente,2000510870,0,1,0,0,0,0,0,0,0,0,1,0,0,0,apamplonab
Asier Galán,2000510874,0,0,0,0,0,0,0,0,0,0,1,0,1,1,apamplonab
Gorka Santamaría,2000629739,0,0,0,0,0,0,0,1,0,0,1,0,1,1,apamplonab
Martín Alonso,2000681854,0,0,0,0,0,0,0,0,1,0,1,1,0,0,badalona
Pascual,2000632678,0,0,0,0,0,0,0,0,0,0,1,1,0,1,badalona
Mati,2000556504,0,0,0,0,1,0,0,0,1,1,1,0,1,1,badalona
Ale Sánchez,2000512877,0,0,1,0,0,1,0,0,1,1,1,1,1,0,badalona
Jesus,2000443702,0,0,0,0,0,0,0,0,0,0,1,1,0,1,badalona
Josh Pérez,72046491,0,0,0,0,0,0,0,1,0,0,1,0,1,0,badalona
Ramón López,2000679928,0,0,0,0,0,0,0,0,1,0,1,1,0,0,badalona
Javier Vidorreta,2000066246,0,0,0,0,0,0,0,0,0,0,1,0,0,1,badalona
Julio Nsi,2000629231,0,0,0,0,0,0,0,0,0,1,1,1,1,1,eibar
Javier Alonso,2000443218,0,0,0,0,0,0,0,0,0,0,1,1,0,1,eibar
Bernardo,2000440739,0,0,0,0,0,0,0,0,0,1,1,1,1,1,eibar
Jorge Álvarez,2000202563,0,0,0,0,1,0,0,0,0,1,1,0,1,1,eibar
Babacar Faye,2000197156,0,0,0,0,0,0,0,1,0,0,1,1,1,0,eibar
Elliot,67256517,0,0,0,0,0,0,0,0,0,1,1,0,1,1,eibar
Iván Calero,67176056,0,1,0,1,1,0,1,1,0,1,1,0,0,0,eibar
Cristo,67211796,0,0,0,0,0,0,0,0,0,1,1,1,1,1,eibar
Lubomir Toth,2000626733,0,0,0,0,0,0,0,1,1,0,1,0,0,0,eibar
Miguel Rodríguez,2000192674,0,0,0,0,0,0,0,0,1,1,1,1,1,0,girona
Eduardo Bautista,2000207175,0,0,0,0,0,0,0,1,1,0,1,0,0,0,girona
Chechu,2000629747,0,1,0,1,1,0,0,0,0,0,1,0,0,0,hospitalet
Echu,67229627,0,0,0,0,0,0,0,1,1,1,1,1,1,1,hospitalet
Jaume Pérez,2000198633,0,0,0,0,0,0,0,0,0,0,1,0,0,1,hospitalet
Sandro,2000515229,0,1,0,0,1,0,0,1,0,0,1,0,0,0,hospitalet
Rafael Díaz,2000680769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,hospitalet
Joaquín,2000742083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,hospitalet
Juan Pablo Castellano,2000513639,0,0,0,0,0,0,0,1,0,0,1,0,0,1,leonesa
Ander Martín,2000058172,0,0,0,0,0,0,0,1,1,0,1,0,0,0,leonesa
Jesús García,2000513275,0,0,0,0,0,0,0,0,0,0,1,0,0,1,leonesa
Mario Fernández,2000439263,0,0,0,0,0,0,0,0,1,0,1,1,0,1,leonesa
Hugo Neves,83333462,0,0,0,0,0,0,0,1,0,1,1,0,1,0,leonesa
Alan Espeche,14197823,0,0,0,0,0,0,0,1,0,0,1,1,1,0,leonesa
Eneko Aguilar,67297733,0,1,0,0,1,0,0,1,1,0,1,0,0,0,lleida
David Mallor,2000202555,0,0,0,0,0,0,0,1,0,0,1,0,0,1,lleida
Rayan Arkine,2000512092,0,0,0,0,0,0,0,1,1,0,1,0,0,1,lleida
Abderraman Rebbach,2000053956,0,0,0,0,0,0,0,1,0,1,1,0,1,0,lleida
Erik Aguado,2000025945,0,0,0,0,0,0,0,1,0,0,1,0,0,1,lleida
David Carmona,67188934,0,1,0,0,1,0,0,1,0,0,1,0,0,0,logrones
Chisom Abdul,2000573849,0,0,0,0,0,0,0,0,1,0,1,1,0,1,logrones
Higinio Zarzo,2000192890,0,0,0,0,0,0,0,0,1,0,1,1,0,1,logrones
Amadou Camara,2000201329,0,0,0,0,0,0,0,0,0,0,1,1,1,1,logrones
Marcos Trabanco,2000016812,0,1,0,0,1,0,0,1,0,0,1,0,0,0,logrones
Christian Revuelta,2000632723,0,0,0,0,0,0,0,0,0,0,1,1,1,1,logrones
Alex Aketxe,2000443798,0,1,0,0,1,0,0,1,0,0,1,0,0,0,mirandes
Álex,2000509919,0,0,0,0,0,0,0,1,0,0,1,0,0,1,mirandes
Facundo Barboza,2000280204,0,0,0,0,0,0,0,1,1,0,1,0,0,0,mirandes
Fede Vico,67142992,0,0,0,0,0,0,0,0,1,1,1,1,1,1,mirandes
Javier Bravo,2000713001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,mirandes
Diego Pampín,67247255,0,0,0,1,0,0,1,0,0,1,1,0,1,0,numantia
Salia Coulibaly,2000443795,0,0,0,0,0,0,0,0,0,0,1,0,1,1,numantia
Castri,67294959,0,0,0,0,0,0,0,1,1,1,1,0,1,1,numantia
Ander Azparren,2000199803,0,0,0,0,0,0,0,1,0,0,1,0,0,1,numantia
Gorka Ormaetxea,2000574661,0,0,0,0,0,0,0,0,0,0,1,1,0,1,numantia
Asier,2000574060,0,0,0,0,0,0,0,0,0,0,1,0,1,1,numantia
Olivier Six,2000737738,0,0,0,0,0,0,0,0,0,0,1,0,0,1,numantia
Francisco Eduardo García,2000198830,0,0,0,0,0,0,0,1,0,0,1,0,0,1,olot
Victor Pérez,2000572055,0,0,0,0,0,0,0,0,0,1,1,0,1,1,olot
Alberto Cañizares,2000571806,0,0,0,0,0,1,0,0,1,0,1,1,0,0,olot
Miguel Fernández,67263770,0,0,0,0,0,0,0,1,1,0,1,0,1,0,olot
Juan Carlos Chasco,2000574123,0,0,0,0,0,0,0,1,1,0,1,0,0,0,olot
Migue Fernández,2000513270,0,0,0,0,0,0,0,1,1,0,1,1,1,0,ponferrada
Alejandro Preciado,76058677,0,0,0,0,0,0,0,0,0,1,1,1,1,1,ponferrada
David Alfonso,67244455,0,0,0,0,0,0,0,1,0,0,1,0,1,1,pontevedra
Julio Delgado,67221282,0,0,0,0,0,0,0,0,0,1,1,0,1,0,pontevedra
Chiquinho,83169933,0,0,0,0,0,0,0,0,0,1,1,0,1,0,pontevedra
Serafín Godoy,2000202566,0,0,0,0,0,0,0,0,0,0,1,0,1,1,pontevedra
Alain Garai,2000679842,0,0,0,0,0,0,0,0,0,0,1,1,1,0,pontevedra
Koldo Valencia,2000663358,0,0,0,0,0,0,0,1,0,0,1,1,1,0,rsanb
Álvaro Sánchez,2000685713,0,0,0,0,0,0,0,1,1,0,1,0,0,0,rsanb
Kian Van Den Bergh,2000632259,0,0,0,0,0,0,0,1,0,0,1,0,1,1,rsanb
Roberto van Brakel,2000572868,0,0,0,0,0,0,0,0,1,0,1,0,0,0,rsanb
Felipe,2000510074,0,0,0,0,0,0,0,1,0,0,1,0,0,1,rsanb
Alen Bartolović,2000506471,0,0,0,0,0,0,0,0,0,0,1,1,0,1,rsanb
Buster Juul Vibe,2000566892,0,0,0,0,0,0,0,0,0,0,1,0,0,1,rsanb
Juan De Dios Navarro,2000196452,0,0,0,0,0,1,0,0,1,1,1,0,0,0,rsantander
Vassi,67293620,0,0,0,0,0,0,0,0,0,0,1,0,1,1,rsantander
Esteban Iglesias,2000443789,0,0,0,0,0,0,0,0,0,1,1,0,1,0,rsantander
Alvaro Montoya,2000440605,0,0,0,0,0,0,0,1,0,0,1,1,0,1,rsantander
Vicente Agulló,2000031433,0,1,1,0,1,0,0,0,0,0,1,0,0,0,rsantander
Gabriel Blanco,2000200470,0,0,0,0,0,0,0,0,1,0,1,1,0,0,rsantander
