Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Eduardo Garai,2000662654.0,13.0,12.38,11.0,9.5,8.5,10.67,12.0,14.33,abilbaoc
Mikel Castelo,2000510693.0,10.5,10.25,8.75,4.0,1.0,6.5,8.5,11.33,abilbaoc
Fran,2000629410.0,11.33,13.75,13.75,8.17,7.17,8.17,6.75,12.75,abilbaoc
Isaac,2000681907.0,13.83,10.88,10.5,9.5,6.67,10.67,13.5,12.75,andorra
Hugo Bueno,28127371.0,11.33,11.25,13.5,11.33,7.0,11.0,11.5,9.67,andorra
Antonio Poo,2000076428.0,10.0,11.5,16.0,8.0,5.67,9.0,8.5,12.17,andorra
Martí Vilà,67258410.0,11.83,1.25,12.25,2.33,0.0,6.5,10.75,6.17,andorra
Diego,2000574102.0,11.5,10.88,8.0,6.17,4.17,6.83,11.0,12.58,apamplonab
Javier Zubizarreta,2000570450.0,2.33,12.25,15.25,11.17,9.5,11.5,5.25,11.75,apamplonab
Eugenio,2000196447.0,10.0,11.75,10.0,8.67,4.67,11.33,9.5,10.83,badalona
Jeremy Socorro,67275291.0,10.33,9.5,14.0,9.0,6.33,8.67,5.25,11.58,badalona
Esteban Navarro,2000685451.0,6.67,5.5,10.5,10.33,3.0,7.67,9.0,2.17,badalona
Manuel Jesús Romero,2000194994.0,11.67,14.5,13.5,9.0,8.67,10.33,6.5,14.17,eibar
Iván Calero,67176056.0,12.67,8.75,9.0,12.33,11.0,12.0,9.0,11.83,eibar
Jordi Busquets,2000574550.0,5.67,13.38,12.5,3.33,2.33,9.33,3.5,9.42,girona
Mikel Santamaría,2000201716.0,11.0,13.0,13.5,10.67,7.0,10.33,8.0,11.17,girona
Chechu,2000629747.0,10.67,11.25,11.0,11.67,5.67,7.33,7.5,12.5,hospitalet
Vladimir Fati,2000680262.0,10.33,5.25,11.0,2.67,2.0,4.0,12.5,10.33,hospitalet
Felipe Medina,2000572053.0,11.0,14.38,13.75,8.0,5.83,8.17,8.75,10.25,leonesa
Rodri,67293708.0,14.67,10.25,12.5,7.0,5.33,4.67,15.5,11.67,leonesa
Alejandro Aleñá,2000202600.0,7.83,12.88,10.0,3.5,3.0,8.0,7.0,11.92,leonesa
Julio Lizárraga,2000631089.0,12.33,5.5,11.0,1.33,1.33,4.67,14.5,11.0,lleida
Abdel Soyinkou,2000713015.0,9.67,7.38,12.5,1.67,2.0,8.17,12.25,9.92,lleida
Juan Luis,2000664823.0,13.0,11.5,12.0,7.83,8.67,8.17,12.5,13.92,logrones
Gorka Iglesias,2000570645.0,11.33,13.5,12.5,7.67,7.0,8.0,11.5,12.67,logrones
Lancho,2000052042.0,9.33,10.0,13.5,8.67,11.0,13.0,14.0,10.17,logrones
Xabier Garitano,2000570830.0,11.33,12.5,10.5,3.0,5.0,7.33,14.0,12.75,logrones
Jean-Marie Durand,2000198617.0,10.67,14.38,13.0,8.0,6.0,7.83,12.0,12.92,mirandes
Echedey Carpintier,83212484.0,10.17,9.38,11.5,3.17,3.17,11.0,8.5,10.58,mirandes
Joan Rojas,67276123.0,12.17,10.5,12.75,9.67,5.5,9.17,13.0,12.33,numantia
Diego Pampín,67247255.0,9.17,8.75,14.0,10.33,9.0,11.17,5.0,10.67,numantia
Iván Bravo,67276128.0,12.67,11.25,13.0,7.67,5.67,8.33,11.5,11.83,olot
Mikel Kortazar,67260193.0,2.33,10.25,14.5,10.0,8.67,8.67,6.5,9.58,olot
Alberto Pereira,2000683136.0,12.33,5.0,6.25,2.33,1.5,4.67,10.5,8.92,olot
Rulo,67196228.0,11.67,7.5,9.0,7.67,6.67,11.33,5.5,10.83,ponferrada
Sadio Halidou,2000680220.0,11.67,5.5,12.0,2.0,2.33,6.0,10.5,10.17,ponferrada
Borja Esnaola,2000438807.0,12.5,10.0,8.75,2.33,2.17,6.17,11.5,12.0,pontevedra
Álex Pérez,2000020028.0,11.67,9.25,13.5,8.67,7.33,9.0,8.5,12.67,pontevedra
Andrés Alcántara,2000440886.0,10.5,12.5,10.75,3.33,1.83,8.17,7.0,10.17,pontevedra
Pablo Jurado,2000681314.0,11.67,4.38,6.75,1.0,3.17,4.0,11.25,9.58,pontevedra
David Luna,67261047.0,11.33,9.5,11.5,2.17,3.83,6.83,10.75,10.75,pontevedra
Stefán Þór Jónsson,2000531873.0,13.0,12.0,11.0,7.0,6.67,8.0,12.0,12.33,rsanb
Antonio Navarro,2000571902.0,9.67,13.0,14.5,9.0,6.67,9.67,6.5,14.0,rsanb
Harald Klingmann,2000504134.0,12.67,13.0,13.0,7.33,8.33,10.67,13.0,13.0,rsanb
Ángel López,95078297.0,12.67,11.75,11.5,10.0,7.67,11.33,10.5,11.33,rsantander
Jeremi Rodríguez,2000056279.0,12.67,11.25,14.5,9.33,6.33,7.67,13.0,10.17,rsantander
Pedro José,2000710721.0,10.5,11.0,10.75,2.5,2.83,10.67,8.25,11.75,rsantander
Souleymane Kané,2000713453.0,0.0,4.38,8.25,11.67,6.17,8.0,7.5,4.5,rsantander
Carlos Isaac,67228752.0,13.0,8.0,13.75,9.33,7.67,9.83,10.5,10.33,sabadell
Josep María González,2000201491.0,11.33,11.5,9.5,8.0,5.67,7.33,9.5,12.0,sabadell
Luis,2000193720.0,12.33,12.25,12.0,7.67,6.0,7.0,6.0,12.17,sabadell
Joaquín,2000713470.0,12.83,9.5,8.0,1.83,4.17,6.83,12.25,11.58,sabadell
Arnau Solà,67296656.0,11.33,13.5,12.5,10.83,7.83,10.83,11.5,11.92,tarragona
Julio,2000197814.0,8.67,11.75,13.0,7.67,7.0,10.67,7.0,11.5,tarragona
Laurent Bour,2000570944.0,8.0,12.0,13.0,2.67,3.67,7.67,14.0,13.17,tarragona
Bruno Garba,2000663175.0,10.0,9.25,11.0,3.0,4.33,8.0,10.0,10.33,zaragozab
Adrián Carrero,2000629926.0,9.33,12.5,7.5,3.33,2.0,11.5,5.25,13.17,zaragozab
Ignacio Caballero,2000511080.0,11.17,13.5,10.0,3.5,3.0,8.33,6.5,12.0,zaragozab
Xavi Jiménez,2000194000.0,12.33,12.25,9.0,6.0,6.5,8.0,11.5,11.0,zaragozab
