Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Gorka Alonso,2000629412.0,6.0,8.0,8.0,6.5,9.5,8.83,11.83,8.25,6.5,10.75,6.5,6.75,8.5,5.0,15.75,8.17,11.0,12.75,12.25,5.17,4.0,abilbaoc
Xabier Núñez,2000629413.0,12.5,9.5,5.5,5.25,13.5,13.83,13.17,11.5,5.25,13.0,12.0,9.62,11.9,3.5,13.62,11.17,12.5,15.25,11.5,12.83,4.0,abilbaoc
Didier Oyarzun,2000632730.0,11.5,12.0,5.5,9.0,12.5,10.33,12.83,13.5,9.0,10.25,9.0,14.88,11.4,6.0,12.62,12.33,10.0,13.5,12.0,8.5,8.5,abilbaoc
Jofre,67277677.0,3.0,10.33,8.0,8.0,13.0,12.5,9.33,12.25,8.0,11.0,8.5,8.75,11.5,7.83,12.12,11.83,15.0,10.0,7.25,9.17,8.5,andorra
Héctor Badía,2000569609.0,8.5,13.17,8.5,4.25,12.75,14.83,10.33,12.75,4.25,12.25,8.0,8.62,14.1,2.83,13.75,13.0,12.5,11.25,9.0,9.5,7.5,andorra
Víctor Campuzano,67214684.0,5.5,13.33,8.0,10.0,12.75,15.17,12.67,13.25,10.0,13.0,12.0,9.25,13.7,8.83,11.75,14.5,16.0,14.0,8.0,11.17,6.5,andorra
Harvey Woods,2000031620.0,9.0,9.33,10.0,9.5,11.0,10.67,9.0,14.0,9.5,9.5,7.5,13.75,11.0,7.0,12.5,11.0,4.0,8.5,12.5,9.0,2.5,andorra
Bryan Zaragoza,2000054263.0,8.0,7.33,4.0,4.0,14.5,8.67,13.0,7.0,4.0,14.5,6.0,11.0,8.4,2.67,12.75,6.67,10.0,13.5,10.5,8.0,6.0,andorra
Iñaki Díez,2000438806.0,10.0,12.33,6.0,7.25,13.0,10.5,13.0,12.75,7.25,12.0,6.75,11.5,11.7,5.67,13.5,11.83,14.0,11.75,9.75,6.5,4.5,apamplonab
Javier Zubizarreta,2000570450.0,3.5,9.83,7.0,6.25,11.0,9.17,12.33,12.75,6.25,10.5,10.0,12.75,9.9,4.17,14.62,11.0,9.5,12.75,11.5,6.83,7.0,apamplonab
Víctor Sarriegi,2000570454.0,12.0,14.5,10.5,9.0,13.0,14.0,10.83,15.0,9.0,12.0,12.5,9.5,14.2,6.0,13.0,14.83,13.5,11.5,13.0,7.83,7.5,apamplonab
Peio Arana,2000438809.0,13.0,11.0,5.0,9.5,15.5,11.0,12.67,13.0,9.5,13.5,11.5,11.5,11.4,10.0,12.75,11.67,9.0,13.5,10.5,12.0,6.0,apamplonab
