Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Aritz Núñez,2000570283.0,4.17,11.12,11.5,9.17,6.5,9.83,8.5,6.33,abilbaoc
Koldo Vélez,2000570278.0,5.33,14.38,15.0,14.0,10.5,13.17,10.0,9.5,abilbaoc
Jokin Aguirre,2000628756.0,8.83,12.88,15.75,8.83,5.83,9.33,8.5,9.33,abilbaoc
José María Navarro,2000571796.0,3.67,11.5,16.0,10.67,12.83,11.0,10.0,9.83,andorra
Bryan Zaragoza,2000054263.0,2.0,11.25,13.5,11.67,7.67,14.67,6.0,6.67,andorra
Iñaki Díez,2000438806.0,3.83,10.88,15.25,12.17,9.5,13.33,8.0,10.75,apamplonab
Víctor Sarriegi,2000570454.0,2.5,11.75,13.0,13.0,13.0,13.17,11.25,12.58,apamplonab
Gorka Santamaría,2000629739.0,5.67,10.25,13.5,9.33,11.33,13.0,12.0,10.17,apamplonab
Josh Pérez,72046491.0,1.0,10.25,12.5,9.67,10.0,10.67,8.0,8.0,badalona
Babacar Faye,2000197156.0,7.33,13.0,12.5,13.33,12.33,14.0,9.0,11.33,eibar
Iván Calero,67176056.0,12.67,8.75,9.0,12.33,11.0,12.0,9.0,11.83,eibar
Lubomir Toth,2000626733.0,8.0,11.75,14.0,8.0,11.33,15.67,8.0,11.83,eibar
Eduardo Bautista,2000207175.0,3.67,12.5,17.0,10.0,9.0,10.33,7.0,8.83,girona
Diogo Fonseca,2000197949.0,9.83,5.25,11.0,3.5,3.5,5.0,6.5,10.0,hospitalet
Echu,67229627.0,2.33,9.0,11.0,10.33,11.0,11.0,6.5,10.5,hospitalet
Sandro,2000515229.0,0.0,4.75,13.25,7.67,5.17,6.5,9.0,2.33,hospitalet
Juan Pablo Castellano,2000513639.0,0.0,12.12,14.0,11.17,12.33,10.67,8.5,5.83,leonesa
Jaime Reques,2000077283.0,6.17,9.25,13.5,13.33,9.33,11.67,9.5,9.0,leonesa
Ander Martín,2000058172.0,1.33,10.25,13.0,12.0,7.67,14.33,4.5,7.67,leonesa
Hugo Neves,83333462.0,1.0,12.5,15.0,10.0,10.33,12.67,4.25,9.25,leonesa
Alan Espeche,14197823.0,4.67,10.25,14.0,11.33,10.67,12.33,5.5,10.17,leonesa
Eneko Aguilar,67297733.0,7.33,12.5,12.0,11.0,9.33,9.67,7.0,10.33,lleida
David Mallor,2000202555.0,0.83,9.5,15.0,11.33,10.33,13.67,4.5,6.92,lleida
Rayan Arkine,2000512092.0,0.0,9.88,16.0,10.17,9.67,8.0,9.0,5.0,lleida
Abderraman Rebbach,2000053956.0,3.67,8.75,13.5,11.0,6.33,11.67,9.5,9.33,lleida
Erik Aguado,2000025945.0,0.83,8.5,13.5,7.33,9.33,12.0,5.0,8.83,lleida
David Carmona,67188934.0,12.0,10.75,11.0,12.0,9.67,11.0,8.0,11.17,logrones
Marcos Trabanco,2000016812.0,4.33,11.0,10.5,9.33,11.33,14.33,7.0,11.5,logrones
Toni Moya,67223078.0,10.67,11.88,13.5,12.83,10.5,11.33,8.5,14.42,logrones
Alex Aketxe,2000443798.0,8.33,12.5,13.0,11.83,7.5,12.5,11.0,12.92,mirandes
Álex,2000509919.0,4.5,12.25,15.5,10.33,9.0,12.17,8.5,12.5,mirandes
Facundo Barboza,2000280204.0,2.67,13.12,15.5,8.5,5.83,13.5,6.5,5.25,mirandes
Felipe Núñez,2000197172.0,10.83,10.62,11.5,3.83,2.83,6.17,10.0,11.25,mirandes
Castri,67294959.0,3.33,10.25,13.0,10.67,10.0,11.5,10.0,9.17,numantia
Ander Azparren,2000199803.0,2.83,11.0,12.5,10.0,12.67,13.67,9.5,11.17,numantia
Asier Pinillos,2000574064.0,12.0,10.12,11.5,9.0,7.83,11.17,5.5,12.67,numantia
Kevin,2000199813.0,2.0,11.25,8.5,11.0,11.33,13.0,12.5,10.67,numantia
Omri Hemo,2000440760.0,5.67,12.0,13.0,11.33,9.33,12.0,8.25,12.5,olot
Francisco Eduardo García,2000198830.0,0.0,12.12,13.5,9.5,12.67,15.17,7.0,5.75,olot
