Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Asier Goñi,2000570279.0,11.33,11.75,11.5,7.0,5.33,6.67,11.75,12.25,abilbaoc
Eduardo Garai,2000662654.0,13.0,12.38,11.0,9.5,8.5,10.67,12.0,14.33,abilbaoc
Jokin Aguirre,2000628756.0,8.83,12.88,15.75,8.83,5.83,9.33,8.5,9.33,abilbaoc
Daniel Tena,2000629406.0,14.83,11.75,11.25,6.33,3.67,6.83,11.5,11.83,abilbaoc
Fran,2000629410.0,11.33,13.75,13.75,8.17,7.17,8.17,6.75,12.75,abilbaoc
Miguel Loureiro,67210521.0,12.0,11.5,14.75,9.67,8.67,9.5,10.5,13.75,andorra
Isaac,2000681907.0,13.83,10.88,10.5,9.5,6.67,10.67,13.5,12.75,andorra
Amador,2000440900.0,10.33,14.25,11.5,10.67,6.67,7.0,9.0,13.83,andorra
Èric Montes,95036004.0,13.0,10.0,12.5,8.0,5.0,9.33,10.0,13.33,andorra
Adrián Tellado,67260179.0,4.67,9.25,11.5,10.33,10.0,11.33,7.0,11.67,andorra
Mikel Bengoetxea,2000510871.0,13.33,14.25,13.0,9.0,6.67,8.67,13.5,14.5,apamplonab
Iñigo Llorente,2000510870.0,8.83,12.38,13.0,3.5,3.0,10.67,4.5,11.42,apamplonab
Iosu Pérez,2000510877.0,10.5,14.5,10.5,7.83,3.17,6.17,7.5,11.75,apamplonab
Christian Díaz,2000510073.0,10.0,12.25,11.0,8.33,3.67,5.33,11.5,13.33,badalona
Jesús García,2000443709.0,9.5,6.38,5.5,2.17,2.67,5.83,9.0,7.83,badalona
Eugenio,2000196447.0,10.0,11.75,10.0,8.67,4.67,11.33,9.5,10.83,badalona
Oriol Valentín,2000632214.0,13.33,12.75,12.5,10.33,7.67,9.83,13.25,12.75,eibar
Iván Calero,67176056.0,12.67,8.75,9.0,12.33,11.0,12.0,9.0,11.83,eibar
Pablo López,2000612702.0,9.33,13.25,17.0,8.33,6.33,11.0,9.0,11.83,girona
Yeray Ortega,2000199817.0,13.0,13.5,10.0,7.33,7.67,8.67,13.75,13.33,girona
Andrés Romero,2000193995.0,11.83,9.75,8.75,2.33,1.5,6.33,13.0,12.67,girona
Diogo Fonseca,2000197949.0,9.83,5.25,11.0,3.5,3.5,5.0,6.5,10.0,hospitalet
Luis Iglesias,2000440882.0,11.67,11.5,10.5,8.0,4.33,7.67,14.0,14.0,hospitalet
Chechu,2000629747.0,10.67,11.25,11.0,11.67,5.67,7.33,7.5,12.5,hospitalet
Vladimir Fati,2000680262.0,10.33,5.25,11.0,2.67,2.0,4.0,12.5,10.33,hospitalet
José Antonio Zubillaga,2000443802.0,10.0,6.5,12.25,3.17,2.5,4.33,8.25,9.58,hospitalet
Bilal Aceña,2000514725.0,11.83,4.0,7.25,1.67,1.17,3.5,9.75,7.58,hospitalet
