Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Juan Manuel Díez,2000629228.0,7.5,12.17,12.0,11.0,14.5,10.5,13.5,12.25,11.0,12.0,9.0,12.12,11.9,8.67,13.75,11.0,9.5,14.5,12.75,10.5,5.0,abilbaoc
Xabier Núñez,2000629413.0,12.5,9.5,5.5,5.25,13.5,13.83,13.17,11.5,5.25,13.0,12.0,9.62,11.9,3.5,13.62,11.17,12.5,15.25,11.5,12.83,4.0,abilbaoc
Didier Oyarzun,2000632730.0,11.5,12.0,5.5,9.0,12.5,10.33,12.83,13.5,9.0,10.25,9.0,14.88,11.4,6.0,12.62,12.33,10.0,13.5,12.0,8.5,8.5,abilbaoc
Jesús Díaz,2000437762.0,6.0,13.5,9.0,12.5,16.25,15.33,11.83,15.5,12.5,15.5,12.5,11.5,14.6,11.33,14.38,14.83,14.5,15.0,14.0,12.0,8.5,andorra
Miguel Embid,2000570458.0,15.5,10.33,10.0,6.75,13.75,13.5,10.67,9.5,6.75,16.0,7.0,8.12,11.7,6.33,14.0,10.67,16.0,14.0,10.75,10.33,4.0,andorra
Francisco Javier Sáiz,2000679747.0,7.0,3.0,10.0,5.5,12.0,6.67,11.0,6.0,5.5,10.0,5.5,9.5,5.8,3.67,6.75,4.0,11.0,11.0,6.0,7.0,0.0,andorra
Adrián Tellado,67260179.0,2.0,9.67,12.0,6.5,13.0,11.0,10.0,11.0,6.5,10.0,13.0,11.25,10.6,4.33,11.25,10.33,11.0,10.5,9.0,6.67,14.0,andorra
Harvey Woods,2000031620.0,9.0,9.33,10.0,9.5,11.0,10.67,9.0,14.0,9.5,9.5,7.5,13.75,11.0,7.0,12.5,11.0,4.0,8.5,12.5,9.0,2.5,andorra
Bryan Zaragoza,2000054263.0,8.0,7.33,4.0,4.0,14.5,8.67,13.0,7.0,4.0,14.5,6.0,11.0,8.4,2.67,12.75,6.67,10.0,13.5,10.5,8.0,6.0,andorra
Jon Ander Garai,2000684546.0,7.0,12.0,8.0,6.0,16.0,8.0,11.33,14.5,6.0,14.0,6.0,11.5,12.0,4.0,10.75,9.67,12.0,14.0,6.0,12.0,0.0,andorra
Antxón Arregi,2000570451.0,13.0,6.33,10.0,6.0,14.75,10.33,10.83,10.5,6.0,16.25,6.0,9.5,10.0,4.0,11.75,7.0,18.0,14.25,10.0,12.5,0.0,apamplonab
Víctor Sarriegi,2000570454.0,12.0,14.5,10.5,9.0,13.0,14.0,10.83,15.0,9.0,12.0,12.5,9.5,14.2,6.0,13.0,14.83,13.5,11.5,13.0,7.83,7.5,apamplonab
Lander Goñi,2000510872.0,9.5,11.5,7.0,4.25,15.0,11.83,10.5,11.25,4.25,10.5,7.0,12.75,11.9,2.83,11.12,11.0,10.5,13.0,11.0,11.17,12.0,apamplonab
