Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Andoni Hernández,2000662653.0,11.5,6.67,2.5,11.0,8.0,7.83,8.33,9.5,11.0,5.25,10.25,10.62,6.9,8.17,10.88,9.33,1.0,10.75,11.5,5.0,2.5,abilbaoc
Ander Cantero,2000200392.0,13.5,10.0,2.0,10.75,9.5,7.67,7.33,10.75,10.75,5.5,9.25,10.0,8.6,7.67,11.38,10.5,2.0,9.75,13.75,3.67,3.5,andorra
Miguel López,2000714751.0,13.0,2.83,0.0,3.75,1.5,7.17,1.5,6.5,3.75,0.0,5.5,2.62,4.3,2.5,8.25,7.17,0.0,2.25,3.0,0.0,0.0,andorra
Sergi Puig,67247577.0,14.0,10.0,0.0,10.0,6.5,10.0,5.0,9.5,10.0,4.0,11.0,8.0,9.6,6.67,10.25,10.33,2.5,7.5,8.5,2.67,0.0,andorra
Josema,2000438803.0,13.5,3.83,0.0,5.5,3.75,6.17,1.5,3.5,5.5,0.0,8.5,6.0,3.7,3.67,7.5,6.17,0.0,2.25,7.5,0.0,0.0,apamplonab
Jaume Ramón,2000198629.0,18.5,2.17,0.0,8.5,1.5,5.67,2.67,5.25,8.5,0.0,7.5,5.25,3.4,5.67,9.88,5.67,0.0,4.0,8.0,0.0,0.0,badalona
Txomin Zubiri,2000439530.0,11.0,6.33,0.0,8.0,5.0,8.67,4.67,14.5,8.0,3.0,12.0,10.0,7.4,5.33,8.25,12.33,0.0,7.0,11.0,2.0,0.0,badalona
Dorian Vera,2000514439.0,15.0,3.83,0.0,11.0,4.25,8.33,2.5,6.75,11.0,0.0,10.75,3.5,5.0,7.33,10.25,8.33,0.0,3.75,11.5,0.0,0.0,eibar
Juan Pérez,67217545.0,13.0,12.0,0.0,13.5,7.0,8.0,5.0,9.5,13.5,2.5,13.5,10.5,9.4,9.0,10.75,10.67,2.5,7.5,12.0,1.67,0.0,eibar
Adrián Ortolà,67115824.0,14.0,8.33,0.0,12.5,13.0,8.0,8.33,11.5,12.5,5.5,13.5,11.5,7.2,8.33,6.5,12.0,0.0,12.5,8.0,3.67,0.0,girona
Lluís,2000443359.0,10.0,6.0,0.0,8.0,7.0,9.0,6.67,12.5,8.0,3.5,9.0,14.0,7.0,5.33,12.25,11.67,0.0,10.0,11.0,2.33,0.0,girona
Ignacio Otaño,67240441.0,7.0,6.33,0.0,9.0,3.5,8.0,4.67,11.5,9.0,1.0,8.0,11.75,6.6,6.0,10.25,11.0,0.0,7.0,8.0,0.67,0.0,hospitalet
Jorge Bríngola,2000512567.0,12.5,3.83,0.0,8.75,1.75,8.33,1.0,6.75,8.75,0.0,6.0,4.38,5.0,5.83,7.38,8.33,0.0,1.5,6.5,0.0,0.0,hospitalet
Diego Llamazares,2000013481.0,5.5,2.67,0.0,8.0,2.0,6.5,3.83,5.75,8.0,0.0,9.0,4.38,3.9,5.33,12.38,6.5,0.0,5.75,8.5,0.0,0.0,leonesa
Abdulrahman Al-Marri,2000711945.0,10.0,1.0,0.0,9.0,1.5,5.0,3.67,6.0,9.0,0.0,7.5,3.62,3.0,6.0,12.5,5.0,0.0,5.5,13.0,0.0,0.0,leonesa
José Ángel Pillado,2000743514.0,0.0,1.83,0.0,2.25,1.0,4.83,1.17,4.5,2.25,0.0,5.5,0.62,2.9,1.5,5.75,4.83,0.0,1.75,1.75,0.0,0.0,lleida
Ángel Jiménez,2000067577.0,15.0,6.33,0.0,6.5,4.0,8.33,4.0,11.0,6.5,2.5,10.5,8.5,6.6,4.33,9.0,11.0,0.0,6.0,7.5,1.67,0.0,lleida
Ramón Juan,67258716.0,6.5,8.67,1.0,11.0,4.0,8.67,6.83,12.0,11.0,3.75,10.25,14.12,8.6,8.17,10.25,11.0,2.0,8.5,6.5,4.17,1.0,logrones
Pablo Picón,67277686.0,12.0,3.5,0.0,9.5,3.75,7.33,3.17,5.75,9.5,0.0,7.75,4.12,4.4,6.33,10.75,7.33,0.0,4.75,9.0,0.0,0.0,logrones
Carlos Marín,67211705.0,13.0,8.83,1.5,9.5,4.25,9.67,4.5,10.5,9.5,5.5,9.0,7.25,9.0,7.17,9.88,10.5,3.5,6.0,6.0,4.17,2.0,mirandes
Ngala Diop,2000712992.0,10.0,3.67,0.0,9.0,3.25,5.83,2.33,3.25,9.0,0.0,7.75,3.0,3.5,6.0,9.0,5.83,0.0,3.5,10.5,0.0,0.0,mirandes
Miquel Parera,67199250.0,13.0,11.83,2.0,11.0,4.75,10.67,7.0,13.0,11.0,5.5,11.5,7.75,10.8,8.17,10.62,13.17,3.5,9.5,9.0,3.5,2.0,numantia
Tom Ahlvers,2000197803.0,15.5,2.17,0.0,8.0,1.75,6.0,2.33,5.75,8.0,0.0,10.5,6.0,3.6,5.33,10.12,6.0,0.0,3.5,7.0,0.0,0.0,numantia
Unai Goti,2000065885.0,14.0,5.33,0.0,9.5,4.75,8.67,5.67,11.0,9.5,3.5,8.0,11.75,6.4,6.33,8.5,10.67,2.0,8.5,9.5,2.33,0.0,olot
Jorge Sangalli,2000202624.0,0.0,3.17,0.0,9.25,1.5,6.67,1.17,5.25,9.25,0.0,8.0,3.0,4.0,6.17,4.62,6.67,0.0,1.75,3.5,0.0,0.0,olot
Jordi Prats,2000202599.0,0.0,1.83,0.0,3.75,4.25,3.67,1.5,2.75,3.75,0.0,5.25,1.62,2.2,2.5,3.62,3.67,0.0,2.25,2.0,0.0,0.0,olot
Igor Cuesta,2000740950.0,0.0,3.0,0.0,4.5,2.75,5.17,1.17,3.25,4.5,0.0,5.0,2.38,3.1,3.0,4.25,5.17,0.0,1.75,4.75,0.0,0.0,ponferrada
Álvaro Fernández,67262229.0,11.0,9.33,0.0,10.5,5.5,9.33,4.67,11.5,10.5,1.5,9.5,9.0,8.8,7.0,10.5,11.67,3.0,7.0,10.0,1.0,0.0,pontevedra
Pedro Manuel Peña,2000665371.0,9.0,2.33,0.0,9.0,4.0,3.83,2.67,2.25,9.0,0.0,7.5,3.0,2.3,6.0,10.25,3.83,0.0,4.0,10.0,0.0,0.0,pontevedra
Raffaele Russo,2000324450.0,14.0,14.0,3.0,10.0,6.0,7.67,5.0,14.0,10.0,3.5,7.5,12.75,11.6,7.0,13.25,11.67,1.0,6.5,13.0,3.33,1.0,rsanb
