Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Gonzalo Galán,2000681437,0,0,0,0,0,0,0,0,0,0,1,0,0,1,abilbaoc
Íñigo Vélez,2000662660,0,0,0,0,0,0,0,0,0,0,0,0,0,1,abilbaoc
Álex Moreno,2000570281,0,0,0,0,0,0,0,0,0,0,1,0,0,1,abilbaoc
José Antón Garrido,2000510692,0,0,0,0,0,0,0,0,1,0,1,0,0,1,abilbaoc
Koldo Vélez,2000570278,0,0,0,0,0,0,0,1,0,0,1,0,0,1,abilbaoc
Xabier Núñez,2000629413,0,0,0,0,0,0,0,0,0,0,1,1,1,1,abilbaoc
José María Navarro,2000571796,0,0,0,0,0,0,0,1,0,0,1,0,0,1,andorra
Jesús Díaz,2000437762,0,0,0,0,0,0,0,0,1,0,0,1,0,1,andorra
Jofre,67277677,0,0,0,0,0,0,0,0,0,1,1,0,1,1,andorra
Héctor Badía,2000569609,0,0,0,0,0,0,0,0,0,0,1,0,1,1,andorra
Miguel Embid,2000570458,0,0,0,0,0,0,0,0,0,0,1,1,0,1,andorra
Víctor Campuzano,67214684,0,0,0,0,0,0,0,0,0,1,1,0,1,1,andorra
Adrián Tellado,67260179,0,1,0,0,1,0,0,0,0,0,0,1,0,1,andorra
Harvey Woods,2000031620,0,0,0,0,0,0,0,0,0,0,1,1,1,1,andorra
Antxón Arregi,2000570451,0,0,0,0,0,0,0,0,0,0,0,1,0,1,apamplonab
Víctor Sarriegi,2000570454,0,0,0,0,0,0,0,1,0,0,1,1,1,1,apamplonab
Noel López,2000053498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,apamplonab
Asier Galán,2000510874,0,0,0,0,0,0,0,0,0,0,1,0,1,1,apamplonab
Ignacio Amorrortu,2000629736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,apamplonab
Gorka Santamaría,2000629739,0,0,0,0,0,0,0,1,0,0,1,0,1,1,apamplonab
Pascual,2000632678,0,0,0,0,0,0,0,0,0,0,1,1,0,1,badalona
Mati,2000556504,0,0,0,0,1,0,0,0,1,1,1,0,1,1,badalona
Jesus,2000443702,0,0,0,0,0,0,0,0,0,0,1,1,0,1,badalona
Aitor Añibarro,2000035882,0,0,0,0,0,0,0,0,0,0,0,1,0,1,badalona
Javier Vidorreta,2000066246,0,0,0,0,0,0,0,0,0,0,1,0,0,1,badalona
Gustavo Abizanda,67293305,0,0,0,0,0,0,0,0,0,1,0,0,1,1,badalona
Julio Nsi,2000629231,0,0,0,0,0,0,0,0,0,1,1,1,1,1,eibar
Javier Alonso,2000443218,0,0,0,0,0,0,0,0,0,0,1,1,0,1,eibar
Bernardo,2000440739,0,0,0,0,0,0,0,0,0,1,1,1,1,1,eibar
Jorge Álvarez,2000202563,0,0,0,0,1,0,0,0,0,1,1,0,1,1,eibar
Elliot,67256517,0,0,0,0,0,0,0,0,0,1,1,0,1,1,eibar
