Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Mikel Castelo,2000510693.0,13.5,7.67,3.5,6.75,7.5,6.67,6.83,11.0,6.75,6.5,8.75,12.38,6.5,8.0,9.62,10.83,0.0,10.25,7.5,4.67,10.5,abilbaoc
Alfredo Núñez,2000570280.0,15.5,10.83,6.5,11.75,8.75,11.17,6.33,16.0,11.75,7.25,11.25,15.5,11.1,11.67,10.0,14.17,6.5,9.5,12.25,6.0,9.5,abilbaoc
Daniel Tena,2000629406.0,16.5,8.5,6.5,11.0,7.5,11.17,5.17,11.0,11.0,7.0,11.0,9.88,9.3,12.5,11.62,11.5,5.5,7.75,12.0,5.0,12.5,abilbaoc
Iker Jiménez,2000629408.0,12.5,8.83,8.5,12.25,12.75,10.5,11.17,13.5,12.25,11.0,11.75,14.0,9.5,11.0,12.5,12.5,6.5,13.0,13.75,11.83,10.5,abilbaoc
Josu Jauregi,2000629409.0,9.5,13.5,11.5,10.0,11.75,11.33,8.0,14.25,10.0,9.75,10.5,10.38,12.2,10.17,13.75,14.0,6.5,9.75,13.0,6.5,16.5,abilbaoc
Amador,2000440900.0,11.0,13.0,7.0,8.0,7.5,11.33,8.33,14.5,8.0,7.0,10.5,13.75,12.0,9.33,13.5,14.0,9.0,11.0,13.5,7.0,10.0,andorra
Miguel Gómez,2000055060.0,16.0,12.0,14.0,12.0,11.0,8.5,12.0,14.0,12.0,7.5,10.0,12.0,10.5,11.67,9.5,12.33,9.0,11.0,8.5,9.0,11.0,andorra
Èric Montes,95036004.0,7.0,12.67,13.0,8.0,9.5,10.33,6.0,14.0,8.0,9.0,8.5,14.0,11.2,9.67,11.25,13.67,9.0,9.0,9.5,6.33,16.0,andorra
Atakan Karazor,92074021.0,15.0,14.83,12.0,15.25,12.0,10.67,10.67,14.75,15.25,9.0,15.25,10.75,12.5,13.83,9.0,14.5,7.0,12.0,10.0,7.0,12.0,apamplonab
Mikel Bengoetxea,2000510871.0,14.0,14.33,13.0,11.5,8.5,9.33,5.67,15.0,11.5,8.0,13.0,14.5,11.8,12.0,13.75,14.0,8.0,8.5,14.0,4.67,16.0,apamplonab
Lander Goñi,2000510872.0,9.5,11.5,7.0,4.25,15.0,11.83,10.5,11.25,4.25,10.5,7.0,12.75,11.9,2.83,11.12,11.0,10.5,13.0,11.0,11.17,12.0,apamplonab
Iosu Pérez,2000510877.0,10.5,10.17,4.5,10.25,7.25,10.5,5.67,12.5,10.25,5.75,8.75,13.12,10.1,9.67,12.38,12.17,3.5,8.5,14.5,6.0,8.5,apamplonab
Iván,2000574699.0,10.0,7.0,7.0,6.0,9.0,1.17,9.0,4.5,6.0,5.0,0.0,8.25,4.9,4.0,6.25,3.0,0.0,11.0,5.5,7.67,8.0,badalona
Ale Sánchez,2000512877.0,10.0,6.67,4.0,3.5,10.0,10.67,10.33,8.5,3.5,10.0,6.5,11.0,9.0,2.33,12.5,8.0,11.0,11.5,7.5,7.33,3.5,badalona
Fran,2000666004.0,12.5,9.83,5.5,12.25,12.75,11.17,11.5,13.5,12.25,12.0,9.75,14.62,10.1,11.67,10.5,13.17,9.5,14.5,11.25,11.83,11.5,eibar
Antonio Sánchez,2000570832.0,14.0,12.17,17.5,10.5,10.0,9.0,6.5,11.5,10.5,6.5,11.75,12.88,10.2,11.67,13.25,11.83,8.5,7.5,13.0,5.17,18.0,eibar
