Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Jokin Aguirre,2000628756,0,1,0,0,1,0,0,1,0,0,0,0,0,0,abilbaoc
Daniel Tena,2000629406,0,1,1,0,1,1,0,0,0,0,0,0,0,0,abilbaoc
Miguel Loureiro,67210521,0,1,0,0,1,0,0,0,0,0,0,0,0,0,andorra
Adrián Tellado,67260179,0,1,0,0,1,0,0,0,0,0,0,1,0,1,andorra
Mati,2000556504,0,0,0,0,1,0,0,0,1,1,1,0,1,1,badalona
Jesús García,2000443709,0,1,1,0,1,0,1,0,0,0,0,0,0,0,badalona
Eugenio,2000196447,0,1,0,1,1,0,0,0,0,0,0,1,0,0,badalona
Jorge Álvarez,2000202563,0,0,0,0,1,0,0,0,0,1,1,0,1,1,eibar
Iván Calero,67176056,0,1,0,1,1,0,1,1,0,1,1,0,0,0,eibar
Andrés Romero,2000193995,0,1,1,0,1,0,0,0,0,0,0,0,0,0,girona
Diogo Fonseca,2000197949,0,1,1,0,1,0,0,1,1,0,0,0,0,0,hospitalet
Chechu,2000629747,0,1,0,1,1,0,0,0,0,0,1,0,0,0,hospitalet
José Antonio Zubillaga,2000443802,0,1,1,0,1,1,0,0,0,0,0,0,0,0,hospitalet
Sandro,2000515229,0,1,0,0,1,0,0,1,0,0,1,0,0,0,hospitalet
Hugo Rincón,2000065892,0,1,0,0,1,0,0,0,0,0,0,0,0,0,leonesa
Eneko Aguilar,67297733,0,1,0,0,1,0,0,1,1,0,1,0,0,0,lleida
Abdel Soyinkou,2000713015,0,1,0,1,1,0,0,0,0,0,0,0,0,0,lleida
David Carmona,67188934,0,1,0,0,1,0,0,1,0,0,1,0,0,0,logrones
Marcos Trabanco,2000016812,0,1,0,0,1,0,0,1,0,0,1,0,0,0,logrones
Alex Aketxe,2000443798,0,1,0,0,1,0,0,1,0,0,1,0,0,0,mirandes
Luis Jiménez,2000441678,0,1,0,0,1,0,0,0,0,0,0,0,0,0,numantia
Ryan Pole,76062797,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ponferrada
Edgar Fernández,2000514789,0,1,1,0,1,0,0,0,0,0,0,0,0,0,ponferrada
Ángel López,95078297,0,1,1,1,1,0,1,0,0,0,0,0,0,0,rsantander
Vicente Agulló,2000031433,0,1,1,0,1,0,0,0,0,0,1,0,0,0,rsantander
Luis,2000193720,0,1,0,1,1,1,0,1,0,0,0,0,0,0,sabadell
Carlos,2000512225,0,1,1,0,1,0,0,0,0,0,1,0,0,0,sabadell
Ramón Alfaro,2000511082,0,1,1,0,1,0,0,0,1,0,1,0,0,0,zaragozab
Julio,2000629924,0,1,0,0,1,0,0,1,0,0,0,0,0,0,zaragozab
Santiago Martínez,2000570461,0,0,0,0,1,0,0,1,0,0,1,0,0,1,zaragozab
