Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Juan Manuel Díez,2000629228.0,6.17,11.88,13.25,14.33,11.5,13.5,9.75,10.75,abilbaoc
Xabier Núñez,2000629413.0,1.33,12.25,12.75,13.33,11.5,12.17,9.0,11.17,abilbaoc
Didier Oyarzun,2000632730.0,4.33,12.62,12.5,12.17,11.0,11.67,8.5,11.42,abilbaoc
Jesús Díaz,2000437762.0,9.83,14.5,12.5,14.0,11.5,15.67,7.5,12.58,andorra
Miguel Embid,2000570458.0,4.83,12.88,13.0,12.5,10.5,14.17,12.75,9.33,andorra
Francisco Javier Sáiz,2000679747.0,0.0,5.75,13.5,9.33,9.0,11.0,8.5,4.83,andorra
Adrián Tellado,67260179.0,4.67,9.25,11.5,10.33,10.0,11.33,7.0,11.67,andorra
Harvey Woods,2000031620.0,4.5,13.0,11.0,10.0,8.33,10.67,9.5,10.5,andorra
Bryan Zaragoza,2000054263.0,2.0,11.25,13.5,11.67,7.67,14.67,6.0,6.67,andorra
Jon Ander Garai,2000684546.0,0.0,9.0,11.5,14.33,11.0,14.67,7.5,8.17,andorra
Antxón Arregi,2000570451.0,0.0,12.0,9.5,13.33,13.33,14.83,11.5,7.33,apamplonab
Víctor Sarriegi,2000570454.0,2.5,11.75,13.0,13.0,13.0,13.17,11.25,12.58,apamplonab
Lander Goñi,2000510872.0,4.0,10.5,11.75,13.0,9.83,12.5,8.25,10.92,apamplonab
Marcos Goñi,2000629740.0,0.0,11.88,9.5,12.33,10.67,9.67,8.5,9.58,apamplonab
Martín Alonso,2000681854.0,3.83,12.62,14.0,11.17,8.67,11.0,9.0,11.42,badalona
Pascual,2000632678.0,0.0,12.5,13.0,11.33,13.0,13.33,12.5,5.5,badalona
Ale Sánchez,2000512877.0,1.17,10.25,13.0,11.0,8.33,9.67,7.0,7.83,badalona
Jesus,2000443702.0,0.0,6.62,9.0,9.83,9.67,13.33,10.0,3.42,badalona
Aitor Añibarro,2000035882.0,0.0,10.88,12.0,8.83,11.67,11.5,9.5,4.75,badalona
Ramón López,2000679928.0,0.0,4.75,10.5,9.0,7.33,11.33,8.0,4.0,badalona
Roger Colomina,2000015276.0,0.0,9.12,11.0,13.0,8.67,12.17,8.0,6.58,badalona
Eugenio,2000196447.0,10.0,11.75,10.0,8.67,4.67,11.33,9.5,10.83,badalona
