Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Aritz Núñez,2000570283.0,4.17,11.12,11.5,9.17,6.5,9.83,8.5,6.33,abilbaoc
Beñat Unzueta,2000629411.0,2.33,10.88,14.0,9.83,6.83,11.5,8.5,6.42,abilbaoc
Gonzalo Galán,2000681437.0,4.0,12.25,15.0,9.0,10.5,14.17,8.0,9.5,abilbaoc
Gorka Alonso,2000629412.0,2.83,12.5,17.0,11.0,7.83,10.0,7.0,7.08,abilbaoc
Álex Moreno,2000570281.0,0.0,11.0,12.0,11.33,8.67,11.67,14.0,5.25,abilbaoc
José Antón Garrido,2000510692.0,0.0,8.62,12.5,10.5,9.0,10.0,8.5,6.33,abilbaoc
Koldo Vélez,2000570278.0,5.33,14.38,15.0,14.0,10.5,13.17,10.0,9.5,abilbaoc
Xabier Núñez,2000629413.0,1.33,12.25,12.75,13.33,11.5,12.17,9.0,11.17,abilbaoc
José María Navarro,2000571796.0,3.67,11.5,16.0,10.67,12.83,11.0,10.0,9.83,andorra
Jofre,67277677.0,7.83,10.88,12.5,10.0,10.67,12.0,5.5,10.5,andorra
Héctor Badía,2000569609.0,2.5,11.12,15.0,13.33,8.83,12.0,8.5,9.92,andorra
Miguel Embid,2000570458.0,4.83,12.88,13.0,12.5,10.5,14.17,12.75,9.33,andorra
Francisco Javier Sáiz,2000679747.0,0.0,5.75,13.5,9.33,9.0,11.0,8.5,4.83,andorra
Víctor Campuzano,67214684.0,6.83,10.75,11.75,13.0,12.67,12.5,6.75,11.5,andorra
Harvey Woods,2000031620.0,4.5,13.0,11.0,10.0,8.33,10.67,9.5,10.5,andorra
Iñaki Díez,2000438806.0,3.83,10.88,15.25,12.17,9.5,13.33,8.0,10.75,apamplonab
Víctor Sarriegi,2000570454.0,2.5,11.75,13.0,13.0,13.0,13.17,11.25,12.58,apamplonab
Iñigo Llorente,2000510870.0,8.83,12.38,13.0,3.5,3.0,10.67,4.5,11.42,apamplonab
Asier Galán,2000510874.0,0.0,13.38,17.0,6.5,10.0,10.33,6.0,4.08,apamplonab
Gorka Santamaría,2000629739.0,5.67,10.25,13.5,9.33,11.33,13.0,12.0,10.17,apamplonab
Martín Alonso,2000681854.0,3.83,12.62,14.0,11.17,8.67,11.0,9.0,11.42,badalona
Pascual,2000632678.0,0.0,12.5,13.0,11.33,13.0,13.33,12.5,5.5,badalona
Mati,2000556504.0,9.83,13.12,11.5,7.5,6.67,7.67,10.5,9.75,badalona
Ale Sánchez,2000512877.0,1.17,10.25,13.0,11.0,8.33,9.67,7.0,7.83,badalona
Jesus,2000443702.0,0.0,6.62,9.0,9.83,9.67,13.33,10.0,3.42,badalona
Josh Pérez,72046491.0,1.0,10.25,12.5,9.67,10.0,10.67,8.0,8.0,badalona
Ramón López,2000679928.0,0.0,4.75,10.5,9.0,7.33,11.33,8.0,4.0,badalona
