Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Asier Goñi,2000570279.0,15.0,8.83,8.5,10.0,5.75,9.67,3.5,11.5,10.0,5.75,9.75,13.75,9.2,10.33,11.75,10.83,6.5,5.25,14.0,1.5,12.5,abilbaoc
Eduardo Garai,2000662654.0,12.0,11.0,12.0,11.75,11.0,14.5,8.67,12.5,11.75,10.0,12.0,12.12,12.1,12.5,12.5,13.67,10.0,9.5,9.75,7.33,12.0,abilbaoc
Jokin Aguirre,2000628756.0,11.0,10.67,6.0,7.75,10.5,9.0,5.67,9.75,7.75,7.0,8.5,9.38,9.8,7.83,14.0,9.83,6.0,7.0,11.75,4.83,12.0,abilbaoc
Daniel Tena,2000629406.0,16.5,8.5,6.5,11.0,7.5,11.17,5.17,11.0,11.0,7.0,11.0,9.88,9.3,12.5,11.62,11.5,5.5,7.75,12.0,5.0,12.5,abilbaoc
Fran,2000629410.0,4.5,10.83,9.0,12.5,9.5,9.0,10.17,13.75,12.5,7.0,9.0,13.75,10.0,11.17,13.88,12.33,5.5,10.0,14.5,6.17,10.0,abilbaoc
Miguel Loureiro,67210521.0,9.0,13.33,12.0,10.75,9.25,10.17,10.67,13.75,10.75,9.5,11.5,13.38,11.5,11.17,13.75,13.5,12.0,10.5,10.5,5.33,12.0,andorra
Isaac,2000681907.0,14.5,13.83,12.5,10.5,11.75,12.0,8.5,13.75,10.5,11.25,11.0,12.12,12.6,11.5,10.25,14.0,10.5,10.75,10.0,6.67,16.5,andorra
Amador,2000440900.0,11.0,13.0,7.0,8.0,7.5,11.33,8.33,14.5,8.0,7.0,10.5,13.75,12.0,9.33,13.5,14.0,9.0,11.0,13.5,7.0,10.0,andorra
Èric Montes,95036004.0,7.0,12.67,13.0,8.0,9.5,10.33,6.0,14.0,8.0,9.0,8.5,14.0,11.2,9.67,11.25,13.67,9.0,9.0,9.5,6.33,16.0,andorra
Adrián Tellado,67260179.0,2.0,9.67,12.0,6.5,13.0,11.0,10.0,11.0,6.5,10.0,13.0,11.25,10.6,4.33,11.25,10.33,11.0,10.5,9.0,6.67,14.0,andorra
Mikel Bengoetxea,2000510871.0,14.0,14.33,13.0,11.5,8.5,9.33,5.67,15.0,11.5,8.0,13.0,14.5,11.8,12.0,13.75,14.0,8.0,8.5,14.0,4.67,16.0,apamplonab
Iñigo Llorente,2000510870.0,5.5,7.67,3.5,9.75,11.25,8.0,7.33,15.0,9.75,10.5,8.25,11.38,7.7,9.67,13.0,12.83,0.0,11.0,10.25,7.33,6.5,apamplonab
Iosu Pérez,2000510877.0,10.5,10.17,4.5,10.25,7.25,10.5,5.67,12.5,10.25,5.75,8.75,13.12,10.1,9.67,12.38,12.17,3.5,8.5,14.5,6.0,8.5,apamplonab
Christian Díaz,2000510073.0,15.0,13.33,8.0,8.5,5.0,10.0,3.33,12.5,8.5,5.0,10.0,14.75,11.4,9.67,11.75,12.67,5.0,5.0,11.5,3.0,7.0,badalona
Jesús García,2000443709.0,13.5,5.33,4.5,9.75,8.75,9.0,6.33,11.0,9.75,6.25,8.75,7.25,6.5,10.0,2.75,10.83,0.0,9.5,6.0,4.17,6.5,badalona
Eugenio,2000196447.0,13.0,8.33,6.0,10.5,13.5,10.67,8.67,11.5,10.5,11.5,10.5,10.25,9.6,10.67,11.0,10.67,4.0,13.0,12.5,7.33,8.0,badalona
Oriol Valentín,2000632214.0,14.0,12.5,12.5,14.0,10.0,12.0,5.67,11.0,14.0,8.0,14.25,12.5,11.6,13.67,12.0,12.5,7.5,8.5,13.0,3.67,14.5,eibar
Iván Calero,67176056.0,7.0,13.33,11.0,13.0,13.5,11.0,12.67,10.5,13.0,10.5,13.5,11.0,11.8,12.67,9.5,11.67,12.0,12.5,10.0,8.33,14.0,eibar
Pablo López,2000612702.0,11.0,10.0,7.0,6.5,12.5,8.0,10.0,10.0,6.5,11.0,7.5,13.0,9.0,7.33,15.75,9.67,8.0,11.5,11.0,8.0,12.0,girona
Yeray Ortega,2000199817.0,17.5,13.0,10.0,11.0,9.5,12.0,7.0,12.5,11.0,8.0,11.0,10.75,11.4,11.67,12.75,14.33,8.0,8.5,12.5,7.0,12.0,girona
Andrés Romero,2000193995.0,17.5,5.67,8.5,9.0,8.0,8.33,5.83,11.5,9.0,6.75,10.0,13.12,6.5,10.17,9.12,10.83,0.0,8.75,8.0,5.0,9.5,girona
Diogo Fonseca,2000197949.0,6.5,9.83,6.5,12.0,7.5,8.83,5.33,14.0,12.0,2.75,11.0,8.75,8.4,10.17,5.5,14.0,0.0,8.0,5.25,1.83,9.5,hospitalet
Luis Iglesias,2000440882.0,16.0,13.33,12.0,10.0,7.5,10.33,5.33,15.5,10.0,8.0,10.5,12.25,11.8,10.0,11.25,14.33,5.0,8.0,12.0,4.0,13.0,hospitalet
Chechu,2000629747.0,5.0,12.0,10.0,8.5,8.0,11.33,9.33,13.0,8.5,8.0,10.5,11.75,11.8,9.0,12.0,12.33,5.0,11.5,10.5,6.0,13.0,hospitalet
Vladimir Fati,2000680262.0,15.0,8.67,10.0,6.5,6.0,7.67,4.67,14.5,6.5,3.0,8.5,8.25,7.8,7.33,5.5,13.0,0.0,7.0,4.0,2.0,15.0,hospitalet
José Antonio Zubillaga,2000443802.0,11.5,7.67,5.0,9.0,6.5,5.0,5.33,13.5,9.0,3.25,9.5,10.62,6.5,8.5,6.12,10.83,0.0,8.0,5.75,2.17,12.0,hospitalet
Bilal Aceña,2000514725.0,15.5,4.67,4.0,7.5,5.25,7.0,4.17,10.0,7.5,3.75,6.0,8.0,5.5,9.17,3.62,9.17,0.0,6.25,2.25,2.5,11.5,hospitalet
Sandro,2000515229.0,14.5,1.83,3.5,1.75,6.0,5.33,8.83,3.75,1.75,8.0,1.75,7.25,4.3,1.17,6.62,2.5,6.5,8.75,3.25,8.17,0.0,hospitalet
Hugo Rincón,2000065892.0,5.0,11.0,9.0,13.0,10.0,9.33,11.33,12.0,13.0,8.5,10.5,8.62,9.6,11.67,13.5,12.33,6.0,11.0,11.5,5.0,15.0,leonesa
Eneko Aguilar,67297733.0,5.0,12.0,9.0,12.0,11.0,9.67,11.33,12.0,12.0,9.0,10.0,9.5,11.0,8.0,12.25,11.33,10.0,11.5,13.0,10.33,8.0,lleida
Julio Lizárraga,2000631089.0,15.0,9.33,14.0,6.0,7.0,7.33,4.33,13.0,6.0,4.5,8.5,7.75,7.6,9.0,5.5,12.67,0.0,6.5,6.0,3.0,14.0,lleida
Abdel Soyinkou,2000713015.0,14.0,8.67,10.5,5.75,7.5,7.17,4.33,11.25,5.75,8.75,9.5,7.5,7.0,7.17,8.12,11.67,0.0,6.5,7.75,2.67,13.5,lleida
Eneko Magunazelaia,2000741128.0,11.5,5.5,5.0,9.75,8.5,5.83,5.83,12.5,9.75,4.0,6.75,8.62,5.9,8.67,4.12,9.83,0.0,8.75,3.5,2.67,9.0,lleida
Luis Alberto,2000197811.0,16.0,7.33,8.5,9.5,7.5,7.0,5.0,11.0,9.5,6.0,10.75,12.0,6.5,9.33,13.5,10.83,0.0,7.5,16.0,2.5,10.5,logrones
David Carmona,67188934.0,11.0,11.0,5.0,11.5,11.0,13.0,12.33,12.0,11.5,12.0,12.5,10.5,12.0,12.0,11.0,12.0,13.0,12.5,8.5,8.67,11.0,logrones
Gorka Iglesias,2000570645.0,15.0,9.33,8.0,11.0,9.0,10.0,9.67,12.0,11.0,7.0,10.5,12.0,9.4,10.67,13.0,11.67,6.0,9.5,14.0,7.33,12.0,logrones
Pablo Sanz,2000685487.0,8.0,6.33,9.0,10.5,8.0,6.33,6.33,8.0,10.5,3.0,8.5,10.62,5.4,10.0,6.5,9.0,0.0,9.5,6.0,2.0,15.0,logrones
Yeray Zabalo,2000438356.0,14.0,11.17,8.0,10.0,7.5,7.83,8.33,14.75,10.0,6.0,9.5,13.0,9.6,9.0,13.0,12.83,6.0,10.0,13.5,7.0,13.0,logrones
Marcos Trabanco,2000016812.0,5.0,9.67,9.0,5.0,13.0,12.67,10.33,13.5,5.0,15.5,9.5,12.25,11.2,3.33,10.5,12.67,15.0,12.0,7.5,9.33,13.0,logrones
Alex Aketxe,2000443798.0,15.0,12.17,7.0,7.75,12.0,11.33,12.67,13.0,7.75,13.75,9.0,14.88,12.0,7.83,13.0,12.17,9.5,13.0,11.75,9.5,9.0,mirandes
Diego Alende,67199156.0,10.0,12.17,12.0,11.25,12.0,12.33,10.0,12.5,11.25,9.75,12.0,11.88,11.8,11.83,10.75,13.17,11.5,13.0,12.25,8.17,14.0,mirandes
Felipe Núñez,2000197172.0,10.5,7.83,9.5,10.0,6.75,7.83,5.17,12.5,10.0,4.5,9.5,10.75,7.2,9.17,11.38,12.0,0.0,7.75,11.5,2.33,13.5,mirandes
Luis Jiménez,2000441678.0,13.0,11.0,8.0,9.0,7.0,10.0,4.67,13.5,9.0,4.5,10.5,12.38,10.8,8.67,14.75,12.0,9.0,7.0,14.0,2.67,8.0,numantia
Víctor Dieste,2000440740.0,11.0,11.5,9.0,11.0,7.5,9.67,7.33,15.75,11.0,6.5,12.0,13.62,10.9,10.67,9.25,13.5,4.0,8.0,9.5,3.0,16.0,olot
Álex Petxarromán,67246376.0,8.0,10.33,8.0,11.5,7.5,9.67,7.33,11.5,11.5,7.0,11.5,11.0,9.6,12.33,10.25,11.67,4.0,8.5,8.5,3.17,13.0,olot
Ryan Pole,76062797.0,9.5,8.33,7.5,8.25,10.5,8.67,6.67,11.0,8.25,12.5,9.5,11.62,7.3,9.33,11.88,12.17,0.0,10.0,8.75,8.0,11.5,ponferrada
Gorka Merino,2000441525.0,9.5,5.0,3.0,11.25,12.75,2.17,11.17,4.25,11.25,10.0,5.0,11.5,4.3,7.5,9.88,2.83,4.5,13.5,15.0,12.17,8.5,ponferrada
Edgar Fernández,2000514789.0,13.0,10.33,8.0,10.0,8.5,7.67,3.67,13.0,10.0,2.0,11.5,9.75,8.0,10.33,4.75,13.33,0.0,5.5,6.0,1.33,11.0,ponferrada
Borja Esnaola,2000438807.0,13.5,7.33,9.5,9.0,7.5,9.0,6.17,12.0,9.0,7.5,10.5,10.38,7.3,11.17,8.88,12.17,0.0,9.25,9.5,6.67,10.5,pontevedra
Fernando Juan,2000198639.0,14.0,11.0,11.0,12.0,5.5,9.67,5.0,12.0,12.0,4.5,11.5,11.5,9.8,12.0,11.25,12.33,5.0,5.5,11.0,4.33,11.0,pontevedra
Andrés Alcántara,2000440886.0,9.5,7.33,4.5,7.0,8.0,7.67,7.17,11.0,7.0,10.0,9.5,9.38,6.7,9.5,11.62,11.17,0.0,10.75,10.0,7.33,8.5,pontevedra
Pablo Jurado,2000681314.0,12.5,7.83,10.0,8.75,6.0,8.83,3.33,10.5,8.75,3.5,11.0,8.0,7.1,11.17,3.38,11.83,0.0,5.0,3.75,2.33,11.0,pontevedra
Abel Pascual,67215623.0,12.0,9.67,12.0,10.0,8.0,10.33,4.67,10.0,10.0,5.5,10.5,9.0,9.2,11.0,10.75,11.33,8.0,7.0,9.5,3.33,12.0,pontevedra
Diego Ceballos,67269375.0,9.0,11.33,9.0,10.0,10.5,10.67,9.33,11.0,10.0,10.5,12.0,12.0,10.6,11.0,13.0,11.67,12.0,9.5,9.0,8.33,11.0,pontevedra
David Krecek,2000569970.0,15.0,14.33,12.0,11.5,7.0,9.0,6.0,13.5,11.5,7.0,10.5,15.5,11.4,11.33,14.0,13.33,6.0,7.0,14.5,4.67,14.0,rsanb
Stefán Þór Jónsson,2000531873.0,16.0,10.67,8.0,9.0,8.5,9.67,8.0,12.0,9.0,8.0,10.0,13.5,9.6,10.0,11.0,12.33,8.0,9.5,11.5,6.0,17.0,rsanb
Özgün Karatepe,2000631119.0,12.0,11.33,9.0,13.5,10.0,11.33,9.67,13.0,13.5,10.0,14.0,13.5,10.6,13.33,13.0,13.67,8.0,9.5,11.0,7.33,11.0,rsanb
Matt Bonfield,2000567798.0,9.0,11.67,9.0,10.5,7.5,12.0,8.33,11.5,10.5,6.5,9.5,12.5,11.6,11.0,13.0,12.0,8.0,8.0,9.5,6.0,10.0,rsanb
Adama Mendy,2000663542.0,11.5,9.5,13.0,11.5,10.5,8.83,7.67,13.25,11.5,8.0,9.5,12.75,9.5,9.83,11.62,11.33,3.5,11.5,12.0,6.0,9.0,rsantander
Ángel López,95078297.0,11.0,10.67,10.0,11.5,10.5,11.0,9.67,11.5,11.5,12.0,12.0,9.5,10.6,11.67,12.25,11.67,10.0,11.5,11.5,8.33,12.0,rsantander
Vicente Agulló,2000031433.0,5.0,10.67,8.0,8.5,11.5,9.0,6.67,11.5,8.5,11.5,10.5,7.75,9.8,7.33,13.75,11.0,9.0,10.0,11.5,3.83,9.0,rsantander
Carlos Isaac,67228752.0,10.0,11.33,11.0,11.25,10.25,10.83,9.67,12.25,11.25,9.5,12.0,8.25,10.9,11.5,11.25,12.17,10.0,10.0,5.5,5.83,15.0,sabadell
Luis,2000193720.0,6.0,11.0,6.0,10.0,6.5,13.0,4.67,12.5,10.0,7.5,9.5,11.0,11.6,10.33,12.75,13.0,7.0,5.5,12.0,5.67,13.0,sabadell
Carlos,2000512225.0,12.0,9.67,8.0,5.5,11.0,10.0,10.67,9.5,5.5,7.5,9.5,14.25,10.0,3.67,11.0,9.33,9.0,12.5,12.5,5.67,14.0,sabadell
Javier,2000664676.0,12.0,7.33,11.0,12.75,11.5,8.0,9.5,10.25,12.75,6.5,10.75,13.88,7.8,11.5,13.62,9.17,4.0,10.75,13.25,8.0,13.0,tarragona
Iago Fernández,2000052986.0,4.0,6.67,7.0,8.5,10.5,10.5,6.67,13.25,8.5,8.5,9.0,9.5,9.1,9.0,13.75,10.83,6.0,10.0,8.0,5.67,12.0,tarragona
Ramón Alfaro,2000511082.0,12.0,9.67,7.0,9.0,9.0,10.33,10.67,12.5,9.0,9.0,8.5,11.75,10.4,8.67,13.0,11.0,8.0,11.5,13.0,6.67,6.0,zaragozab
Julio,2000629924.0,14.0,7.67,5.0,6.5,9.5,7.33,7.0,13.5,6.5,11.0,10.0,10.75,7.2,8.0,14.62,12.0,0.0,10.5,13.25,6.67,8.0,zaragozab
