Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Jokin Aguirre,2000628756.0,11.0,10.67,6.0,7.75,10.5,9.0,5.67,9.75,7.75,7.0,8.5,9.38,9.8,7.83,14.0,9.83,6.0,7.0,11.75,4.83,12.0,abilbaoc
Daniel Tena,2000629406.0,16.5,8.5,6.5,11.0,7.5,11.17,5.17,11.0,11.0,7.0,11.0,9.88,9.3,12.5,11.62,11.5,5.5,7.75,12.0,5.0,12.5,abilbaoc
Miguel Loureiro,67210521.0,9.0,13.33,12.0,10.75,9.25,10.17,10.67,13.75,10.75,9.5,11.5,13.38,11.5,11.17,13.75,13.5,12.0,10.5,10.5,5.33,12.0,andorra
Adrián Tellado,67260179.0,2.0,9.67,12.0,6.5,13.0,11.0,10.0,11.0,6.5,10.0,13.0,11.25,10.6,4.33,11.25,10.33,11.0,10.5,9.0,6.67,14.0,andorra
Mati,2000556504.0,15.5,5.5,5.5,8.75,7.75,11.17,8.17,7.5,8.75,8.0,8.25,12.38,7.9,9.0,12.0,8.5,8.5,8.5,12.75,8.5,9.5,badalona
Jesús García,2000443709.0,13.5,5.33,4.5,9.75,8.75,9.0,6.33,11.0,9.75,6.25,8.75,7.25,6.5,10.0,2.75,10.83,0.0,9.5,6.0,4.17,6.5,badalona
Eugenio,2000196447.0,13.0,8.33,6.0,10.5,13.5,10.67,8.67,11.5,10.5,11.5,10.5,10.25,9.6,10.67,11.0,10.67,4.0,13.0,12.5,7.33,8.0,badalona
Jorge Álvarez,2000202563.0,17.0,11.0,9.0,4.0,12.0,12.33,10.67,11.0,4.0,14.0,8.0,13.25,11.6,2.67,14.25,11.33,9.0,12.5,10.5,11.0,4.0,eibar
Iván Calero,67176056.0,7.0,13.33,11.0,13.0,13.5,11.0,12.67,10.5,13.0,10.5,13.5,11.0,11.8,12.67,9.5,11.67,12.0,12.5,10.0,8.33,14.0,eibar
Andrés Romero,2000193995.0,17.5,5.67,8.5,9.0,8.0,8.33,5.83,11.5,9.0,6.75,10.0,13.12,6.5,10.17,9.12,10.83,0.0,8.75,8.0,5.0,9.5,girona
Diogo Fonseca,2000197949.0,6.5,9.83,6.5,12.0,7.5,8.83,5.33,14.0,12.0,2.75,11.0,8.75,8.4,10.17,5.5,14.0,0.0,8.0,5.25,1.83,9.5,hospitalet
Chechu,2000629747.0,5.0,12.0,10.0,8.5,8.0,11.33,9.33,13.0,8.5,8.0,10.5,11.75,11.8,9.0,12.0,12.33,5.0,11.5,10.5,6.0,13.0,hospitalet
José Antonio Zubillaga,2000443802.0,11.5,7.67,5.0,9.0,6.5,5.0,5.33,13.5,9.0,3.25,9.5,10.62,6.5,8.5,6.12,10.83,0.0,8.0,5.75,2.17,12.0,hospitalet
Sandro,2000515229.0,14.5,1.83,3.5,1.75,6.0,5.33,8.83,3.75,1.75,8.0,1.75,7.25,4.3,1.17,6.62,2.5,6.5,8.75,3.25,8.17,0.0,hospitalet
Hugo Rincón,2000065892.0,5.0,11.0,9.0,13.0,10.0,9.33,11.33,12.0,13.0,8.5,10.5,8.62,9.6,11.67,13.5,12.33,6.0,11.0,11.5,5.0,15.0,leonesa
Eneko Aguilar,67297733.0,5.0,12.0,9.0,12.0,11.0,9.67,11.33,12.0,12.0,9.0,10.0,9.5,11.0,8.0,12.25,11.33,10.0,11.5,13.0,10.33,8.0,lleida
Abdel Soyinkou,2000713015.0,14.0,8.67,10.5,5.75,7.5,7.17,4.33,11.25,5.75,8.75,9.5,7.5,7.0,7.17,8.12,11.67,0.0,6.5,7.75,2.67,13.5,lleida
David Carmona,67188934.0,11.0,11.0,5.0,11.5,11.0,13.0,12.33,12.0,11.5,12.0,12.5,10.5,12.0,12.0,11.0,12.0,13.0,12.5,8.5,8.67,11.0,logrones
Marcos Trabanco,2000016812.0,5.0,9.67,9.0,5.0,13.0,12.67,10.33,13.5,5.0,15.5,9.5,12.25,11.2,3.33,10.5,12.67,15.0,12.0,7.5,9.33,13.0,logrones
Alex Aketxe,2000443798.0,15.0,12.17,7.0,7.75,12.0,11.33,12.67,13.0,7.75,13.75,9.0,14.88,12.0,7.83,13.0,12.17,9.5,13.0,11.75,9.5,9.0,mirandes
Luis Jiménez,2000441678.0,13.0,11.0,8.0,9.0,7.0,10.0,4.67,13.5,9.0,4.5,10.5,12.38,10.8,8.67,14.75,12.0,9.0,7.0,14.0,2.67,8.0,numantia
Ryan Pole,76062797.0,9.5,8.33,7.5,8.25,10.5,8.67,6.67,11.0,8.25,12.5,9.5,11.62,7.3,9.33,11.88,12.17,0.0,10.0,8.75,8.0,11.5,ponferrada
Edgar Fernández,2000514789.0,13.0,10.33,8.0,10.0,8.5,7.67,3.67,13.0,10.0,2.0,11.5,9.75,8.0,10.33,4.75,13.33,0.0,5.5,6.0,1.33,11.0,ponferrada
Ángel López,95078297.0,11.0,10.67,10.0,11.5,10.5,11.0,9.67,11.5,11.5,12.0,12.0,9.5,10.6,11.67,12.25,11.67,10.0,11.5,11.5,8.33,12.0,rsantander
Vicente Agulló,2000031433.0,5.0,10.67,8.0,8.5,11.5,9.0,6.67,11.5,8.5,11.5,10.5,7.75,9.8,7.33,13.75,11.0,9.0,10.0,11.5,3.83,9.0,rsantander
Luis,2000193720.0,6.0,11.0,6.0,10.0,6.5,13.0,4.67,12.5,10.0,7.5,9.5,11.0,11.6,10.33,12.75,13.0,7.0,5.5,12.0,5.67,13.0,sabadell
Carlos,2000512225.0,12.0,9.67,8.0,5.5,11.0,10.0,10.67,9.5,5.5,7.5,9.5,14.25,10.0,3.67,11.0,9.33,9.0,12.5,12.5,5.67,14.0,sabadell
Ramón Alfaro,2000511082.0,12.0,9.67,7.0,9.0,9.0,10.33,10.67,12.5,9.0,9.0,8.5,11.75,10.4,8.67,13.0,11.0,8.0,11.5,13.0,6.67,6.0,zaragozab
Julio,2000629924.0,14.0,7.67,5.0,6.5,9.5,7.33,7.0,13.5,6.5,11.0,10.0,10.75,7.2,8.0,14.62,12.0,0.0,10.5,13.25,6.67,8.0,zaragozab
Santiago Martínez,2000570461.0,8.0,13.83,8.5,5.75,11.0,9.67,9.5,11.5,5.75,10.0,9.25,8.75,12.0,3.83,15.25,11.17,12.5,9.0,13.0,5.83,7.5,zaragozab
