Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Aritz Núñez,2000570283.0,13.5,8.17,3.5,4.75,8.0,8.5,8.5,6.5,4.75,12.0,5.5,8.75,8.1,4.5,12.88,7.5,10.5,10.0,9.25,6.83,4.5,abilbaoc
Beñat Unzueta,2000629411.0,12.5,6.83,4.5,4.75,11.0,10.5,9.5,5.5,4.75,12.5,5.0,6.62,8.3,3.17,13.12,7.17,11.5,11.0,7.75,7.17,3.0,abilbaoc
Gonzalo Galán,2000681437.0,9.0,7.5,7.0,10.25,15.0,10.17,10.67,11.0,10.25,13.75,8.5,14.38,9.3,7.33,14.0,9.5,10.5,12.0,9.75,11.0,3.0,abilbaoc
Gorka Alonso,2000629412.0,6.0,8.0,8.0,6.5,9.5,8.83,11.83,8.25,6.5,10.75,6.5,6.75,8.5,5.0,15.75,8.17,11.0,12.75,12.25,5.17,4.0,abilbaoc
Álex Moreno,2000570281.0,16.0,8.0,12.0,4.0,11.0,7.0,8.33,10.0,4.0,11.5,4.0,6.88,9.0,2.67,12.5,6.67,12.0,9.5,9.5,8.33,0.0,abilbaoc
José Antón Garrido,2000510692.0,9.5,7.67,7.5,4.75,10.0,5.0,11.17,10.0,4.75,9.75,4.75,8.75,7.6,3.17,11.12,6.67,11.0,11.5,7.5,6.83,0.0,abilbaoc
Koldo Vélez,2000570278.0,14.5,9.17,5.5,7.0,12.5,12.5,12.83,11.0,7.0,15.5,9.0,11.88,11.5,7.17,15.62,9.83,12.5,15.25,12.0,12.17,4.0,abilbaoc
Xabier Núñez,2000629413.0,12.5,9.5,5.5,5.25,13.5,13.83,13.17,11.5,5.25,13.0,12.0,9.62,11.9,3.5,13.62,11.17,12.5,15.25,11.5,12.83,4.0,abilbaoc
José María Navarro,2000571796.0,11.0,10.67,9.0,9.75,11.5,9.83,10.5,9.25,9.75,9.25,10.25,11.0,10.1,7.83,14.25,9.83,11.0,9.75,11.25,9.0,3.0,andorra
Jofre,67277677.0,3.0,10.33,8.0,8.0,13.0,12.5,9.33,12.25,8.0,11.0,8.5,8.75,11.5,7.83,12.12,11.83,15.0,10.0,7.25,9.17,8.5,andorra
Héctor Badía,2000569609.0,8.5,13.17,8.5,4.25,12.75,14.83,10.33,12.75,4.25,12.25,8.0,8.62,14.1,2.83,13.75,13.0,12.5,11.25,9.0,9.5,7.5,andorra
Miguel Embid,2000570458.0,15.5,10.33,10.0,6.75,13.75,13.5,10.67,9.5,6.75,16.0,7.0,8.12,11.7,6.33,14.0,10.67,16.0,14.0,10.75,10.33,4.0,andorra
Francisco Javier Sáiz,2000679747.0,7.0,3.0,10.0,5.5,12.0,6.67,11.0,6.0,5.5,10.0,5.5,9.5,5.8,3.67,6.75,4.0,11.0,11.0,6.0,7.0,0.0,andorra
Víctor Campuzano,67214684.0,5.5,13.33,8.0,10.0,12.75,15.17,12.67,13.25,10.0,13.0,12.0,9.25,13.7,8.83,11.75,14.5,16.0,14.0,8.0,11.17,6.5,andorra
Harvey Woods,2000031620.0,9.0,9.33,10.0,9.5,11.0,10.67,9.0,14.0,9.5,9.5,7.5,13.75,11.0,7.0,12.5,11.0,4.0,8.5,12.5,9.0,2.5,andorra
