Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Vladimir Mendes,2000507409.0,11.7,11.0,14.15,12.1,12.15,10.85,12.05,13.05
Bronius Rukas,2000191907.0,12.5,12.45,10.4,13.6,13.5,13.9,15.2,11.8
Arthur,19259600.0,15.9,15.1,12.7,14.6,15.0,15.5,15.5,14.3
Mattias Lundquist,2000397734.0,10.7,10.5,10.0,11.2,10.85,11.75,12.7,9.6
Matthijs de Ligt,37055843.0,15.4,14.1,16.4,15.1,15.4,14.0,14.6,15.7
Federico Chiesa,43161651.0,12.7,13.1,12.25,13.4,13.1,14.0,14.1,12.15
Gaetano Pasqualone,2000567835.0,12.1,12.85,11.5,13.2,12.7,13.65,14.05,11.75
Andrey Yago,2000369870.0,14.6,14.5,14.4,14.6,14.8,14.7,15.1,14.5
Lucas Hernández,67197145.0,13.8,13.1,14.3,13.4,13.4,12.3,12.3,14.5
Riccardo Calafiori,43424738.0,13.6,14.0,13.2,13.9,13.7,14.2,14.0,13.6
Gabriel Brazão,19338228.0,11.7,10.05,11.45,11.2,11.55,10.15,10.3,11.6
Mateu Morey,67258408.0,14.2,14.15,13.3,14.4,14.6,14.55,14.7,14.1
Nico,67276127.0,15.3,14.7,13.2,14.65,15.1,14.6,15.35,14.35
Cassiano,2000410767.0,13.05,13.05,11.1,13.4,13.1,14.2,15.25,11.85
Tito Fernando,2000411765.0,13.75,13.0,11.4,13.7,13.25,13.75,14.1,12.05
Giulio Novellino,2000507837.0,13.2,12.5,12.0,13.05,13.0,13.4,14.05,12.55
Ronald Novoa,2000415595.0,12.2,11.2,9.45,12.45,12.4,12.4,12.85,10.7
Hugo Félix,83335589.0,13.75,13.2,10.2,12.75,13.2,14.4,14.85,11.5
Alex Meret,43140326.0,12.25,9.9,12.1,11.85,12.3,9.9,10.25,12.2
Merih Demiral,83176849.0,13.8,12.3,16.5,13.8,14.0,11.6,12.0,15.0
Rodrigo Bentancur,14094572.0,15.3,14.9,14.9,15.4,15.6,15.1,15.4,15.1
Achraf Hakimi,67228634.0,13.2,14.0,12.9,14.1,13.7,14.9,14.7,13.3
Luka Jović,62113639.0,12.3,12.4,10.8,12.4,11.9,14.1,14.1,10.8
Diogo Jota,55083779.0,13.2,13.5,12.45,13.5,13.2,14.6,14.7,12.55
Harvey Barnes,28100207.0,13.0,13.1,10.8,12.8,13.0,14.4,14.4,11.7
Anthony Tarzia,2000626882.0,11.6,11.0,10.6,12.1,12.1,12.3,13.5,10.7
