Player,UID,FB,WB,IWB,CWB,NNFB
Vladimir Mendes,2000507409.0,13.8,12.15,12.65,12.15,14.2
Bronius Rukas,2000191907.0,11.85,12.4,11.75,13.0,10.05
Arthur,19259600.0,12.8,11.9,14.1,13.08,12.2
Mattias Lundquist,2000397734.0,9.95,10.5,9.05,10.69,9.6
Matthijs de Ligt,37055843.0,15.6,13.9,15.7,14.15,16.5
Federico Chiesa,43161651.0,12.15,13.15,11.95,13.35,11.95
Gaetano Pasqualone,2000567835.0,10.8,11.6,11.0,12.69,11.15
Andrey Yago,2000369870.0,15.0,14.6,14.4,14.38,14.5
Lucas Hernández,67197145.0,14.5,13.0,14.2,12.92,14.5
Riccardo Calafiori,43424738.0,13.6,13.7,13.5,13.69,13.2
Gabriel Brazão,19338228.0,10.6,8.0,10.35,8.42,10.9
Mateu Morey,67258408.0,13.9,13.55,14.0,13.96,13.1
Nico,67276127.0,13.6,12.8,14.3,13.62,13.15
Cassiano,2000410767.0,11.85,12.75,11.2,12.96,10.55
Tito Fernando,2000411765.0,11.1,11.15,10.75,11.96,10.8
Giulio Novellino,2000507837.0,12.7,12.6,11.9,12.62,11.95
Ronald Novoa,2000415595.0,10.75,10.85,9.95,11.5,8.7
Hugo Félix,83335589.0,10.55,10.95,11.35,11.96,9.4
Alex Meret,43140326.0,11.4,7.95,10.35,8.19,11.0
Merih Demiral,83176849.0,15.7,13.0,14.7,12.62,16.7
Rodrigo Bentancur,14094572.0,14.5,14.1,15.0,14.62,14.7
Achraf Hakimi,67228634.0,13.6,14.6,13.2,14.54,12.8
Luka Jović,62113639.0,10.2,10.4,10.0,11.08,10.0
Diogo Jota,55083779.0,12.05,12.45,12.15,12.88,12.05
Harvey Barnes,28100207.0,11.4,12.2,11.6,12.77,10.4
Anthony Tarzia,2000626882.0,10.95,11.75,10.05,11.96,10.25
