Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Vladimir Mendes,2000507409,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Bronius Rukas,2000191907,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Arthur,19259600,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Mattias Lundquist,2000397734,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Matthijs de Ligt,37055843,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Federico Chiesa,43161651,0,0,0,0,1,0,1,1,0,1,1,0,1,1
Gaetano Pasqualone,2000567835,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Andrey Yago,2000369870,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Lucas Hernández,67197145,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Riccardo Calafiori,43424738,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Gabriel Brazão,19338228,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateu Morey,67258408,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Nico,67276127,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Cassiano,2000410767,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Tito Fernando,2000411765,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Giulio Novellino,2000507837,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Ronald Novoa,2000415595,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Hugo Félix,83335589,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Alex Meret,43140326,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Merih Demiral,83176849,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Bentancur,14094572,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Achraf Hakimi,67228634,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Luka Jović,62113639,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Diogo Jota,55083779,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Harvey Barnes,28100207,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Anthony Tarzia,2000626882,0,0,0,0,0,0,0,0,0,0,1,0,0,1
