Player,UID,DM,AM,BWM,HB,SV,RGA
Vladimir Mendes,2000507409.0,13.5,13.85,13.85,14.15,12.8,10.9
Bronius Rukas,2000191907.0,10.7,10.5,10.5,10.4,11.6,13.7
Arthur,19259600.0,12.8,12.8,12.8,12.7,14.1,15.5
Mattias Lundquist,2000397734.0,9.1,8.75,8.75,10.0,9.4,11.2
Matthijs de Ligt,37055843.0,16.1,16.1,16.1,16.4,15.9,14.5
Federico Chiesa,43161651.0,11.35,11.25,11.25,12.25,11.95,13.2
Gaetano Pasqualone,2000567835.0,10.4,10.2,10.2,11.5,11.25,13.4
Andrey Yago,2000369870.0,14.6,14.1,14.1,14.4,14.2,14.5
Lucas Hernández,67197145.0,14.5,14.3,14.3,14.3,14.6,13.0
Riccardo Calafiori,43424738.0,13.4,13.2,13.2,13.2,13.6,13.8
Gabriel Brazão,19338228.0,11.15,10.75,10.75,11.45,10.8,10.3
Mateu Morey,67258408.0,13.3,13.3,13.3,13.3,13.8,14.2
Nico,67276127.0,13.7,13.2,13.2,13.2,13.95,15.5
Cassiano,2000410767.0,11.3,11.1,11.1,11.1,11.25,13.3
Tito Fernando,2000411765.0,11.15,10.45,10.45,11.4,11.4,13.7
Giulio Novellino,2000507837.0,12.4,11.6,11.6,12.0,12.05,13.45
Ronald Novoa,2000415595.0,9.55,9.85,9.85,9.45,10.1,11.85
Hugo Félix,83335589.0,10.1,10.15,10.15,10.2,11.1,13.55
Alex Meret,43140326.0,11.9,11.8,11.8,12.1,10.9,10.15
Merih Demiral,83176849.0,16.1,16.0,16.0,16.5,14.8,12.5
Rodrigo Bentancur,14094572.0,14.6,14.6,14.6,14.9,14.8,15.2
Achraf Hakimi,67228634.0,12.7,12.6,12.6,12.9,13.3,13.7
Luka Jović,62113639.0,9.9,9.9,9.9,10.8,10.4,12.6
Diogo Jota,55083779.0,11.55,11.35,11.35,12.45,12.45,13.9
Harvey Barnes,28100207.0,10.9,10.8,10.8,10.8,11.4,13.3
Anthony Tarzia,2000626882.0,10.25,9.85,9.85,10.6,10.15,11.5
