Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Vladimir Mendes,2000507409.0,14.33,14.88,14.5,9.17,6.5,11.33,12.0,13.58
Bronius Rukas,2000191907.0,5.83,15.0,18.0,15.5,12.5,16.5,12.5,11.08
Arthur,19259600.0,11.33,12.25,12.0,16.67,13.0,15.33,7.0,14.5
Mattias Lundquist,2000397734.0,4.67,14.38,16.0,11.67,13.67,12.17,9.0,10.83
Matthijs de Ligt,37055843.0,16.0,16.25,14.0,13.33,12.33,14.33,16.5,16.17
Federico Chiesa,43161651.0,8.17,14.0,15.5,14.0,13.67,14.33,7.5,12.83
Gaetano Pasqualone,2000567835.0,7.33,14.0,14.5,13.83,12.83,16.0,11.5,13.0
Andrey Yago,2000369870.0,13.0,16.5,17.0,13.0,12.0,14.67,8.0,15.33
Lucas Hernández,67197145.0,16.33,12.25,12.5,10.33,10.33,11.67,12.5,15.5
Riccardo Calafiori,43424738.0,12.33,14.25,14.5,13.0,12.67,13.33,13.5,13.33
Gabriel Brazão,19338228.0,7.0,12.88,9.5,8.5,7.83,7.67,13.0,13.33
Mateu Morey,67258408.0,12.0,13.75,15.5,14.33,11.0,15.0,6.5,14.0
Nico,67276127.0,12.33,15.25,15.0,16.33,12.17,15.17,14.25,14.0
Cassiano,2000410767.0,7.5,15.75,16.5,13.0,12.83,15.83,13.5,12.75
Tito Fernando,2000411765.0,6.67,14.88,15.0,12.83,16.33,14.17,13.5,12.42
Giulio Novellino,2000507837.0,9.0,14.75,16.5,14.5,11.67,13.17,11.0,13.67
Ronald Novoa,2000415595.0,5.17,12.0,14.5,13.17,11.17,14.5,6.5,10.67
Hugo Félix,83335589.0,6.33,13.0,14.0,15.33,13.0,16.17,7.0,10.92
Alex Meret,43140326.0,7.5,14.38,11.0,7.17,6.33,6.67,11.75,13.17
Merih Demiral,83176849.0,16.67,14.75,14.0,10.0,9.17,9.33,16.0,16.17
Rodrigo Bentancur,14094572.0,14.33,15.25,14.0,15.67,13.0,15.33,13.0,15.0
Achraf Hakimi,67228634.0,11.67,15.25,17.0,14.0,14.33,13.67,9.5,13.17
Luka Jović,62113639.0,4.67,14.25,14.0,12.67,16.67,13.0,13.0,13.33
Diogo Jota,55083779.0,7.5,14.0,15.0,14.67,16.33,14.67,8.5,13.83
Harvey Barnes,28100207.0,7.67,13.75,15.0,15.0,13.33,15.33,8.5,12.33
Anthony Tarzia,2000626882.0,5.83,14.25,16.5,12.33,13.0,14.67,12.0,12.0
