Player,UID,AF,CF,DLF,F9,P,PF,TM
Vladimir Mendes,2000507409.0,11.9,11.15,11.55,11.2,11.9,12.8,12.3
Bronius Rukas,2000191907.0,15.45,13.7,14.1,13.9,15.45,13.5,13.05
Arthur,19259600.0,13.2,13.9,15.4,15.1,13.2,12.1,12.6
Mattias Lundquist,2000397734.0,14.35,11.85,12.55,12.05,14.35,13.2,11.75
Matthijs de Ligt,37055843.0,14.2,14.8,15.2,13.8,14.2,14.7,15.0
Federico Chiesa,43161651.0,14.4,13.1,13.2,13.7,14.4,14.0,11.7
Gaetano Pasqualone,2000567835.0,13.5,13.65,13.45,13.7,13.5,12.75,13.2
Andrey Yago,2000369870.0,15.3,13.3,14.4,14.5,15.3,14.3,12.1
Lucas Hernández,67197145.0,11.8,11.7,12.6,12.1,11.8,11.7,11.9
Riccardo Calafiori,43424738.0,13.8,13.3,14.0,14.0,13.8,13.5,13.3
Gabriel Brazão,19338228.0,10.25,9.15,10.6,9.25,10.25,10.1,10.4
Mateu Morey,67258408.0,13.8,13.0,14.1,14.35,13.8,13.4,11.8
Nico,67276127.0,13.95,14.05,15.3,14.6,13.95,13.15,13.95
Cassiano,2000410767.0,15.5,13.2,14.1,14.45,15.5,13.2,13.5
Tito Fernando,2000411765.0,14.85,13.5,14.7,13.65,14.85,13.9,13.9
Giulio Novellino,2000507837.0,14.3,12.6,13.4,13.2,14.3,12.7,11.65
Ronald Novoa,2000415595.0,13.15,11.15,11.8,12.4,13.15,11.85,10.3
Hugo Félix,83335589.0,13.8,13.15,14.2,14.15,13.8,11.85,11.7
Alex Meret,43140326.0,10.45,8.7,10.75,8.7,10.45,10.45,10.35
Merih Demiral,83176849.0,12.05,12.45,12.9,11.2,12.05,14.15,13.15
Rodrigo Bentancur,14094572.0,14.2,14.7,15.3,15.0,14.2,14.4,14.3
Achraf Hakimi,67228634.0,15.3,13.4,14.2,14.6,15.3,14.5,13.1
Luka Jović,62113639.0,14.9,14.0,14.3,13.7,14.9,13.5,14.4
Diogo Jota,55083779.0,15.4,14.3,14.4,14.4,15.4,14.6,13.3
Harvey Barnes,28100207.0,14.0,13.1,13.8,14.1,14.0,12.7,12.0
Anthony Tarzia,2000626882.0,14.7,12.7,12.5,12.8,14.7,13.6,12.3
