Player,UID,WM,W,DW,IW,IF,WG
Vladimir Mendes,2000507409.0,11.45,11.8,13.1,11.0,10.9,11.83
Bronius Rukas,2000191907.0,12.5,14.7,10.2,15.15,14.6,14.33
Arthur,19259600.0,13.5,12.9,13.3,14.9,14.1,11.92
Mattias Lundquist,2000397734.0,10.2,13.25,8.55,11.9,12.3,12.54
Matthijs de Ligt,37055843.0,13.9,13.3,15.0,14.7,14.3,13.83
Federico Chiesa,43161651.0,13.25,14.6,11.85,14.1,14.0,13.42
Gaetano Pasqualone,2000567835.0,12.7,13.9,10.6,13.35,13.75,13.5
Andrey Yago,2000369870.0,13.9,14.8,14.0,14.9,14.4,13.67
Lucas Hernández,67197145.0,12.6,11.8,14.2,12.3,12.0,11.92
Riccardo Calafiori,43424738.0,13.6,14.0,13.5,13.9,13.5,13.92
Gabriel Brazão,19338228.0,8.95,9.0,10.2,10.2,10.05,9.67
Mateu Morey,67258408.0,13.95,13.95,13.55,14.7,13.9,12.71
Nico,67276127.0,13.3,13.55,13.0,14.95,14.3,13.67
Cassiano,2000410767.0,12.8,14.65,10.95,14.3,14.05,14.46
Tito Fernando,2000411765.0,12.05,13.55,10.2,13.7,14.35,13.54
Giulio Novellino,2000507837.0,12.6,14.2,11.6,13.85,13.55,13.67
Ronald Novoa,2000415595.0,11.55,13.6,10.05,12.95,12.8,12.42
Hugo Félix,83335589.0,12.2,12.75,10.2,14.2,13.4,11.79
Alex Meret,43140326.0,8.45,9.0,10.35,9.8,9.35,9.46
Merih Demiral,83176849.0,12.2,11.7,14.6,12.4,11.95,12.42
Rodrigo Bentancur,14094572.0,14.7,14.4,14.5,15.3,14.8,14.17
Achraf Hakimi,67228634.0,14.3,15.3,13.4,14.3,14.2,14.33
Luka Jović,62113639.0,11.7,13.3,9.8,13.0,13.5,13.25
Diogo Jota,55083779.0,13.25,14.5,11.75,14.4,14.8,13.5
Harvey Barnes,28100207.0,13.0,14.0,11.1,14.0,13.6,13.08
Anthony Tarzia,2000626882.0,11.8,13.9,9.75,13.3,13.8,13.58
