Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Kim Christian Høyenhall,2000182998.0,6.67,12.5,10.5,8.0,4.67,8.33,8.5,11.0
Piotr Jabłoński,2000623979.0,12.0,14.5,15.0,8.67,10.0,12.0,6.0,13.5
William Saliba,49039004.0,13.67,15.5,15.0,11.33,10.33,11.33,15.5,14.0
Robin Le Normand,48037162.0,14.67,14.0,13.5,10.33,8.33,11.33,15.0,14.17
Brandon Williams,28115834.0,12.33,13.5,15.5,10.33,11.67,12.67,10.5,14.0
Renato Pereira,2000190646.0,12.0,15.0,13.0,12.67,9.67,11.33,11.0,13.83
Ignacio Vallina,2000570634.0,13.33,14.5,14.5,14.33,10.67,14.0,13.5,15.67
Ayrton Tallura,2000274550.0,7.0,14.0,13.5,17.0,11.0,17.33,8.5,12.33
Luka Bransteter,2000054638.0,6.33,14.25,15.0,13.0,15.0,13.67,13.0,13.67
Adam Hlozek,31041522.0,6.33,14.25,16.0,12.67,13.33,13.33,12.0,11.5
Tibo De Vos,2000663034.0,7.0,13.5,16.0,12.67,12.67,14.0,10.0,11.83
David Carmo,83111598.0,13.0,13.25,12.0,11.67,10.67,11.33,14.5,13.67
Lukas Mohr,2000432897.0,14.0,14.0,14.5,9.33,8.33,11.33,13.0,13.17
John Bueno,2000419425.0,9.0,17.5,14.0,15.33,14.67,16.33,6.5,12.5
Denis Zakaria,98034601.0,13.33,14.0,14.0,12.0,11.33,12.33,13.0,13.83
Sergi Pascual,2000196434.0,13.33,15.25,13.5,13.33,14.0,13.67,14.0,13.17
Mikel Oyarzábal,67220143.0,12.0,14.0,13.5,16.0,15.67,15.33,11.5,14.5
Matthias Hasa,2000568032.0,5.33,13.75,15.0,14.33,9.67,16.0,10.0,10.83
Gabriel Martinelli,19351309.0,6.0,13.25,16.0,14.33,13.67,14.67,13.0,14.33
Gaetano Oristanio,43425611.0,7.33,14.0,14.5,15.0,13.67,14.67,10.0,12.33
Álex Remiro,67183918.0,6.0,11.25,11.5,9.33,6.0,9.0,9.0,12.67
José Gragera,67263880.0,12.33,12.0,12.0,12.33,10.0,13.0,15.0,13.67
António Silva,83320135.0,15.33,14.0,17.0,11.33,8.67,7.33,13.5,12.5
Kai Ocaña,2000194470.0,8.33,15.0,15.5,10.0,10.33,14.0,10.5,12.83
Paweł Brzyski,2000433744.0,10.0,13.75,14.5,14.0,11.67,12.33,14.0,14.67
John Damiano,2000435431.0,13.67,13.75,13.0,9.67,8.0,10.67,6.5,16.17
Felipe,2000510074.0,8.0,15.25,13.0,10.67,12.33,11.67,12.0,12.33
Pablo,2000572050.0,8.67,15.0,15.5,12.67,12.0,14.67,10.0,9.83
Souza,2000607666.0,15.0,15.5,14.0,12.33,9.67,11.0,15.0,15.33
Koldo Valencia,2000663358.0,7.67,11.0,14.5,11.33,10.67,12.67,6.5,12.0
Scott Diaz,2000706461.0,9.33,11.0,13.5,11.67,11.0,12.0,11.0,14.0
