Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Kim Christian Høyenhall,2000182998.0,16.0,10.0,1.0,13.5,11.0,9.33,9.33,9.5,13.5,7.5,13.0,8.75,8.8,9.67,12.25,11.0,2.0,12.5,12.0,4.67,2.0
Piotr Jabłoński,2000623979.0,3.0,12.67,9.0,12.0,12.0,10.67,11.33,15.0,12.0,12.0,12.5,12.75,11.4,12.33,15.0,14.33,10.0,12.0,11.5,9.67,11.0
William Saliba,49039004.0,16.0,13.67,15.0,14.0,12.5,12.33,11.67,14.0,14.0,11.0,14.5,13.5,12.8,14.0,15.25,14.0,10.0,12.5,16.0,11.0,13.0
Robin Le Normand,48037162.0,16.0,12.33,14.0,13.0,13.0,12.33,11.33,13.5,13.0,11.0,13.5,14.25,11.8,13.67,13.0,14.0,7.0,14.0,14.0,9.67,15.0
Brandon Williams,28115834.0,12.0,10.67,9.0,12.0,12.5,12.33,12.67,12.5,12.0,13.0,12.5,16.0,11.2,12.0,14.75,12.67,14.0,13.0,13.0,9.33,13.0
Renato Pereira,2000190646.0,13.0,13.0,9.0,13.5,13.0,13.33,11.67,13.5,13.5,11.5,12.5,14.0,13.0,12.67,14.75,13.67,10.0,14.5,15.5,11.33,11.0
Ignacio Vallina,2000570634.0,17.0,16.33,10.0,13.0,16.0,14.33,13.67,17.5,13.0,13.5,13.0,16.25,15.4,13.67,14.75,16.67,11.0,16.5,15.0,12.0,12.0
Ayrton Tallura,2000274550.0,8.0,15.0,9.0,10.0,18.0,14.67,14.67,13.5,10.0,18.0,10.5,14.75,15.0,9.0,14.25,13.67,14.0,18.5,12.0,11.33,7.0
Luka Bransteter,2000054638.0,14.0,12.33,12.0,10.5,14.0,14.0,10.67,11.5,10.5,13.5,13.5,14.25,13.2,9.0,15.0,12.0,16.0,11.5,13.5,13.67,6.0
Adam Hlozek,31041522.0,14.0,10.33,10.0,10.0,13.5,14.33,11.0,10.5,10.0,13.0,13.5,11.75,12.2,9.33,15.5,11.33,12.0,12.0,14.5,11.67,6.0
Tibo De Vos,2000663034.0,11.0,11.67,9.0,10.0,16.0,15.0,12.67,11.0,10.0,13.0,11.0,10.25,12.8,8.33,15.25,12.67,13.0,14.0,10.5,12.33,9.0
David Carmo,83111598.0,17.0,13.0,12.0,14.0,12.5,11.0,11.67,12.0,14.0,11.0,14.5,13.5,11.8,14.0,11.75,12.33,10.0,13.0,15.0,10.0,11.0
Lukas Mohr,2000432897.0,15.0,12.0,11.0,12.5,11.5,13.0,10.33,14.5,12.5,12.5,13.0,10.0,12.2,12.67,14.25,14.33,9.0,12.0,13.0,9.33,15.0
John Bueno,2000419425.0,5.0,14.0,8.0,12.0,17.0,15.67,14.67,15.0,12.0,15.5,11.5,11.75,15.0,10.67,16.5,14.67,17.0,15.5,17.0,14.0,9.0
