Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Kim Christian Høyenhall,2000182998.0,15.0,12.5,10.5,11.0,13.0,2.0,13.5,13.5
Piotr Jabłoński,2000623979.0,1.5,14.5,15.0,13.5,2.0,4.0,2.0,1.5
William Saliba,49039004.0,2.0,15.5,15.0,14.0,3.0,3.0,2.5,1.5
Robin Le Normand,48037162.0,3.5,14.0,13.5,14.17,2.0,2.0,1.5,1.5
Brandon Williams,28115834.0,2.5,13.5,15.5,14.0,2.0,3.0,1.5,3.0
Renato Pereira,2000190646.0,2.5,15.0,13.0,13.83,3.0,3.0,2.5,2.0
Ignacio Vallina,2000570634.0,1.5,14.5,14.5,15.67,3.0,2.0,2.5,1.0
Ayrton Tallura,2000274550.0,2.0,14.0,13.5,12.33,2.5,2.0,2.0,1.0
Luka Bransteter,2000054638.0,2.5,14.25,15.0,13.67,2.0,2.0,2.0,1.5
Adam Hlozek,31041522.0,2.5,14.25,16.0,11.5,2.0,2.0,1.5,1.5
Tibo De Vos,2000663034.0,2.0,13.5,16.0,11.83,2.0,3.0,2.5,2.0
David Carmo,83111598.0,1.0,13.25,12.0,13.67,2.0,1.0,1.0,1.0
Lukas Mohr,2000432897.0,2.5,14.0,14.5,13.17,3.0,3.0,1.0,1.5
John Bueno,2000419425.0,2.5,17.5,14.0,12.5,1.5,1.0,1.5,1.0
Denis Zakaria,98034601.0,1.0,14.0,14.0,13.83,3.0,2.0,2.5,2.0
Sergi Pascual,2000196434.0,2.0,15.25,13.5,13.17,2.0,2.0,3.5,3.0
Mikel Oyarzábal,67220143.0,1.5,14.0,13.5,14.5,2.0,2.0,1.5,3.5
Matthias Hasa,2000568032.0,2.0,13.75,15.0,10.83,2.0,3.0,1.5,2.5
Gabriel Martinelli,19351309.0,1.0,13.25,16.0,14.33,3.0,2.0,3.0,3.5
Gaetano Oristanio,43425611.0,2.0,14.0,14.5,12.33,2.5,2.0,1.0,2.5
Álex Remiro,67183918.0,15.0,11.25,11.5,12.67,14.0,8.0,14.0,15.0
José Gragera,67263880.0,2.5,12.0,12.0,13.67,1.5,1.0,2.0,2.0
António Silva,83320135.0,2.0,14.0,17.0,12.5,1.0,3.0,2.5,1.5
Kai Ocaña,2000194470.0,2.0,15.0,15.5,12.83,2.5,2.0,2.5,2.5
Paweł Brzyski,2000433744.0,3.0,13.75,14.5,14.67,1.0,3.0,2.0,1.5
John Damiano,2000435431.0,2.0,13.75,13.0,16.17,2.0,2.0,1.0,2.0
Felipe,2000510074.0,2.5,15.25,13.0,12.33,2.0,2.0,1.5,2.0
Pablo,2000572050.0,3.0,15.0,15.5,9.83,1.0,2.0,3.0,2.0
Souza,2000607666.0,2.5,15.5,14.0,15.33,2.0,1.0,2.5,2.0
Koldo Valencia,2000663358.0,2.5,11.0,14.5,12.0,1.5,2.0,3.0,2.0
Scott Diaz,2000706461.0,2.0,11.0,13.5,14.0,2.0,3.0,2.0,3.0
