Player,UID,AF,CF,DLF,F9,P,PF,TM
Kim Christian Høyenhall,2000182998.0,9.2,8.2,10.7,9.2,9.2,8.4,8.8
Piotr Jabłoński,2000623979.0,13.3,11.3,11.5,11.5,13.3,13.2,10.7
William Saliba,49039004.0,13.0,12.5,13.2,12.1,13.0,13.4,13.3
Robin Le Normand,48037162.0,11.5,12.1,12.3,10.9,11.5,12.9,12.6
Brandon Williams,28115834.0,13.4,11.6,12.1,12.2,13.4,13.7,12.1
Renato Pereira,2000190646.0,12.4,12.1,13.6,12.4,12.4,12.1,12.0
Ignacio Vallina,2000570634.0,13.1,13.9,15.0,14.2,13.1,14.3,14.0
Ayrton Tallura,2000274550.0,13.5,14.1,14.8,14.7,13.5,13.5,12.2
Luka Bransteter,2000054638.0,14.5,13.2,13.4,12.9,14.5,13.5,13.0
Adam Hlozek,31041522.0,14.1,12.0,12.8,12.1,14.1,13.0,12.5
Tibo De Vos,2000663034.0,14.1,12.3,13.0,12.8,14.1,12.4,11.9
David Carmo,83111598.0,11.4,12.4,12.9,11.6,11.4,12.2,12.8
Lukas Mohr,2000432897.0,12.2,10.6,12.0,11.4,12.2,11.6,11.1
John Bueno,2000419425.0,15.6,14.7,16.0,15.9,15.6,14.2,13.7
Denis Zakaria,98034601.0,13.0,12.7,13.2,12.6,13.0,13.7,12.7
Sergi Pascual,2000196434.0,14.0,14.3,16.0,14.4,14.0,13.1,13.8
Mikel Oyarzábal,67220143.0,14.7,15.5,15.5,15.3,14.7,14.5,14.3
Matthias Hasa,2000568032.0,13.1,12.5,13.1,13.3,13.1,12.2,11.9
Gabriel Martinelli,19351309.0,14.7,14.1,13.8,13.9,14.7,14.3,13.6
Gaetano Oristanio,43425611.0,14.1,13.5,14.8,14.5,14.1,12.4,12.9
Álex Remiro,67183918.0,8.9,9.2,11.4,9.4,8.9,9.3,9.6
José Gragera,67263880.0,11.3,13.0,12.8,12.1,11.3,12.2,12.4
António Silva,83320135.0,11.8,10.8,12.5,10.5,11.8,11.6,11.0
Kai Ocaña,2000194470.0,13.3,11.5,12.5,12.8,13.3,12.8,11.3
Paweł Brzyski,2000433744.0,13.4,13.8,14.0,13.2,13.4,12.7,13.0
John Damiano,2000435431.0,11.5,10.6,12.1,11.3,11.5,12.2,10.6
Felipe,2000510074.0,13.7,11.8,11.9,12.1,13.7,13.2,12.4
Pablo,2000572050.0,14.2,12.7,13.5,13.5,14.2,12.9,12.3
Souza,2000607666.0,13.2,12.6,13.5,13.2,13.2,13.4,13.4
Koldo Valencia,2000663358.0,11.8,10.7,10.4,10.8,11.8,11.3,9.4
Scott Diaz,2000706461.0,11.9,12.2,13.0,12.5,11.9,11.7,11.4
