Player,UID,AMC,AP,T,SS,AM,EG
Kim Christian Høyenhall,2000182998.0,10.2,8.9,10.2,8.9,9.7,8.7
Piotr Jabłoński,2000623979.0,13.4,12.7,13.4,12.9,12.9,12.2
William Saliba,49039004.0,13.1,12.6,13.1,11.9,12.4,12.3
Robin Le Normand,48037162.0,12.7,12.1,12.7,11.9,12.1,11.4
Brandon Williams,28115834.0,12.5,12.4,12.5,12.8,12.5,12.6
Renato Pereira,2000190646.0,13.2,13.1,13.2,12.3,13.0,13.0
Ignacio Vallina,2000570634.0,15.6,15.4,15.6,14.2,15.0,14.6
Ayrton Tallura,2000274550.0,15.1,16.0,15.1,14.8,15.9,16.2
Luka Bransteter,2000054638.0,12.9,13.2,12.9,13.3,13.2,13.6
Adam Hlozek,31041522.0,11.6,12.2,11.6,12.5,12.1,12.9
Tibo De Vos,2000663034.0,12.4,13.1,12.4,13.4,13.2,13.1
David Carmo,83111598.0,12.6,12.0,12.6,11.5,12.0,11.8
Lukas Mohr,2000432897.0,12.2,11.5,12.2,11.5,12.0,11.0
John Bueno,2000419425.0,15.3,16.0,15.3,15.8,16.0,16.4
Denis Zakaria,98034601.0,13.5,13.2,13.5,12.9,13.4,13.3
Sergi Pascual,2000196434.0,14.7,14.3,14.7,14.0,14.8,14.1
Mikel Oyarzábal,67220143.0,15.4,15.5,15.4,15.6,15.7,15.6
Matthias Hasa,2000568032.0,13.1,13.6,13.1,13.5,13.9,14.3
Gabriel Martinelli,19351309.0,14.0,14.3,14.0,14.4,14.5,14.4
Gaetano Oristanio,43425611.0,13.7,14.0,13.7,13.7,14.2,14.2
Álex Remiro,67183918.0,11.2,10.4,11.2,9.5,10.1,9.1
José Gragera,67263880.0,13.4,12.9,13.4,12.5,13.1,12.2
António Silva,83320135.0,11.4,10.7,11.4,9.7,10.8,9.9
Kai Ocaña,2000194470.0,12.9,12.4,12.9,12.3,12.8,12.9
Paweł Brzyski,2000433744.0,13.5,13.5,13.5,13.2,14.0,13.3
John Damiano,2000435431.0,13.4,12.2,13.4,11.7,12.2,10.9
Felipe,2000510074.0,12.3,12.4,12.3,12.6,12.4,13.1
Pablo,2000572050.0,13.1,13.4,13.1,13.3,13.7,14.2
Souza,2000607666.0,13.8,13.2,13.8,12.7,13.5,13.0
Koldo Valencia,2000663358.0,11.6,12.1,11.6,11.9,11.6,12.0
Scott Diaz,2000706461.0,12.5,12.3,12.5,12.2,12.7,11.5
