Player,UID,FB,WB,IWB,CWB,NNFB
Pedro Javier López,2000202554.0,9.45,6.65,8.7,7.12,8.95
Nikola Colic,2000212623.0,14.4,12.4,13.55,12.35,13.9
Ramón Santos,2000440896.0,13.65,12.05,12.25,11.38,12.45
Xabier Gourgues,2000663362.0,13.0,11.2,12.0,10.92,13.0
Jordi,2000513013.0,14.15,12.45,13.8,12.73,13.7
Bart Ramselaar,37045888.0,12.35,12.1,12.5,12.54,11.25
Pierre Kunde,67211690.0,12.0,12.05,12.1,11.85,13.25
Alberto Leon Fernández,2000631656.0,10.15,10.95,8.8,10.85,8.3
Laure,2000631655.0,11.2,11.35,12.2,12.65,11.25
Yann Karamoh,85144982.0,8.65,9.7,8.25,10.5,7.4
Roberto,2000440887.0,11.25,11.25,10.6,11.73,9.2
Manu Sánchez,67284340.0,13.25,11.6,13.1,11.62,13.15
Silvan Hefti,98038279.0,13.45,12.1,13.1,12.08,13.85
Eugenio,2000632614.0,11.45,11.3,10.05,11.54,9.25
Uğur Özbay,2000432893.0,12.9,11.1,12.1,10.69,12.2
Carlos Abraham,2000440884.0,14.1,12.15,13.25,11.88,13.1
Juan Artola,67260216.0,10.75,11.35,10.9,11.42,9.2
Mama Baldé,55070279.0,10.85,10.95,10.05,10.88,10.05
Santi Comesaña,67224142.0,12.1,11.2,12.15,11.35,11.9
Javi Martínez,67249495.0,10.95,10.4,11.6,11.0,10.25
Gaizka Larrazabal,67256616.0,11.6,11.6,11.3,11.69,11.45
Jon Moncayola,67267210.0,12.7,11.05,12.6,11.54,12.75
Julio Villalba,79028819.0,9.8,9.65,10.0,10.54,10.55
Álvaro García,89062864.0,11.8,10.8,12.35,11.12,11.8
Samy Chouchane,2000010841.0,12.3,11.05,12.15,11.58,11.85
Alex Hernando,2000197164.0,10.25,7.2,8.0,6.46,9.35
José Alberto Nieto,2000197171.0,11.25,11.6,11.6,12.08,10.35
Mohamed Cissé,2000565877.0,11.8,12.1,10.9,12.31,11.4
