Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Pedro Javier López,2000202554.0,5.17,12.25,10.5,6.67,5.5,7.33,9.25,13.25
Nikola Colic,2000212623.0,14.67,13.88,13.0,8.83,7.5,11.0,11.0,14.75
Ramón Santos,2000440896.0,13.0,14.0,14.75,10.0,7.0,9.5,12.5,13.25
Xabier Gourgues,2000663362.0,12.33,13.25,13.5,8.33,9.33,10.0,15.0,14.5
Jordi,2000513013.0,14.33,13.62,13.75,12.33,8.33,11.67,13.0,13.25
Bart Ramselaar,37045888.0,8.83,12.5,13.5,13.33,11.83,14.33,10.5,13.42
Pierre Kunde,67211690.0,11.83,13.12,12.0,11.33,12.5,10.33,10.0,12.83
Alberto Leon Fernández,2000631656.0,6.33,12.75,17.0,11.5,10.17,12.5,9.5,9.75
Laure,2000631655.0,8.83,12.5,11.5,13.67,11.17,15.5,6.5,14.17
Yann Karamoh,85144982.0,5.0,11.12,15.0,12.33,12.83,13.0,11.0,9.5
Roberto,2000440887.0,5.67,14.25,15.5,15.67,16.33,14.0,8.0,11.92
Manu Sánchez,67284340.0,12.67,12.5,14.0,10.0,10.17,9.83,10.0,13.75
Silvan Hefti,98038279.0,13.33,13.0,13.0,10.0,9.83,9.83,11.0,12.75
Eugenio,2000632614.0,6.67,13.25,16.0,11.67,11.33,12.33,7.5,12.08
Uğur Özbay,2000432893.0,12.0,13.75,12.0,8.67,8.0,7.67,12.0,12.17
Carlos Abraham,2000440884.0,13.33,12.75,11.5,9.33,8.83,10.0,9.0,14.42
Juan Artola,67260216.0,10.0,9.75,13.0,12.83,11.67,12.67,7.5,11.42
Mama Baldé,55070279.0,7.83,11.62,14.0,11.67,10.0,11.33,8.5,10.67
Santi Comesaña,67224142.0,12.0,11.0,11.75,12.33,11.33,11.0,12.0,12.92
Javi Martínez,67249495.0,8.5,12.25,11.0,14.0,11.17,12.67,9.5,12.08
Gaizka Larrazabal,67256616.0,8.33,13.0,13.5,12.83,11.17,11.83,9.5,11.67
Jon Moncayola,67267210.0,12.17,11.88,12.5,12.33,10.17,11.0,11.0,13.17
Julio Villalba,79028819.0,5.17,12.62,12.0,13.0,12.83,12.67,12.0,13.17
Álvaro García,89062864.0,14.33,9.88,11.5,11.17,7.17,9.67,10.5,12.08
Samy Chouchane,2000010841.0,11.67,10.38,13.0,9.33,8.5,11.0,7.5,11.92
Alex Hernando,2000197164.0,5.17,9.25,12.0,6.0,5.17,3.0,6.75,13.25
José Alberto Nieto,2000197171.0,8.17,12.5,12.5,13.0,13.5,15.67,7.5,12.42
Mohamed Cissé,2000565877.0,7.33,14.5,15.5,11.33,14.0,14.0,9.0,12.17
