Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Pedro Javier López,2000202554,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikola Colic,2000212623,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ramón Santos,2000440896,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Xabier Gourgues,2000663362,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jordi,2000513013,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Bart Ramselaar,37045888,0,0,0,0,0,0,0,1,1,1,0,1,1,0
Pierre Kunde,67211690,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Alberto Leon Fernández,2000631656,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Laure,2000631655,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Yann Karamoh,85144982,0,0,0,0,0,0,0,1,0,1,1,0,1,1
Roberto,2000440887,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Manu Sánchez,67284340,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Silvan Hefti,98038279,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Eugenio,2000632614,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Uğur Özbay,2000432893,0,0,0,1,0,1,1,0,1,0,0,0,0,0
Carlos Abraham,2000440884,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Juan Artola,67260216,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Mama Baldé,55070279,0,1,0,0,0,0,0,1,0,0,1,0,1,1
Santi Comesaña,67224142,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Javi Martínez,67249495,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Gaizka Larrazabal,67256616,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Jon Moncayola,67267210,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Julio Villalba,79028819,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Álvaro García,89062864,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Samy Chouchane,2000010841,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Alex Hernando,2000197164,1,0,0,0,0,0,0,0,0,0,0,0,0,0
José Alberto Nieto,2000197171,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Mohamed Cissé,2000565877,0,0,0,0,0,0,0,0,0,0,1,0,0,1
