Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Pedro Javier López,2000202554.0,17.0,10.17,1.5,11.5,8.75,11.0,7.67,12.5,11.5,8.5,13.5,10.5,10.0,8.5,12.12,12.83,2.5,10.5,10.0,5.67,2.0
Nikola Colic,2000212623.0,12.0,11.83,10.0,12.75,12.25,12.0,10.67,14.0,12.75,10.25,13.0,13.12,11.4,13.5,13.5,14.17,7.5,12.0,13.5,8.17,14.0
Ramón Santos,2000440896.0,14.0,13.67,11.0,10.75,9.25,11.83,8.0,14.75,10.75,9.5,11.0,11.38,12.7,11.17,15.0,14.17,10.0,9.0,12.5,6.5,14.0
Xabier Gourgues,2000663362.0,17.0,12.67,13.0,12.0,10.0,10.67,8.33,12.5,12.0,10.0,12.5,13.75,11.0,12.0,13.25,13.33,8.0,10.0,13.0,8.0,13.0
Jordi,2000513013.0,16.0,12.0,10.0,12.75,13.0,13.17,12.33,13.75,12.75,12.0,13.5,11.88,12.5,12.83,13.5,13.5,9.0,15.0,13.75,8.83,15.0
Bart Ramselaar,37045888.0,11.0,13.5,10.0,10.0,14.75,14.0,12.83,12.0,10.0,14.5,13.5,11.75,13.4,9.67,13.62,13.17,15.5,14.0,11.0,10.33,9.5
Pierre Kunde,67211690.0,10.0,11.17,10.0,12.5,10.25,10.0,10.5,10.75,12.5,10.0,11.25,16.88,10.6,11.33,13.0,10.67,13.5,11.25,14.75,11.5,13.0
Alberto Leon Fernández,2000631656.0,12.0,10.17,7.0,7.0,11.5,12.17,9.0,10.0,7.0,12.75,8.5,9.88,11.3,7.0,16.25,10.17,13.5,9.75,11.0,7.33,8.0
Laure,2000631655.0,6.0,11.17,7.0,11.25,17.5,13.83,13.67,15.5,11.25,13.75,11.0,14.88,13.1,10.5,11.75,13.5,12.5,16.0,11.25,13.33,8.0
Yann Karamoh,85144982.0,13.0,10.17,9.0,11.5,13.25,10.0,13.5,9.75,11.5,13.0,10.75,8.88,10.4,8.5,14.0,9.33,11.5,13.25,11.75,13.17,3.0
Roberto,2000440887.0,9.0,15.17,7.0,11.25,12.25,15.83,11.5,13.25,11.25,15.5,12.25,10.38,15.1,9.17,15.88,14.67,16.5,14.5,13.0,12.33,7.0
Manu Sánchez,67284340.0,8.0,12.5,12.0,12.25,10.5,10.33,10.5,12.75,12.25,8.5,14.25,13.0,11.0,12.5,13.0,13.0,7.5,11.25,13.0,9.17,13.0
Silvan Hefti,98038279.0,12.0,12.5,10.0,13.75,11.5,10.0,11.83,12.75,13.75,8.5,13.75,13.75,11.0,13.5,12.5,12.67,7.5,11.75,13.5,9.17,14.0
Eugenio,2000632614.0,6.0,13.0,9.0,10.5,12.5,13.67,11.67,15.5,10.5,11.5,9.75,10.5,13.4,9.17,15.75,14.67,12.0,11.5,13.0,10.33,4.5
Uğur Özbay,2000432893.0,14.0,12.0,10.0,11.5,9.0,10.67,9.0,14.0,11.5,7.5,11.5,11.5,11.2,11.33,12.5,13.33,7.0,10.0,14.0,7.33,13.0
