Match,Player,UID
#GK,Pedro Javier López,2000202554
#GK,Alex Hernando,2000197164
#DR,Nikola Colic,2000212623
#DR,Ramón Santos,2000440896
#DR,Silvan Hefti,98038279
#DR,Carlos Abraham,2000440884
#DR,Mama Baldé,55070279
#DC,Nikola Colic,2000212623
#DC,Ramón Santos,2000440896
#DC,Xabier Gourgues,2000663362
#DC,Jordi,2000513013
#DC,Silvan Hefti,98038279
#DC,Carlos Abraham,2000440884
#DC,Santi Comesaña,67224142
#DC,Álvaro García,89062864
#DL,Jordi,2000513013
#DL,Manu Sánchez,67284340
#DL,Uğur Özbay,2000432893
#DM,Ramón Santos,2000440896
#DM,Pierre Kunde,67211690
#DM,Uğur Özbay,2000432893
#DM,Carlos Abraham,2000440884
#DM,Santi Comesaña,67224142
#DM,Javi Martínez,67249495
#DM,Jon Moncayola,67267210
#DM,Álvaro García,89062864
#DM,Samy Chouchane,2000010841
#WBL,Jordi,2000513013
#WBL,Manu Sánchez,67284340
#WBL,Uğur Özbay,2000432893
#MR,Bart Ramselaar,37045888
#MR,Alberto Leon Fernández,2000631656
#MR,Yann Karamoh,85144982
#MR,Eugenio,2000632614
#MR,Juan Artola,67260216
#MR,Mama Baldé,55070279
#MR,Gaizka Larrazabal,67256616
#MC,Bart Ramselaar,37045888
#MC,Pierre Kunde,67211690
#MC,Laure,2000631655
#MC,Uğur Özbay,2000432893
#MC,Carlos Abraham,2000440884
#MC,Juan Artola,67260216
#MC,Santi Comesaña,67224142
#MC,Javi Martínez,67249495
#MC,Jon Moncayola,67267210
#MC,Álvaro García,89062864
#MC,Samy Chouchane,2000010841
#MC,José Alberto Nieto,2000197171
#ML,Bart Ramselaar,37045888
#ML,Yann Karamoh,85144982
#ML,Juan Artola,67260216
#ML,José Alberto Nieto,2000197171
#AMR,Alberto Leon Fernández,2000631656
#AMR,Yann Karamoh,85144982
#AMR,Roberto,2000440887
#AMR,Eugenio,2000632614
#AMR,Juan Artola,67260216
#AMR,Mama Baldé,55070279
#AMR,Gaizka Larrazabal,67256616
#AMR,Julio Villalba,79028819
#AMR,Mohamed Cissé,2000565877
#AMC,Bart Ramselaar,37045888
#AMC,Pierre Kunde,67211690
#AMC,Laure,2000631655
#AMC,Roberto,2000440887
#AMC,Juan Artola,67260216
#AMC,Javi Martínez,67249495
#AMC,Julio Villalba,79028819
#AMC,José Alberto Nieto,2000197171
#AML,Bart Ramselaar,37045888
#AML,Yann Karamoh,85144982
#AML,Juan Artola,67260216
#AML,Mama Baldé,55070279
#AML,José Alberto Nieto,2000197171
#STC,Alberto Leon Fernández,2000631656
#STC,Yann Karamoh,85144982
#STC,Roberto,2000440887
#STC,Eugenio,2000632614
#STC,Juan Artola,67260216
#STC,Mama Baldé,55070279
#STC,Julio Villalba,79028819
#STC,Mohamed Cissé,2000565877
