Player,UID,CD,BPD,NNCB,Lib
Pedro Javier López,2000202554.0,8.8,8.5,8.7,8.1
Nikola Colic,2000212623.0,13.7,13.2,13.1,12.5
Ramón Santos,2000440896.0,12.9,12.05,12.35,11.55
Xabier Gourgues,2000663362.0,13.7,12.7,13.5,11.3
Jordi,2000513013.0,13.55,13.75,13.4,13.3
Bart Ramselaar,37045888.0,11.05,11.35,10.55,12.8
Pierre Kunde,67211690.0,11.75,11.3,12.45,11.6
Alberto Leon Fernández,2000631656.0,8.25,8.5,8.1,9.15
Laure,2000631655.0,9.85,10.3,9.45,11.95
Yann Karamoh,85144982.0,8.4,8.95,8.2,9.35
Roberto,2000440887.0,8.75,9.4,8.3,11.1
Manu Sánchez,67284340.0,12.55,12.65,12.65,12.2
Silvan Hefti,98038279.0,12.95,12.55,13.15,12.0
Eugenio,2000632614.0,9.15,9.15,8.25,9.85
Uğur Özbay,2000432893.0,11.8,11.5,11.4,10.6
Carlos Abraham,2000440884.0,12.7,12.1,11.7,12.15
Juan Artola,67260216.0,9.15,10.1,8.9,11.5
Mama Baldé,55070279.0,9.3,9.2,9.35,10.25
Santi Comesaña,67224142.0,12.25,12.35,12.1,12.15
Javi Martínez,67249495.0,10.25,10.65,9.65,11.7
Gaizka Larrazabal,67256616.0,10.55,10.5,10.55,11.15
Jon Moncayola,67267210.0,12.25,12.0,12.25,11.8
Julio Villalba,79028819.0,10.15,9.6,10.45,10.1
Álvaro García,89062864.0,11.5,12.2,11.9,12.3
Samy Chouchane,2000010841.0,10.15,11.15,10.65,11.35
Alex Hernando,2000197164.0,9.4,7.1,8.4,6.3
José Alberto Nieto,2000197171.0,9.35,10.25,9.25,12.0
Mohamed Cissé,2000565877.0,10.1,10.2,10.4,10.8
