Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Pedro Javier López,2000202554.0,9.25,9.25,9.25,9.25,7.35,7.35,8.6,8.6,7.67,7.67
Nikola Colic,2000212623.0,11.8,11.8,11.8,11.8,11.7,11.7,11.55,11.55,11.58,11.58
Ramón Santos,2000440896.0,11.3,11.3,11.3,11.3,11.9,11.9,10.3,10.3,12.0,12.0
Xabier Gourgues,2000663362.0,11.0,11.0,11.0,11.0,10.7,10.7,10.8,10.8,11.42,11.42
Jordi,2000513013.0,12.65,12.65,12.65,12.65,12.0,12.0,12.15,12.15,12.17,12.17
Bart Ramselaar,37045888.0,14.05,14.05,14.05,14.05,13.3,13.3,13.5,13.5,12.83,12.83
Pierre Kunde,67211690.0,11.85,11.85,11.85,11.85,12.25,12.25,11.9,11.9,11.88,11.88
Alberto Leon Fernández,2000631656.0,11.1,11.1,11.1,11.1,12.95,12.95,10.8,10.8,12.38,12.38
Laure,2000631655.0,14.45,14.45,14.45,14.45,12.65,12.65,14.15,14.15,11.62,11.62
Yann Karamoh,85144982.0,10.55,10.55,10.55,10.55,11.95,11.95,10.8,10.8,11.79,11.79
Roberto,2000440887.0,14.1,14.1,14.1,14.1,14.5,14.5,14.3,14.3,13.42,13.42
Manu Sánchez,67284340.0,11.5,11.5,11.5,11.5,10.75,10.75,11.35,11.35,10.62,10.62
Silvan Hefti,98038279.0,11.4,11.4,11.4,11.4,11.55,11.55,11.05,11.05,11.46,11.46
Eugenio,2000632614.0,12.2,12.2,12.2,12.2,14.0,14.0,12.3,12.3,12.92,12.92
Uğur Özbay,2000432893.0,11.0,11.0,11.0,11.0,10.8,10.8,10.5,10.5,11.0,11.0
Carlos Abraham,2000440884.0,12.45,12.45,12.45,12.45,11.7,11.7,12.4,12.4,11.25,11.25
Juan Artola,67260216.0,12.1,12.1,12.1,12.1,11.75,11.75,11.5,11.5,11.04,11.04
Mama Baldé,55070279.0,11.55,11.55,11.55,11.55,12.25,12.25,10.95,10.95,11.62,11.62
Santi Comesaña,67224142.0,11.65,11.65,11.65,11.65,11.1,11.1,11.35,11.35,11.25,11.25
Javi Martínez,67249495.0,12.75,12.75,12.75,12.75,11.6,11.6,12.2,12.2,11.25,11.25
Gaizka Larrazabal,67256616.0,12.65,12.65,12.65,12.65,12.8,12.8,12.4,12.4,12.25,12.25
Jon Moncayola,67267210.0,11.45,11.45,11.45,11.45,11.35,11.35,11.3,11.3,11.29,11.29
Julio Villalba,79028819.0,12.25,12.25,12.25,12.25,12.35,12.35,12.2,12.2,12.29,12.29
Álvaro García,89062864.0,10.6,10.6,10.6,10.6,9.1,9.1,10.15,10.15,9.33,9.33
Samy Chouchane,2000010841.0,11.6,11.6,11.6,11.6,10.45,10.45,11.65,11.65,9.96,9.96
Alex Hernando,2000197164.0,7.25,7.25,7.25,7.25,8.5,8.5,6.8,6.8,8.21,8.21
José Alberto Nieto,2000197171.0,14.55,14.55,14.55,14.55,13.0,13.0,14.5,14.5,12.08,12.08
Mohamed Cissé,2000565877.0,13.2,13.2,13.2,13.2,13.8,13.8,13.6,13.6,13.0,13.0
