Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Pedro Javier López,2000202554.0,11.85,9.5,9.55,9.9,10.5,9.75,9.9,10.1
Nikola Colic,2000212623.0,12.65,11.8,13.8,13.15,13.1,11.05,11.6,14.15
Ramón Santos,2000440896.0,11.7,10.95,12.8,11.9,12.15,10.85,11.75,12.75
Xabier Gourgues,2000663362.0,11.7,10.5,13.1,11.5,11.7,10.4,11.1,12.3
Jordi,2000513013.0,13.8,12.7,13.65,13.45,13.6,11.8,12.4,14.2
Bart Ramselaar,37045888.0,13.15,13.25,11.5,13.3,13.1,13.6,14.0,12.65
Pierre Kunde,67211690.0,11.2,11.35,13.45,12.05,11.9,11.1,11.85,12.15
Alberto Leon Fernández,2000631656.0,9.2,9.4,8.6,10.05,9.7,11.1,12.1,9.1
Laure,2000631655.0,13.1,12.95,11.65,14.45,14.3,13.55,13.75,13.3
Yann Karamoh,85144982.0,11.0,11.05,8.25,10.25,10.2,11.9,11.75,8.85
Roberto,2000440887.0,12.9,11.6,10.2,13.05,12.7,13.8,14.85,11.45
Manu Sánchez,67284340.0,12.25,11.85,13.05,11.85,12.3,11.35,11.4,13.15
Silvan Hefti,98038279.0,12.35,11.65,13.95,12.35,12.7,11.45,10.9,13.25
Eugenio,2000632614.0,11.55,11.35,10.3,12.7,12.4,12.4,12.8,11.6
Uğur Özbay,2000432893.0,11.6,10.4,12.4,11.9,12.3,10.2,10.4,12.7
Carlos Abraham,2000440884.0,12.35,11.75,13.55,13.9,13.5,11.1,11.8,14.5
Juan Artola,67260216.0,11.2,11.7,9.4,11.35,11.2,12.4,12.35,11.05
Mama Baldé,55070279.0,10.35,10.35,10.45,11.1,10.95,11.3,11.6,10.1
Santi Comesaña,67224142.0,12.25,11.75,12.0,11.9,11.95,11.85,11.7,12.2
Javi Martínez,67249495.0,12.75,12.35,10.9,12.4,12.6,12.5,12.8,12.15
Gaizka Larrazabal,67256616.0,12.0,12.1,11.7,12.45,12.3,12.2,12.35,11.65
Jon Moncayola,67267210.0,13.2,11.85,13.35,12.55,13.2,11.5,11.05,13.15
Julio Villalba,79028819.0,11.8,11.25,11.65,12.05,12.1,12.4,12.75,10.85
Álvaro García,89062864.0,11.75,11.7,11.0,10.95,11.3,10.65,10.8,11.95
Samy Chouchane,2000010841.0,11.45,11.45,12.15,12.7,12.6,11.15,10.85,13.25
Alex Hernando,2000197164.0,9.15,7.15,10.65,8.7,9.1,6.4,6.8,9.7
José Alberto Nieto,2000197171.0,12.65,12.85,10.7,13.6,13.2,13.6,14.7,12.45
Mohamed Cissé,2000565877.0,12.1,11.7,11.6,12.6,12.2,13.3,13.4,11.5
