Player,UID,AMC,AP,T,SS,AM,EG
Koke Vegas,67196252.0,9.6,8.6,9.6,7.95,8.8,7.5
Clement Nwabueze,2000710897.0,13.1,12.3,13.1,11.6,12.2,11.7
Eugene Kulakov,2000434056.0,11.5,10.6,11.5,10.7,11.3,10.4
Fajar Bayhaqi,2000439532.0,13.5,13.0,13.5,12.4,13.2,12.0
Imanol,67276239.0,11.9,11.3,11.9,11.7,11.65,10.7
José,2000570829.0,14.2,14.8,14.2,14.5,14.95,14.85
Jean-Victor Makengo,85144993.0,12.5,12.75,12.5,11.85,12.6,12.55
Emiel Janssens-Callewaert,2000189953.0,12.15,12.75,12.15,13.1,12.75,13.5
Beñat Sanz,2000439251.0,14.1,14.4,14.1,13.3,14.1,14.4
Carlos Hernandez,2000511264.0,14.0,14.2,14.0,14.0,14.0,13.6
Anders Nygaard,2000569028.0,14.3,14.3,14.3,13.6,13.9,14.1
Alfredo Iglesias,2000194460.0,10.05,9.35,10.05,7.35,9.0,7.8
Jordan Torunarigha,91137260.0,11.4,11.7,11.4,11.2,11.5,12.1
Gil Dias,55082920.0,11.8,12.1,11.8,12.2,12.6,12.7
Marian Vasilache,2000328740.0,11.35,11.5,11.35,12.3,11.9,11.9
Paul Akouokou,33066648.0,12.8,12.35,12.8,11.4,11.95,11.55
Javi Galán,67243881.0,14.0,13.9,14.0,13.4,14.0,13.7
Isaiah Álvarez,2000630129.0,12.75,13.15,12.75,13.4,13.05,13.05
Nikola Katic,24047814.0,10.2,9.7,10.2,10.3,10.15,9.95
Enzo Loiodice,49045906.0,14.25,13.95,14.25,13.25,14.25,13.7
Thomas Michel,2000434743.0,11.45,11.45,11.45,11.55,12.15,11.65
Jose Alcaide,2000437774.0,13.1,12.2,13.1,11.9,12.5,11.6
Leo Díaz,2000630127.0,13.4,13.6,13.4,13.3,13.4,14.2
Adailson,2000664048.0,11.2,12.0,11.2,11.9,12.3,12.65
