Player,UID,Position
Koke Vegas,67196252,GK
Clement Nwabueze,2000710897,"D (RC), DM"
Eugene Kulakov,2000434056,"D (RC), DM"
Fajar Bayhaqi,2000439532,D/M (C)
Imanol,67276239,"D (LC), WB (L)"
José,2000570829,M/AM (C)
0,85144993,"DM, M (C)"
0,2000189953,"AM (R), ST (C)"
Beñat Sanz,2000439251,M/AM (C)
Carlos Hernandez,2000511264,"AM (RL), ST (C)"
Anders Nygaard,2000569028,"AM (RC), ST (C)"
Alfredo Iglesias,2000194460,GK
Jordan Torunarigha,91137260,D (LC)
Gil Dias,55082920,"D (L), M (R), AM (RLC)"
Marian Vasilache,2000328740,ST (C)
Paul Akouokou,33066648,"DM, M (C)"
Javi Galán,67243881,D/WB/M/AM (L)
Isaiah Álvarez,2000630129,"M/AM (L), ST (C)"
Nikola Katic,24047814,D (RLC)
Enzo Loiodice,49045906,"M (C), AM (LC)"
Thomas Michel,2000434743,M/AM (L)
Jose Alcaide,2000437774,D (RL)
Leo Díaz,2000630127,"M (C), AM (RC)"
Adailson,2000664048,M/AM (L)
