Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Koke Vegas,67196252.0,5.67,11.12,8.75,7.83,5.67,7.17,11.5,12.75
Clement Nwabueze,2000710897.0,13.67,14.5,13.0,9.67,9.33,11.0,12.5,13.17
Eugene Kulakov,2000434056.0,13.33,13.75,13.0,9.0,9.0,10.33,13.5,12.83
Fajar Bayhaqi,2000439532.0,11.67,12.75,10.5,11.33,8.67,12.0,10.0,14.5
Imanol,67276239.0,14.0,12.0,13.0,9.5,8.5,11.5,10.5,14.08
José,2000570829.0,8.17,12.5,12.5,15.83,12.33,15.83,7.5,12.08
Jean-Victor Makengo,85144993.0,11.0,12.12,14.0,13.0,11.5,13.0,7.0,12.25
Emiel Janssens-Callewaert,2000189953.0,7.17,12.88,14.5,12.33,14.5,13.67,11.5,9.83
Beñat Sanz,2000439251.0,6.0,12.5,11.0,16.33,12.0,13.0,9.5,12.0
Carlos Hernandez,2000511264.0,6.5,13.5,17.5,12.67,14.0,14.0,8.5,13.33
Anders Nygaard,2000569028.0,6.0,14.0,12.5,14.33,15.33,13.0,11.0,13.33
Alfredo Iglesias,2000194460.0,6.17,11.0,10.25,9.67,3.0,4.33,8.5,12.17
Jordan Torunarigha,91137260.0,14.0,11.75,14.0,12.67,11.0,11.67,15.0,12.5
Gil Dias,55082920.0,7.5,11.38,13.0,12.5,11.83,13.33,10.0,10.58
Marian Vasilache,2000328740.0,5.83,14.75,12.5,9.33,12.0,13.0,14.5,11.75
Paul Akouokou,33066648.0,14.0,13.5,13.0,11.0,8.5,10.5,13.75,13.5
Javi Galán,67243881.0,13.67,11.25,12.25,13.33,11.33,13.5,7.5,14.58
Isaiah Álvarez,2000630129.0,7.83,12.5,14.0,11.67,12.67,12.5,9.5,10.5
Nikola Katic,24047814.0,12.67,11.75,9.5,7.33,8.83,10.33,17.0,12.92
Enzo Loiodice,49045906.0,11.67,13.12,11.25,14.33,11.5,13.83,5.5,12.42
Thomas Michel,2000434743.0,7.5,12.88,13.5,10.0,8.67,12.33,11.0,10.67
Jose Alcaide,2000437774.0,13.67,13.5,12.75,10.33,10.0,9.5,10.5,15.58
Leo Díaz,2000630127.0,8.33,12.75,17.0,13.67,12.33,16.33,6.0,11.5
Adailson,2000664048.0,5.67,11.62,15.5,13.33,10.17,12.5,5.0,9.33
