Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Koke Vegas,67196252.0,14.0,11.83,9.0,12.75,9.0,9.33,6.67,11.75,12.75,5.5,13.25,12.12,10.0,9.17,10.0,12.33,2.0,9.0,11.25,3.33,3.0
Clement Nwabueze,2000710897.0,9.0,12.67,16.0,13.0,11.5,10.33,11.67,16.0,13.0,11.5,12.5,11.75,11.8,13.33,14.25,14.0,10.0,12.5,13.5,9.33,13.0
Eugene Kulakov,2000434056.0,17.0,12.0,10.0,12.0,11.5,10.0,9.0,11.5,12.0,8.5,13.0,11.0,10.4,12.33,13.0,12.33,9.0,10.5,14.0,7.0,16.0
Fajar Bayhaqi,2000439532.0,11.0,14.67,9.0,12.0,13.0,13.0,10.0,15.5,12.0,12.0,12.0,12.5,13.6,12.33,10.75,15.33,9.0,13.0,11.0,11.0,9.0
Imanol,67276239.0,10.0,10.83,11.0,10.75,12.5,12.33,11.33,14.0,10.75,11.25,10.5,14.38,11.4,12.17,13.25,13.5,8.5,12.5,11.25,10.17,13.0
José,2000570829.0,7.0,13.83,8.0,11.0,17.0,15.67,12.5,13.5,11.0,15.75,11.5,11.38,14.8,10.33,13.62,13.83,12.0,16.5,11.0,12.0,6.5
Jean-Victor Makengo,85144993.0,6.5,13.5,7.5,13.75,13.5,12.33,11.17,12.25,13.75,12.5,12.75,13.5,12.9,12.0,13.38,12.5,13.0,12.5,11.25,10.5,12.0
Emiel Janssens-Callewaert,2000189953.0,14.0,11.17,9.0,12.0,13.75,11.33,12.83,10.75,12.0,14.5,11.25,10.88,11.4,10.0,14.5,10.67,12.5,13.75,11.75,13.17,7.0
Beñat Sanz,2000439251.0,7.0,14.33,12.0,11.5,14.5,14.0,12.67,12.5,11.5,13.0,13.0,10.25,14.2,9.0,12.25,13.0,13.0,16.5,12.5,11.33,5.0
Carlos Hernandez,2000511264.0,8.0,14.67,9.0,11.5,13.5,13.67,13.67,16.0,11.5,14.5,12.0,12.75,14.2,9.5,15.75,15.33,17.0,13.5,11.5,12.33,4.0
Anders Nygaard,2000569028.0,13.0,14.67,9.0,11.5,14.5,12.67,12.67,14.0,11.5,11.0,14.0,11.5,13.8,9.33,13.25,13.67,17.0,13.5,14.0,12.67,6.0
Alfredo Iglesias,2000194460.0,14.5,15.0,2.5,8.5,5.25,10.17,5.5,15.75,8.5,4.25,7.5,10.0,12.7,6.83,11.75,14.5,2.5,7.5,10.0,3.33,3.5
Jordan Torunarigha,91137260.0,16.0,12.0,14.0,13.5,12.0,11.33,12.0,10.5,13.5,12.0,11.5,14.75,11.6,13.33,13.25,11.0,11.0,13.0,12.5,10.0,15.0
Gil Dias,55082920.0,11.0,11.67,9.0,10.75,13.0,10.83,14.0,10.25,10.75,13.5,10.25,12.0,11.1,8.67,12.62,10.83,14.0,13.75,11.25,10.83,9.5
Marian Vasilache,2000328740.0,12.0,11.33,17.0,9.5,12.5,12.67,8.0,13.0,9.5,12.5,10.75,11.0,11.8,8.17,13.25,13.0,11.0,9.5,16.5,11.33,5.0
Paul Akouokou,33066648.0,15.5,12.83,12.0,12.0,12.5,12.83,10.0,13.5,12.0,9.75,13.0,12.75,12.7,12.5,12.5,13.5,8.5,11.5,13.25,9.5,15.0
Javi Galán,67243881.0,9.0,15.0,6.0,12.75,13.25,14.17,13.0,14.25,12.75,14.0,13.0,12.88,14.3,12.5,12.5,14.83,15.0,13.5,9.5,9.5,15.0
Isaiah Álvarez,2000630129.0,12.0,9.17,7.0,10.25,13.0,12.17,15.0,12.5,10.25,13.75,10.5,13.12,10.9,8.83,13.25,11.5,13.5,15.5,11.25,13.5,10.0
Nikola Katic,24047814.0,17.0,9.5,17.0,11.5,10.25,10.67,7.5,10.0,11.5,11.0,12.5,14.0,9.4,11.67,10.88,11.17,9.5,10.0,11.0,8.0,14.0
Enzo Loiodice,49045906.0,5.0,14.5,6.0,14.0,14.5,13.5,13.17,14.0,14.0,13.25,15.0,10.0,13.9,13.33,12.5,14.17,12.5,15.0,12.0,10.67,11.0
Thomas Michel,2000434743.0,15.0,11.67,7.0,7.0,11.0,11.5,10.33,11.75,7.0,12.5,9.0,9.5,11.3,7.17,13.88,12.17,13.0,10.0,10.75,8.83,9.5
Jose Alcaide,2000437774.0,11.0,14.67,10.0,12.75,9.75,11.83,9.0,14.25,12.75,9.5,13.0,15.12,12.9,12.83,13.25,14.5,11.0,10.0,12.0,7.17,13.0
Leo Díaz,2000630127.0,5.0,13.0,7.0,9.5,16.5,12.67,13.33,13.0,9.5,16.5,12.0,8.75,13.0,10.33,17.0,12.67,15.0,15.5,11.5,11.67,5.0
Adailson,2000664048.0,3.0,10.33,7.0,6.75,12.25,11.5,13.5,10.25,6.75,13.25,7.25,10.25,10.9,6.83,14.75,10.5,13.0,15.25,11.0,9.0,7.0
