Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Koke Vegas,67196252.0,14.0,11.12,8.75,12.75,13.25,9.0,13.5,13.0
Clement Nwabueze,2000710897.0,3.5,14.5,13.0,13.17,1.5,2.0,1.0,2.5
Eugene Kulakov,2000434056.0,2.5,13.75,13.0,12.83,2.0,3.0,2.5,3.5
Fajar Bayhaqi,2000439532.0,1.75,12.75,10.5,14.5,1.75,2.0,3.0,2.0
Imanol,67276239.0,3.0,12.0,13.0,14.08,2.25,2.5,3.25,2.0
José,2000570829.0,3.0,12.5,12.5,12.08,2.5,4.0,2.0,3.0
0,85144993.0,1.75,12.12,14.0,12.25,2.75,2.0,3.0,3.25
0,2000189953.0,4.25,12.88,14.5,9.83,2.25,1.5,3.5,2.5
Beñat Sanz,2000439251.0,3.0,12.5,11.0,12.0,2.0,3.0,2.0,2.0
Carlos Hernandez,2000511264.0,2.75,13.5,17.5,13.33,2.5,1.5,3.25,1.5
Anders Nygaard,2000569028.0,2.0,14.0,12.5,13.33,1.5,1.0,2.0,3.0
Alfredo Iglesias,2000194460.0,12.0,11.0,10.25,12.17,11.75,2.0,15.75,8.75
Jordan Torunarigha,91137260.0,3.5,11.75,14.0,12.5,2.5,2.0,1.5,3.0
Gil Dias,55082920.0,1.5,11.38,13.0,10.58,2.5,2.0,4.5,2.75
Marian Vasilache,2000328740.0,3.0,14.75,12.5,11.75,2.25,1.5,2.0,1.75
Paul Akouokou,33066648.0,2.75,13.5,13.0,13.5,2.5,4.5,2.75,1.75
Javi Galán,67243881.0,2.0,11.25,12.25,14.58,2.25,4.5,2.75,2.5
Isaiah Álvarez,2000630129.0,3.5,12.5,14.0,10.5,3.75,1.5,2.75,2.0
Nikola Katic,24047814.0,2.25,11.75,9.5,12.92,2.0,4.0,2.25,3.0
Enzo Loiodice,49045906.0,1.75,13.12,11.25,12.42,2.0,1.5,1.75,2.0
Thomas Michel,2000434743.0,2.25,12.88,13.5,10.67,2.0,3.5,2.5,2.75
Jose Alcaide,2000437774.0,3.0,13.5,12.75,15.58,2.75,2.5,3.75,2.25
Leo Díaz,2000630127.0,2.0,12.75,17.0,11.5,2.0,3.0,3.5,2.5
Adailson,2000664048.0,1.75,11.62,15.5,9.33,2.25,1.0,4.0,3.25
