Player,UID,FB,WB,IWB,CWB,NNFB
Stanislav Lobotka,63012964.0,11.7,10.35,12.7,11.31,11.75
Georgi Tunjov,47070304.0,10.65,10.9,10.95,11.62,9.1
Fabio Di Giulio,2000620075.0,12.3,11.1,11.3,10.92,12.15
Lorenzo Brotto,2000569462.0,11.0,10.1,11.2,10.54,10.1
Attilio Leto,2000569461.0,10.4,9.0,10.35,9.77,10.45
David Galfano,2000510011.0,11.2,9.45,12.2,10.69,10.5
André Lopes,2000509492.0,12.05,10.45,10.15,10.08,11.55
Sotiris Bakalis,2000237415.0,9.0,6.45,8.3,6.31,8.7
Alberto Sereni,2000199661.0,10.85,9.1,10.65,10.15,10.2
Umberto Rossetti,2000193647.0,10.15,7.5,8.0,7.46,9.55
Julien Pfeiffer,2000192363.0,7.95,8.9,6.8,9.35,7.2
Eugenio Cammarata,2000192308.0,8.95,9.55,8.55,10.42,7.6
Marco Meneghetti,43392838.0,6.4,4.8,6.05,5.08,6.8
Samuele Ricci,43390774.0,11.8,11.3,12.6,12.0,11.6
Anouar Gharbi,2000565029.0,13.1,11.6,12.0,11.0,13.9
Krzysztof Szczepankiewicz,2000572872.0,7.95,6.35,6.85,6.38,8.15
Daniele Nobile,2000569465.0,9.15,9.55,7.4,9.81,7.15
Rossano Frisari,2000509488.0,11.55,10.3,10.7,10.42,11.0
Pietro Severino,2000509487.0,11.25,10.8,11.7,11.15,10.75
Diego Sanchez,2000439461.0,10.85,11.05,9.45,11.19,9.35
Cristopher Mutti,2000439456.0,11.4,9.85,10.35,9.12,11.5
Davide Carella,2000436671.0,9.1,10.35,8.65,11.08,7.95
Alessandro Zorzetto,2000436495.0,8.05,8.2,7.6,8.92,7.15
Jakob Brambach,2000065759.0,8.05,5.8,7.2,6.54,7.85
Luca Stanga,43425977.0,12.0,10.5,11.4,10.15,12.15
Mattia Pitzalis,43298629.0,12.55,11.35,12.35,10.92,12.0
Giovanni Crociata,43153059.0,11.45,10.95,11.95,11.46,11.3
Emanuel Mammana,14059326.0,12.05,9.55,12.45,10.23,11.6
Simone Vignoli,2000439458.0,10.4,11.5,10.6,12.0,10.25
David Lukac,2000189398.0,10.7,10.8,9.6,11.46,8.8
Roma,2000439457.0,11.9,11.1,11.9,11.27,12.7
Nicolas Dufour,2000191911.0,12.8,11.3,12.3,10.92,11.8
Adam Steele,2000187747.0,12.7,12.15,12.0,12.27,11.9
Pedro Ferreira,55082151.0,12.75,11.95,13.3,12.35,12.85
Ryôtarô Meshino,45104652.0,10.5,11.45,11.0,12.04,9.85
Jack O'Connell,28080955.0,12.8,12.05,13.1,12.12,13.3
Matt Baker,2000439460.0,10.9,10.65,10.95,11.65,9.8
Thomás Grosi,2000272736.0,10.6,10.6,10.5,11.54,9.4
Felipe Vergara,2000415530.0,10.65,11.3,9.95,11.96,8.45
Michele Gigante,2000199658.0,9.7,10.15,10.4,11.04,10.45
Adrian Semper,24046412.0,9.95,7.45,9.6,7.85,10.0
Kiki Kouyaté,13186668.0,13.15,11.2,12.1,10.81,13.5
Alessio Chiurco,2000193119.0,12.45,12.2,11.5,12.08,11.55
