Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Stanislav Lobotka,63012964.0,12.17,9.0,9.0,13.67,11.0,12.33,6.5,13.67
Georgi Tunjov,47070304.0,9.5,9.62,14.0,13.0,11.0,13.67,9.0,10.25
Fabio Di Giulio,2000620075.0,10.67,15.25,12.5,8.83,7.5,10.17,10.0,11.92
Lorenzo Brotto,2000569462.0,9.5,13.38,10.5,12.5,7.83,13.0,9.5,10.75
Attilio Leto,2000569461.0,10.17,12.38,10.5,6.17,4.17,10.67,11.5,10.08
David Galfano,2000510011.0,11.17,11.5,10.5,12.33,5.17,11.0,9.0,12.75
André Lopes,2000509492.0,10.33,13.0,13.25,6.0,5.17,8.17,12.0,12.67
Sotiris Bakalis,2000237415.0,5.5,10.75,7.25,5.83,3.83,4.17,10.0,11.5
Alberto Sereni,2000199661.0,8.0,12.12,11.25,9.17,6.33,12.0,6.5,12.33
Umberto Rossetti,2000193647.0,4.5,12.12,12.5,4.5,4.33,5.0,7.75,11.42
Julien Pfeiffer,2000192363.0,3.17,11.38,14.5,11.17,11.17,9.67,5.5,10.25
Eugenio Cammarata,2000192308.0,4.17,13.25,15.5,12.83,9.33,12.5,5.5,10.0
Marco Meneghetti,43392838.0,4.33,9.25,8.0,6.33,4.17,4.33,8.75,10.92
Samuele Ricci,43390774.0,8.33,14.25,12.5,15.0,12.5,13.0,10.0,13.0
Anouar Gharbi,2000565029.0,12.67,14.5,12.5,8.33,8.0,9.33,12.5,13.17
Krzysztof Szczepankiewicz,2000572872.0,6.83,9.25,11.25,5.17,4.17,4.0,8.25,9.75
Daniele Nobile,2000569465.0,4.5,10.25,16.0,10.0,8.17,11.33,3.5,7.75
Rossano Frisari,2000509488.0,11.17,11.62,13.0,7.33,6.5,8.67,12.0,10.08
Pietro Severino,2000509487.0,8.17,13.0,11.5,12.67,10.17,13.33,10.0,12.08
Diego Sanchez,2000439461.0,5.83,12.75,16.0,12.33,8.33,12.0,10.0,10.5
Cristopher Mutti,2000439456.0,10.67,12.5,11.0,7.33,6.0,7.0,12.25,12.42
Davide Carella,2000436671.0,3.67,12.88,16.0,11.5,13.5,15.67,10.5,10.25
Alessandro Zorzetto,2000436495.0,2.5,12.75,11.0,10.67,10.17,13.33,11.0,9.58
Jakob Brambach,2000065759.0,3.33,9.62,13.5,8.17,5.33,5.17,8.25,10.5
Luca Stanga,43425977.0,14.0,12.0,11.5,9.17,4.83,7.83,10.5,11.58
Mattia Pitzalis,43298629.0,12.0,12.75,13.5,11.0,8.0,8.67,11.0,11.33
Giovanni Crociata,43153059.0,8.67,11.88,11.5,13.33,11.83,13.0,7.75,13.33
Emanuel Mammana,14059326.0,14.0,7.0,9.5,12.67,9.33,10.33,12.5,13.67
Simone Vignoli,2000439458.0,7.0,14.25,14.5,12.5,12.17,15.17,11.5,9.33
David Lukac,2000189398.0,3.67,12.25,15.5,11.33,12.33,15.33,7.5,11.67
Roma,2000439457.0,14.0,12.62,11.5,7.67,9.83,11.17,15.0,12.25
Nicolas Dufour,2000191911.0,12.33,13.75,12.0,8.33,7.33,8.67,14.5,12.67
Adam Steele,2000187747.0,10.67,14.88,15.5,11.0,9.5,13.17,9.5,12.83
Pedro Ferreira,55082151.0,14.17,12.5,11.75,13.67,10.33,11.67,10.75,11.92
Ryôtarô Meshino,45104652.0,6.83,13.88,12.5,13.83,12.67,14.67,6.0,11.33
Jack O'Connell,28080955.0,14.0,10.38,10.5,11.33,10.17,11.5,14.0,14.0
Matt Baker,2000439460.0,6.33,13.12,13.5,13.17,12.67,13.17,8.5,12.75
Thomás Grosi,2000272736.0,7.33,12.25,14.0,12.33,16.0,15.0,13.0,11.83
Felipe Vergara,2000415530.0,4.17,13.25,15.5,13.5,9.83,15.67,8.5,10.08
Michele Gigante,2000199658.0,7.17,12.38,12.5,13.17,10.67,14.67,12.0,12.0
Adrian Semper,24046412.0,6.5,12.12,12.0,8.17,6.83,6.83,9.75,11.92
Kiki Kouyaté,13186668.0,13.67,13.5,12.25,8.17,8.5,8.67,15.5,13.08
Alessio Chiurco,2000193119.0,12.0,14.12,15.25,10.33,9.83,11.33,10.0,11.25
