Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Stanislav Lobotka,63012964.0,12.15,12.15,12.15,12.15,10.95,10.95,11.5,11.5,10.21,10.21
Georgi Tunjov,47070304.0,12.45,12.45,12.45,12.45,11.4,11.4,11.8,11.8,11.0,11.0
Fabio Di Giulio,2000620075.0,10.75,10.75,10.75,10.75,11.8,11.8,10.6,10.6,11.5,11.5
Lorenzo Brotto,2000569462.0,11.8,11.8,11.8,11.8,11.6,11.6,10.6,10.6,11.25,11.25
Attilio Leto,2000569461.0,9.65,9.65,9.65,9.65,8.8,8.8,9.4,9.4,9.25,9.25
David Galfano,2000510011.0,11.85,11.85,11.85,11.85,9.85,9.85,10.8,10.8,9.71,9.71
André Lopes,2000509492.0,9.9,9.9,9.9,9.9,10.4,10.4,9.45,9.45,10.67,10.67
Sotiris Bakalis,2000237415.0,8.0,8.0,8.0,8.0,7.1,7.1,7.45,7.45,7.58,7.58
Alberto Sereni,2000199661.0,11.5,11.5,11.5,11.5,9.65,9.65,11.05,11.05,9.12,9.12
Umberto Rossetti,2000193647.0,8.5,8.5,8.5,8.5,8.95,8.95,8.4,8.4,8.75,8.75
Julien Pfeiffer,2000192363.0,10.0,10.0,10.0,10.0,11.9,11.9,9.7,9.7,10.83,10.83
Eugenio Cammarata,2000192308.0,11.15,11.15,11.15,11.15,12.3,12.3,11.05,11.05,11.17,11.17
Marco Meneghetti,43392838.0,6.45,6.45,6.45,6.45,5.25,5.25,6.1,6.1,5.83,5.83
Samuele Ricci,43390774.0,13.75,13.75,13.75,13.75,12.9,12.9,13.15,13.15,12.42,12.42
Anouar Gharbi,2000565029.0,10.7,10.7,10.7,10.7,11.3,11.3,10.6,10.6,11.5,11.5
Krzysztof Szczepankiewicz,2000572872.0,6.4,6.4,6.4,6.4,6.6,6.6,6.3,6.3,6.88,6.88
Daniele Nobile,2000569465.0,9.85,9.85,9.85,9.85,11.7,11.7,9.25,9.25,10.33,10.33
Rossano Frisari,2000509488.0,10.1,10.1,10.1,10.1,9.25,9.25,9.7,9.7,9.71,9.71
Pietro Severino,2000509487.0,13.55,13.55,13.55,13.55,12.1,12.1,12.7,12.7,11.75,11.75
Diego Sanchez,2000439461.0,11.35,11.35,11.35,11.35,12.85,12.85,10.75,10.75,12.38,12.38
Cristopher Mutti,2000439456.0,9.35,9.35,9.35,9.35,9.6,9.6,8.85,8.85,10.04,10.04
Davide Carella,2000436671.0,12.7,12.7,12.7,12.7,13.0,13.0,12.8,12.8,12.58,12.58
Alessandro Zorzetto,2000436495.0,11.75,11.75,11.75,11.75,11.6,11.6,11.1,11.1,11.5,11.5
Jakob Brambach,2000065759.0,7.55,7.55,7.55,7.55,7.2,7.2,7.1,7.1,7.38,7.38
Luca Stanga,43425977.0,9.75,9.75,9.75,9.75,9.2,9.2,9.3,9.3,9.42,9.42
Mattia Pitzalis,43298629.0,11.05,11.05,11.05,11.05,10.75,10.75,9.95,9.95,10.79,10.79
Giovanni Crociata,43153059.0,13.35,13.35,13.35,13.35,12.05,12.05,12.85,12.85,11.33,11.33
Emanuel Mammana,14059326.0,10.55,10.55,10.55,10.55,9.05,9.05,9.85,9.85,9.62,9.62
Simone Vignoli,2000439458.0,13.25,13.25,13.25,13.25,12.8,12.8,13.0,13.0,12.58,12.58
David Lukac,2000189398.0,13.3,13.3,13.3,13.3,13.8,13.8,13.2,13.2,12.75,12.75
Roma,2000439457.0,10.6,10.6,10.6,10.6,9.4,9.4,10.6,10.6,10.33,10.33
Nicolas Dufour,2000191911.0,11.0,11.0,11.0,11.0,10.5,10.5,10.4,10.4,11.17,11.17
Adam Steele,2000187747.0,12.3,12.3,12.3,12.3,12.35,12.35,11.7,11.7,11.88,11.88
Pedro Ferreira,55082151.0,12.4,12.4,12.4,12.4,11.4,11.4,11.6,11.6,11.29,11.29
Ryôtarô Meshino,45104652.0,13.6,13.6,13.6,13.6,13.45,13.45,13.25,13.25,12.21,12.21
Jack O'Connell,28080955.0,12.4,12.4,12.4,12.4,11.15,11.15,11.6,11.6,11.62,11.62
Matt Baker,2000439460.0,13.5,13.5,13.5,13.5,12.75,12.75,13.45,13.45,12.04,12.04
Thomás Grosi,2000272736.0,13.2,13.2,13.2,13.2,12.4,12.4,13.8,13.8,12.5,12.5
Felipe Vergara,2000415530.0,13.9,13.9,13.9,13.9,14.2,14.2,13.15,13.15,13.25,13.25
Michele Gigante,2000199658.0,12.9,12.9,12.9,12.9,11.55,11.55,12.45,12.45,11.62,11.62
Adrian Semper,24046412.0,9.55,9.55,9.55,9.55,7.95,7.95,8.65,8.65,8.25,8.25
Kiki Kouyaté,13186668.0,10.5,10.5,10.5,10.5,10.35,10.35,10.65,10.65,11.21,11.21
Alessio Chiurco,2000193119.0,11.35,11.35,11.35,11.35,11.95,11.95,11.05,11.05,11.62,11.62
