Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Stanislav Lobotka,63012964.0,6.0,13.5,7.0,16.75,14.25,13.33,13.17,14.75,16.75,11.0,16.0,13.75,13.6,14.5,10.25,14.0,7.5,14.25,9.25,9.0,12.0
Georgi Tunjov,47070304.0,12.0,12.33,6.0,12.25,14.5,13.5,12.83,12.75,12.25,13.0,11.75,9.0,12.9,11.0,12.88,12.83,11.0,13.5,9.25,10.67,10.5
Fabio Di Giulio,2000620075.0,12.0,10.17,8.0,10.25,11.0,11.0,10.0,12.5,10.25,10.25,11.5,11.12,10.6,10.17,14.5,11.83,7.5,10.5,15.25,9.17,10.0
Lorenzo Brotto,2000569462.0,10.5,14.5,8.5,7.0,13.75,12.0,9.67,12.75,7.0,12.25,10.0,9.12,13.4,7.5,12.75,12.67,10.5,10.75,13.0,8.83,15.5
Attilio Leto,2000569461.0,16.5,6.83,6.5,9.25,12.75,9.17,9.5,9.0,9.25,9.5,9.75,9.38,7.3,9.67,12.0,9.83,4.5,12.0,13.75,6.33,9.5
David Galfano,2000510011.0,11.0,14.17,7.0,8.5,13.75,9.33,12.17,14.75,8.5,9.5,6.25,12.75,12.0,9.33,11.25,13.33,4.5,15.25,14.0,8.83,11.0
André Lopes,2000509492.0,16.5,9.67,7.5,6.5,9.25,8.83,8.0,13.75,6.5,9.0,8.5,13.0,9.3,8.5,13.75,12.17,8.0,10.0,11.5,5.5,11.0
Sotiris Bakalis,2000237415.0,17.5,9.67,2.5,9.0,4.25,9.0,5.5,12.75,9.0,4.5,10.0,9.5,9.0,6.83,9.0,12.17,3.0,7.0,10.0,2.83,3.5
Alberto Sereni,2000199661.0,6.5,10.5,6.5,8.0,14.0,10.17,10.5,12.75,8.0,12.0,10.0,12.0,10.2,7.83,11.75,12.17,7.0,14.5,11.25,8.5,9.0
Umberto Rossetti,2000193647.0,14.5,9.33,1.0,9.0,6.75,9.0,6.5,14.0,9.0,5.0,8.25,12.0,8.8,6.67,12.0,13.0,2.5,8.5,12.0,5.17,1.5
Julien Pfeiffer,2000192363.0,8.0,10.67,3.0,8.25,10.5,11.17,12.33,11.75,8.25,10.0,8.25,11.75,11.1,6.67,14.38,11.17,14.0,11.75,11.75,7.5,2.5
