Player,UID,AMC,AP,T,SS,AM,EG
Stanislav Lobotka,63012964.0,12.85,12.85,12.85,11.5,12.15,12.2
Georgi Tunjov,47070304.0,11.85,12.25,11.85,11.8,12.45,11.95
Fabio Di Giulio,2000620075.0,11.5,11.0,11.5,10.6,10.75,11.1
Lorenzo Brotto,2000569462.0,12.0,12.3,12.0,10.6,11.8,12.35
Attilio Leto,2000569461.0,9.65,8.95,9.65,9.4,9.65,9.55
David Galfano,2000510011.0,12.55,12.25,12.55,10.8,11.85,11.6
André Lopes,2000509492.0,10.9,10.1,10.9,9.45,9.9,9.3
Sotiris Bakalis,2000237415.0,8.9,7.85,8.9,7.45,8.0,6.65
Alberto Sereni,2000199661.0,12.0,11.5,12.0,11.05,11.5,10.8
Umberto Rossetti,2000193647.0,9.45,8.75,9.45,8.4,8.5,7.4
Julien Pfeiffer,2000192363.0,9.8,10.7,9.8,9.7,10.0,10.6
Eugenio Cammarata,2000192308.0,10.9,11.3,10.9,11.05,11.15,12.1
Marco Meneghetti,43392838.0,6.7,5.9,6.7,6.1,6.45,5.35
Samuele Ricci,43390774.0,13.85,13.95,13.85,13.15,13.75,14.0
Anouar Gharbi,2000565029.0,11.0,10.6,11.0,10.6,10.7,10.5
Krzysztof Szczepankiewicz,2000572872.0,6.85,6.4,6.85,6.3,6.4,5.8
Daniele Nobile,2000569465.0,9.55,10.25,9.55,9.25,9.85,10.1
Rossano Frisari,2000509488.0,10.1,9.55,10.1,9.7,10.1,8.95
Pietro Severino,2000509487.0,13.1,13.1,13.1,12.7,13.55,13.15
Diego Sanchez,2000439461.0,11.65,11.75,11.65,10.75,11.35,11.75
Cristopher Mutti,2000439456.0,9.9,9.3,9.9,8.85,9.35,8.85
Davide Carella,2000436671.0,11.4,11.9,11.4,12.8,12.7,13.2
Alessandro Zorzetto,2000436495.0,11.1,12.2,11.1,11.1,11.75,12.35
Jakob Brambach,2000065759.0,8.8,7.9,8.8,7.1,7.55,6.75
Luca Stanga,43425977.0,10.2,9.7,10.2,9.3,9.75,9.1
Mattia Pitzalis,43298629.0,11.35,10.65,11.35,9.95,11.05,10.15
Giovanni Crociata,43153059.0,13.05,13.05,13.05,12.85,13.35,13.05
Emanuel Mammana,14059326.0,11.15,10.95,11.15,9.85,10.55,10.25
Simone Vignoli,2000439458.0,12.2,12.7,12.2,13.0,13.25,13.8
David Lukac,2000189398.0,13.0,13.6,13.0,13.2,13.3,13.4
Roma,2000439457.0,10.4,9.6,10.4,10.6,10.6,9.95
Nicolas Dufour,2000191911.0,11.4,10.6,11.4,10.4,11.0,10.1
Adam Steele,2000187747.0,12.35,12.15,12.35,11.7,12.3,12.2
Pedro Ferreira,55082151.0,12.85,12.8,12.85,11.6,12.4,12.4
Ryôtarô Meshino,45104652.0,12.75,13.35,12.75,13.25,13.6,14.25
Jack O'Connell,28080955.0,12.65,12.15,12.65,11.6,12.4,11.6
Matt Baker,2000439460.0,13.7,13.9,13.7,13.45,13.5,13.3
Thomás Grosi,2000272736.0,12.8,13.4,12.8,13.8,13.2,13.2
Felipe Vergara,2000415530.0,13.25,14.05,13.25,13.15,13.9,14.2
Michele Gigante,2000199658.0,12.15,12.85,12.15,12.45,12.9,13.25
Adrian Semper,24046412.0,9.95,9.1,9.95,8.65,9.55,8.4
Kiki Kouyaté,13186668.0,10.65,10.15,10.65,10.65,10.5,9.8
Alessio Chiurco,2000193119.0,11.65,11.35,11.65,11.05,11.35,11.25
