Player,UID,AF,CF,DLF,F9,P,PF,TM
Stanislav Lobotka,63012964.0,10.4,10.7,12.85,12.5,10.4,10.05,10.3
Georgi Tunjov,47070304.0,11.65,11.15,12.8,12.85,11.65,10.6,10.6
Fabio Di Giulio,2000620075.0,11.45,9.85,10.9,10.5,11.45,11.25,10.6
Lorenzo Brotto,2000569462.0,11.05,10.8,12.0,11.8,11.05,10.7,11.0
Attilio Leto,2000569461.0,9.1,8.25,10.25,9.55,9.1,8.4,9.75
David Galfano,2000510011.0,8.8,11.1,12.25,11.8,8.8,10.1,11.35
André Lopes,2000509492.0,9.95,8.4,9.25,8.75,9.95,10.65,9.4
Sotiris Bakalis,2000237415.0,7.35,6.5,7.95,6.8,7.35,8.05,7.9
Alberto Sereni,2000199661.0,9.7,10.4,11.1,10.1,9.7,10.25,9.45
Umberto Rossetti,2000193647.0,8.8,6.9,8.55,7.05,8.8,10.7,8.25
Julien Pfeiffer,2000192363.0,11.7,9.15,11.35,11.3,11.7,11.15,9.8
Eugenio Cammarata,2000192308.0,12.5,10.1,11.4,12.0,12.5,10.9,10.35
Marco Meneghetti,43392838.0,7.25,5.45,7.3,6.65,7.25,5.8,6.65
Samuele Ricci,43390774.0,13.15,12.6,14.0,13.35,13.15,12.5,12.2
Anouar Gharbi,2000565029.0,11.5,10.6,10.6,9.9,11.5,12.1,10.7
Krzysztof Szczepankiewicz,2000572872.0,7.2,5.9,7.8,6.6,7.2,7.85,7.35
Daniele Nobile,2000569465.0,11.1,9.1,9.75,10.25,11.1,11.45,8.6
Rossano Frisari,2000509488.0,9.7,9.9,10.25,9.2,9.7,11.15,10.5
Pietro Severino,2000509487.0,12.35,11.7,13.0,13.0,12.35,11.8,11.3
Diego Sanchez,2000439461.0,12.0,10.3,10.35,11.1,12.0,12.1,10.15
Cristopher Mutti,2000439456.0,9.7,8.0,9.1,8.3,9.7,9.25,9.1
Davide Carella,2000436671.0,14.2,12.15,13.25,13.3,14.2,11.85,11.8
Alessandro Zorzetto,2000436495.0,11.95,10.1,11.6,11.2,11.95,10.4,10.3
Jakob Brambach,2000065759.0,8.1,6.7,9.15,7.6,8.1,8.35,8.05
Luca Stanga,43425977.0,9.35,8.45,9.5,9.3,9.35,9.65,9.0
Mattia Pitzalis,43298629.0,11.2,10.1,11.45,10.8,11.2,11.05,10.6
Giovanni Crociata,43153059.0,12.6,11.9,12.8,12.9,12.6,11.95,11.25
Emanuel Mammana,14059326.0,9.2,10.6,11.45,10.4,9.2,9.25,10.9
Simone Vignoli,2000439458.0,13.75,11.95,12.6,12.6,13.75,12.45,11.4
David Lukac,2000189398.0,13.4,11.7,12.4,12.3,13.4,13.2,11.3
Roma,2000439457.0,11.2,10.7,11.55,10.7,11.2,10.4,11.3
Nicolas Dufour,2000191911.0,10.9,10.2,10.8,9.9,10.9,10.7,11.3
Adam Steele,2000187747.0,12.85,11.55,12.25,11.65,12.85,11.85,10.65
Pedro Ferreira,55082151.0,11.15,11.8,13.0,12.05,11.15,11.6,11.45
Ryôtarô Meshino,45104652.0,13.65,12.4,13.3,13.8,13.65,11.75,11.25
Jack O'Connell,28080955.0,10.65,12.05,12.45,12.15,10.65,11.55,12.05
Matt Baker,2000439460.0,12.85,12.5,13.6,13.05,12.85,12.4,12.1
Thomás Grosi,2000272736.0,13.8,13.6,14.0,13.0,13.8,12.4,13.4
Felipe Vergara,2000415530.0,13.25,12.35,12.35,12.95,13.25,12.4,11.15
Michele Gigante,2000199658.0,11.85,11.8,12.8,12.5,11.85,10.75,11.15
Adrian Semper,24046412.0,9.85,8.6,10.75,8.75,9.85,9.75,9.25
Kiki Kouyaté,13186668.0,11.3,11.05,10.75,9.65,11.3,11.95,12.05
Alessio Chiurco,2000193119.0,12.45,10.3,11.6,11.15,12.45,11.9,10.75
