Player,UID,DM,AM,BWM,HB,SV,RGA
Stanislav Lobotka,63012964.0,11.75,11.8,11.8,12.25,13.3,13.15
Georgi Tunjov,47070304.0,10.15,9.7,9.7,9.3,11.1,12.5
Fabio Di Giulio,2000620075.0,12.4,12.3,12.3,12.35,11.35,10.6
Lorenzo Brotto,2000569462.0,11.05,11.6,11.6,10.8,10.6,11.3
Attilio Leto,2000569461.0,10.45,9.95,9.95,10.05,10.9,9.35
David Galfano,2000510011.0,11.5,11.75,11.75,11.0,11.15,11.15
André Lopes,2000509492.0,11.75,11.7,11.7,11.65,10.05,8.65
Sotiris Bakalis,2000237415.0,10.0,9.75,9.75,9.6,8.4,7.7
Alberto Sereni,2000199661.0,11.1,11.05,11.05,10.7,10.7,10.55
Umberto Rossetti,2000193647.0,10.2,10.1,10.1,10.7,8.45,7.35
Julien Pfeiffer,2000192363.0,7.05,7.2,7.2,8.1,7.15,9.65
Eugenio Cammarata,2000192308.0,7.85,7.85,7.85,8.35,8.4,10.75
Marco Meneghetti,43392838.0,6.85,6.05,6.05,7.1,6.0,7.3
Samuele Ricci,43390774.0,11.85,11.7,11.7,12.2,12.65,13.55
Anouar Gharbi,2000565029.0,13.2,13.0,13.0,13.7,12.1,10.3
Krzysztof Szczepankiewicz,2000572872.0,8.0,7.3,7.3,8.6,7.05,7.15
Daniele Nobile,2000569465.0,7.45,8.3,8.3,8.4,7.25,8.95
Rossano Frisari,2000509488.0,11.35,11.5,11.5,11.5,10.75,9.3
Pietro Severino,2000509487.0,11.5,11.1,11.1,10.8,11.25,12.7
Diego Sanchez,2000439461.0,9.55,10.1,10.1,10.25,8.95,10.8
Cristopher Mutti,2000439456.0,11.75,11.25,11.25,11.45,10.4,9.2
Davide Carella,2000436671.0,8.3,7.75,7.75,8.5,9.1,11.65
Alessandro Zorzetto,2000436495.0,7.8,7.7,7.7,8.05,7.75,10.65
Jakob Brambach,2000065759.0,7.85,7.25,7.25,8.55,7.45,8.35
Luca Stanga,43425977.0,12.3,11.5,11.5,11.45,10.95,10.6
Mattia Pitzalis,43298629.0,12.5,12.35,12.35,12.0,12.2,11.0
Giovanni Crociata,43153059.0,11.2,11.15,11.15,11.6,11.75,13.0
Emanuel Mammana,14059326.0,11.8,12.15,12.15,11.6,12.9,12.5
Simone Vignoli,2000439458.0,9.7,9.3,9.3,10.0,10.55,11.65
David Lukac,2000189398.0,9.8,10.2,10.2,10.2,10.0,11.9
Roma,2000439457.0,11.95,11.5,11.5,12.2,12.35,10.7
Nicolas Dufour,2000191911.0,13.0,12.9,12.9,11.8,12.4,10.3
Adam Steele,2000187747.0,12.2,12.1,12.1,12.0,12.1,11.75
Pedro Ferreira,55082151.0,13.0,13.0,13.0,12.9,13.3,12.65
Ryôtarô Meshino,45104652.0,10.05,9.95,9.95,10.1,10.85,13.0
Jack O'Connell,28080955.0,13.1,13.2,13.2,13.4,13.1,12.45
Matt Baker,2000439460.0,10.95,10.75,10.75,10.6,11.3,12.5
Thomás Grosi,2000272736.0,10.6,10.1,10.1,9.9,11.2,13.3
Felipe Vergara,2000415530.0,9.7,10.1,10.1,9.5,9.7,11.95
Michele Gigante,2000199658.0,9.75,8.95,8.95,10.5,10.15,12.5
Adrian Semper,24046412.0,10.0,9.6,9.6,10.65,9.75,10.1
Kiki Kouyaté,13186668.0,13.35,13.25,13.25,13.35,12.35,10.65
Alessio Chiurco,2000193119.0,12.0,11.85,11.85,11.7,11.75,11.45
