Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Stanislav Lobotka,63012964.0,14.35,12.95,12.25,12.95,13.5,12.95,12.25,13.35
Georgi Tunjov,47070304.0,12.6,12.4,9.3,11.9,12.15,13.4,13.0,11.3
Fabio Di Giulio,2000620075.0,11.15,10.55,12.35,11.5,11.55,10.3,11.15,12.0
Lorenzo Brotto,2000569462.0,11.25,10.7,10.8,11.1,11.6,11.7,12.6,11.35
Attilio Leto,2000569461.0,9.85,9.35,10.05,10.45,10.25,8.9,10.05,10.85
David Galfano,2000510011.0,12.4,11.35,11.0,12.45,13.6,10.7,11.85,12.45
André Lopes,2000509492.0,9.95,8.7,11.65,10.75,10.6,8.85,9.85,11.0
Sotiris Bakalis,2000237415.0,9.25,7.75,9.6,9.15,9.5,7.4,7.75,9.95
Alberto Sereni,2000199661.0,11.7,10.15,10.7,11.9,12.0,10.5,11.25,11.65
Umberto Rossetti,2000193647.0,9.45,7.45,10.7,10.35,10.45,7.4,7.8,10.25
Julien Pfeiffer,2000192363.0,9.85,9.75,8.1,9.85,9.4,11.75,11.35,7.85
Eugenio Cammarata,2000192308.0,10.4,10.5,8.35,10.55,10.5,11.5,12.65,9.4
Marco Meneghetti,43392838.0,8.25,7.2,7.1,6.7,7.0,7.65,8.2,7.05
Samuele Ricci,43390774.0,13.9,13.25,12.2,13.45,13.95,13.8,13.65,12.95
Anouar Gharbi,2000565029.0,11.1,10.2,13.7,11.4,11.7,10.1,10.6,12.2
Krzysztof Szczepankiewicz,2000572872.0,8.3,7.25,8.6,8.0,8.35,6.6,7.1,8.2
Daniele Nobile,2000569465.0,9.2,8.95,8.4,9.55,9.35,10.7,10.75,8.3
Rossano Frisari,2000509488.0,10.45,9.65,11.5,11.15,11.1,9.55,9.75,11.45
Pietro Severino,2000509487.0,12.55,12.25,10.8,12.6,12.9,12.9,13.8,11.75
Diego Sanchez,2000439461.0,10.85,10.65,10.25,10.7,10.55,11.45,11.75,10.0
Cristopher Mutti,2000439456.0,9.35,8.75,11.45,9.8,9.8,8.6,9.4,11.0
Davide Carella,2000436671.0,11.35,11.25,8.5,11.15,10.8,12.95,13.85,9.45
Alessandro Zorzetto,2000436495.0,10.2,9.4,8.05,10.95,10.55,11.5,12.5,8.7
Jakob Brambach,2000065759.0,9.55,8.25,8.55,8.15,8.6,8.45,8.4,8.65
Luca Stanga,43425977.0,10.35,10.15,11.45,10.3,10.35,9.3,10.25,11.5
Mattia Pitzalis,43298629.0,11.35,11.25,12.0,11.0,11.55,11.55,11.4,12.3
Giovanni Crociata,43153059.0,12.7,12.55,11.6,12.7,12.65,13.1,13.5,12.1
Emanuel Mammana,14059326.0,13.25,11.55,11.6,11.5,11.75,10.95,10.8,12.4
Simone Vignoli,2000439458.0,11.1,11.1,10.0,11.65,11.6,12.5,13.35,10.15
David Lukac,2000189398.0,12.0,11.3,10.2,13.2,12.8,12.4,12.8,11.2
Roma,2000439457.0,12.0,11.2,12.2,11.1,11.3,11.05,11.0,11.65
Nicolas Dufour,2000191911.0,10.7,10.4,11.8,11.7,11.7,10.5,10.9,12.7
Adam Steele,2000187747.0,12.3,11.6,12.0,12.05,12.3,12.55,12.65,12.1
Pedro Ferreira,55082151.0,13.65,12.5,12.9,12.8,13.4,12.45,12.2,13.15
Ryôtarô Meshino,45104652.0,12.15,12.7,10.1,12.6,12.35,13.7,14.1,10.95
Jack O'Connell,28080955.0,13.1,12.7,13.4,12.85,12.9,12.25,12.05,13.2
Matt Baker,2000439460.0,13.15,12.3,10.6,13.5,13.45,13.35,13.4,12.25
Thomás Grosi,2000272736.0,12.9,12.4,9.9,13.0,12.5,13.4,13.5,11.6
Felipe Vergara,2000415530.0,11.7,11.3,9.5,12.95,12.75,12.95,13.95,10.9
Michele Gigante,2000199658.0,11.65,11.6,10.5,11.7,11.85,12.4,13.1,10.55
Adrian Semper,24046412.0,11.35,9.85,10.65,10.45,10.95,10.0,10.15,10.45
Kiki Kouyaté,13186668.0,11.1,10.3,13.35,11.65,11.45,9.95,10.65,12.55
Alessio Chiurco,2000193119.0,11.85,11.45,11.7,11.85,11.7,11.6,11.8,12.0
