Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Antonello Borgognoni,2000567631.0,10.5,11.2,10.3,11.6,11.6,12.25,11.6,10.65
João Teixeira,2000508042.0,12.9,11.75,10.95,13.25,13.6,12.15,12.55,11.9
Giuseppe Borghi,2000507391.0,11.95,11.4,8.25,12.1,12.15,12.15,13.0,10.45
Raul Cannataro,2000506760.0,10.9,10.5,13.6,11.8,11.7,10.0,10.6,12.7
Guy Charrier,2000505029.0,10.45,10.05,10.3,11.75,11.6,11.65,11.55,10.95
Christopher Ortiz,2000483551.0,8.9,8.6,11.0,9.1,9.45,7.65,8.5,10.6
Federico Siano,2000435228.0,9.95,9.75,9.0,11.3,10.5,11.3,12.1,9.25
Isaac Olivier,2000431007.0,11.95,11.35,10.45,13.25,13.0,12.6,14.3,11.95
Giannis Koromilas,2000234253.0,10.7,11.35,8.6,11.5,11.3,12.6,13.4,9.9
Eneko Pascual,2000193396.0,12.35,12.05,8.65,11.9,12.25,13.6,14.4,10.6
Ivano Dutto,2000191667.0,12.05,11.4,12.95,12.15,12.45,11.35,11.95,12.8
Fausto Crippa,2000191660.0,12.8,12.1,12.25,11.75,12.4,11.5,12.0,12.5
Fernando Mendes,2000189355.0,12.25,11.9,10.1,12.55,12.2,13.1,13.55,11.0
João Santos,83234702.0,11.25,11.3,11.45,11.55,12.15,11.25,11.45,12.7
Ilyas Chouaref,49055174.0,13.15,12.85,11.35,12.8,12.6,14.1,14.3,11.65
Felice D'Amico,43297400.0,11.8,11.7,9.85,11.6,11.75,12.45,12.7,10.55
Andrea Cerutti,2000626673.0,10.55,9.7,11.2,9.9,10.3,10.05,10.0,10.65
Stefano Mengoli,2000569086.0,12.5,10.6,12.1,12.65,12.35,10.2,10.85,12.9
Eddy Venturelli,2000507388.0,13.7,12.55,11.8,14.05,14.25,13.4,13.75,12.45
Tim O'Donnell,2000436270.0,11.4,11.1,11.15,12.2,11.75,11.85,12.6,11.55
Marco Di Mattia,2000191659.0,11.1,10.05,13.25,11.65,11.7,10.0,11.2,12.7
Valerio Sironi,2000191144.0,11.6,11.15,10.3,12.3,12.1,12.3,13.2,10.9
Leonardo Lelo,83257795.0,13.1,12.75,12.4,12.65,12.6,12.95,12.8,12.85
Sebastiano Luperto,43095145.0,12.1,11.4,13.6,12.2,12.2,11.1,10.9,13.1
Michael Olise,29221846.0,12.7,12.85,9.5,12.6,12.5,13.8,14.5,11.6
Ryad Talbi,2000023232.0,12.4,12.2,9.8,13.5,13.15,14.05,14.65,12.0
Salvatore Esposito,43317730.0,13.7,13.25,13.25,13.15,13.7,13.4,13.35,13.15
Nélson Vale,2000191702.0,9.9,8.3,9.3,8.4,9.6,8.6,9.05,8.8
Enrico Putrino,2000189552.0,12.7,10.2,12.2,11.3,12.6,10.4,11.0,11.2
Iacopo Zappasodi,2000507390.0,12.45,11.95,10.7,13.1,12.75,12.65,13.3,12.1
Giuseppe Biagioni,2000567625.0,9.1,6.45,10.7,9.65,9.45,5.95,6.25,9.75
Søren Lauritsen,2000189224.0,10.3,9.15,10.0,9.15,10.2,8.45,8.6,9.5
Isac,2000536901.0,14.8,14.4,11.5,14.4,14.8,15.4,16.2,13.3
Rafael Fernández,2000274833.0,13.5,12.4,14.3,13.0,13.4,12.3,13.0,14.2
Luis Ángel Tapia,2000206926.0,12.5,12.7,10.55,13.2,13.0,13.9,14.25,11.7
Youcef Gherbi,2000188129.0,13.5,13.25,10.2,13.1,13.1,14.35,15.05,11.65
Filipe Soares,83111342.0,14.1,13.75,11.95,13.8,13.9,14.05,14.6,13.05
Christian Pastina,43390700.0,13.2,13.75,13.05,13.25,13.3,13.5,13.4,13.6
Josip Brekalo,24046837.0,11.95,12.35,8.65,11.65,11.65,13.9,13.9,9.85
Bremer,19270493.0,12.35,11.25,13.65,12.2,12.35,11.05,11.3,13.2
Will Smallbone,28109942.0,14.05,13.75,11.0,13.9,13.8,14.0,14.5,13.25
Marco Crestani,2000567632.0,10.25,10.75,9.1,11.55,11.1,11.05,12.45,10.15
José Pereira,2000190648.0,12.7,12.45,10.5,12.55,12.65,13.8,13.95,10.75
Amar Dedic,16283629.0,12.35,12.3,12.4,12.4,12.75,12.1,12.15,13.2
