Player,UID,AF,CF,DLF,F9,P,PF,TM
Antonello Borgognoni,2000567631.0,11.5,11.8,11.15,11.7,11.5,12.1,11.4
João Teixeira,2000508042.0,11.9,12.25,13.15,12.1,11.9,12.05,11.7
Giuseppe Borghi,2000507391.0,11.75,11.9,12.9,12.75,11.75,10.7,12.2
Raul Cannataro,2000506760.0,10.8,9.7,10.9,10.2,10.8,11.9,11.3
Guy Charrier,2000505029.0,12.2,11.35,11.85,11.1,12.2,12.05,11.8
Christopher Ortiz,2000483551.0,8.7,8.15,8.9,7.85,8.7,9.5,9.9
Federico Siano,2000435228.0,13.65,11.7,11.1,10.9,13.65,12.5,11.4
Isaac Olivier,2000431007.0,13.05,11.95,13.4,13.0,13.05,12.3,11.7
Giannis Koromilas,2000234253.0,13.25,11.4,12.3,12.9,13.25,11.3,10.15
Eneko Pascual,2000193396.0,13.7,11.75,13.45,13.8,13.7,11.55,11.1
Ivano Dutto,2000191667.0,11.8,11.3,11.3,11.15,11.8,12.7,11.8
Fausto Crippa,2000191660.0,10.7,10.4,12.05,11.5,10.7,10.25,10.65
Fernando Mendes,2000189355.0,14.2,12.05,12.5,12.55,14.2,12.85,11.6
João Santos,83234702.0,10.5,10.6,11.1,10.55,10.5,10.8,9.7
Ilyas Chouaref,49055174.0,14.6,12.9,14.0,13.8,14.6,13.0,12.7
Felice D'Amico,43297400.0,12.45,10.6,12.0,12.25,12.45,11.0,9.75
Andrea Cerutti,2000626673.0,10.45,8.8,10.5,9.95,10.45,10.0,9.9
Stefano Mengoli,2000569086.0,10.65,10.1,10.35,10.15,10.65,11.15,10.7
Eddy Venturelli,2000507388.0,12.3,12.85,13.6,12.95,12.3,12.9,11.6
Tim O'Donnell,2000436270.0,13.05,11.75,12.65,11.95,13.05,12.5,12.85
Marco Di Mattia,2000191659.0,11.75,9.9,10.6,10.15,11.75,11.5,11.85
Valerio Sironi,2000191144.0,12.85,12.0,12.9,12.6,12.85,12.1,12.15
Leonardo Lelo,83257795.0,12.9,11.1,12.4,12.6,12.9,12.0,10.85
Sebastiano Luperto,43095145.0,11.4,11.3,11.7,10.4,11.4,12.1,12.1
Michael Olise,29221846.0,13.85,11.9,13.4,13.9,13.85,11.2,11.65
Ryad Talbi,2000023232.0,15.6,12.7,14.05,14.2,15.6,12.8,12.3
Salvatore Esposito,43317730.0,13.05,12.6,13.6,13.1,13.05,12.75,11.8
Nélson Vale,2000191702.0,7.85,6.9,9.2,7.55,7.85,7.55,7.3
Enrico Putrino,2000189552.0,9.5,8.8,11.4,9.4,9.5,10.3,9.6
Iacopo Zappasodi,2000507390.0,12.65,12.7,13.35,12.7,12.65,12.2,12.2
Giuseppe Biagioni,2000567625.0,6.6,5.2,6.9,5.4,6.6,9.2,6.85
Søren Lauritsen,2000189224.0,6.6,7.25,8.95,7.8,6.6,7.65,7.35
Isac,2000536901.0,14.4,13.8,16.3,15.5,14.4,12.6,13.6
Rafael Fernández,2000274833.0,13.5,12.3,13.2,12.0,13.5,13.0,13.0
Luis Ángel Tapia,2000206926.0,14.05,12.75,13.3,13.9,14.05,12.65,11.3
Youcef Gherbi,2000188129.0,13.2,12.8,14.55,14.35,13.2,11.75,12.05
Filipe Soares,83111342.0,13.25,12.9,14.15,14.2,13.25,12.3,12.5
Christian Pastina,43390700.0,12.95,13.1,13.5,13.35,12.95,13.2,13.45
Josip Brekalo,24046837.0,13.9,11.9,12.5,13.5,13.9,11.6,10.9
Bremer,19270493.0,11.4,11.3,12.0,10.6,11.4,11.95,11.8
Will Smallbone,28109942.0,13.55,12.9,13.7,13.9,13.55,12.0,12.0
Marco Crestani,2000567632.0,12.55,11.35,11.35,12.05,12.55,11.45,11.55
José Pereira,2000190648.0,14.45,12.7,13.5,13.95,14.45,13.5,11.9
Amar Dedic,16283629.0,12.2,11.75,12.4,11.8,12.2,11.55,12.1
